,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2004-12-31,166.42000000000002,-28.33,-0.10662709901563405,0.0,4.339999999999996,-24.759999999999998,-14.36,6.35,0.0,191.17999999999995,-23.32,4.88,120.64,140.21,286.39,360.27,671.32,229.64,44.59,69.95,349.83,75.16,424.99,260.0,246.33,7.449999999999996,-6.939999999999998,-4.6899999999999995,10.399999999999999,-14.889507589128133,6.7,1.73,-0.13,-16.896294151708165,-9.776884771279676,-45.99729009843659,-42.978922987840185,-20.702061378112333,-5.76,-5.65,0.0,0.82,0.42,12,2004,0.0,265.6923076923077,-34.54
2005-03-31,159.93,0.73,0.0,0.0,12.03,4.46,15.02,7.3,0.0,155.47,3.39,2.59,135.29,151.8,310.71,353.79,685.64,243.36,59.68,77.37,384.97,53.61,438.58,260.0,247.06,2.2,-4.09,-0.41,10.56,0.0,7.68,1.78,0.0,0.43999999999999995,2.56,1.2,1.12,5.92,0.46,0.46,0.0,0.81,0.41,3,2005,0.0,inf,0.73
2005-06-30,173.45,-7.140000000000001,-0.02227769110764431,0.0,11.38,-3.1799999999999997,7.18,5.2,0.0,176.63000000000002,-3.3200000000000003,31.94,141.96,179.8,373.94,346.85,740.6,181.81,64.15,84.79,338.63,32.05,370.68,390.0,369.92,-21.52,-3.4299999999999997,54.309999999999995,10.360000000000001,-58.35434173669468,5.48,1.0,-0.02,-3.876318252730109,0.801996879875195,-7.708081123244931,-8.821965678627144,1.4257722308892358,-1.95,-1.92,0.0,1.1,0.57,6,2005,0.0,320.5,-6.41
2005-09-30,168.82,-2.5700000000000003,-0.008585746102449889,0.0,6.239999999999998,0.6499999999999999,11.27,6.1,0.0,168.16999999999996,-3.25,12.34,153.58,251.92,437.59,338.14,796.47,224.3,101.56,72.21,404.63,24.5,429.13,390.0,367.35,-38.76,-3.200000000000001,22.360000000000007,10.619999999999997,-177.61706225680933,6.48,1.17,-0.03,-1.2935857461024498,0.29763919821826285,-2.7932293986636973,-3.2053452115812915,0.560935412026726,-1.82,-1.79,0.0,1.08,0.46,9,2005,0.0,299.33333333333337,-8.98
2005-12-31,157.56,-14.61,-0.043353115727002976,0.0,10.880000000000003,-9.72,1.1200000000000045,6.25,0.0,167.27999999999997,-6.16,3.39,183.34,239.07,444.64,329.84,797.38,278.1,80.31,54.21,423.7,20.95,444.64,390.0,352.74,-35.400000000000006,-5.799999999999999,32.25,10.840000000000003,-36.042968856947304,6.91,1.26,-0.07,-7.3328698601102165,-2.625960152607037,-16.573276812208565,-19.521288681644762,-5.152827469266638,-3.61,-3.58,0.0,1.05,0.49,12,2005,0.0,336.99999999999994,-23.59
2006-03-31,197.67,-53.07,-0.14,0.0,-5.87,-48.15,-37.25,6.75,0.0,245.82,-23.57,0.49,191.88,265.56,479.46,359.55,861.04,321.87,178.89,36.21,543.98,17.39,561.37,390.0,299.67,15.5,-40.61,22.21,10.9,-12.0525,8.78,1.87,-0.14,-24.64,-24.92,-70.84,-77.64,-60.76,-27.11,-26.85,0.0,0.88,0.39,3,2006,0.0,379.07142857142856,-53.07
2006-06-30,157.17,-88.27000000000001,-0.22482807414744588,0.0,-45.02,-79.91,-68.93,7.2,0.0,237.07999999999998,-63.050000000000004,13.94,167.15,213.5,418.57,352.58,794.16,306.01,190.74,30.2,551.82,30.94,582.76,390.0,211.4,26.189999999999998,-4.410000000000004,-8.33,10.979999999999999,-8.00611759374646,13.28,2.76,-0.36,-44.46599688693931,-41.69311730578747,-167.0222781944248,-121.48210273100328,-131.99906042167822,-40.27,-39.83,0.0,0.76,0.37,6,2006,0.0,392.61111111111114,-141.34
2006-09-30,77.93,-55.53,-0.14103215319754153,0.0,-10.86,-47.829999999999984,-37.04999999999998,5.7,0.0,125.75999999999999,-20.709999999999994,58.37,115.82,145.73,339.3,398.11,761.28,264.54,176.02,27.43,496.96,67.18,564.14,410.63,197.13,58.540000000000006,-56.309999999999995,42.199999999999996,10.779999999999998,-10.104078876283092,11.87,2.86,-0.5,-29.17673185350739,-25.476048153603898,-112.67904911870778,-78.69594148422817,-75.07423579011531,-45.74,-45.49,0.0,0.68,0.39,9,2006,0.0,393.74,-196.87
2006-12-31,125.78999999999996,-47.21000000000001,-0.11992051786299576,0.0,-4.040000000000006,-38.53,-28.189999999999998,2.0,16.41,164.31000000000006,-8.379999999999995,2.5,131.34,151.1,312.33,452.85,786.27,300.9,170.79,32.75,549.02,87.33,636.35,410.63,149.92,-64.91,-63.86,72.89999999999999,10.340000000000003,-4.174848549036221,5.48,4.24,-0.62,-24.01505080301541,-20.951274991805967,-125.96296460176994,-75.13987545067192,-69.92526712553261,-44.29,-43.7,0.0,0.57,0.29,12,2006,0.0,393.6774193548387,-244.08
2007-03-31,157.46,-11.5,-0.029999999999999995,0.0,14.41,-2.05,9.55,1.86,6.72,159.51,0.51,12.85,137.44,184.68,361.5,463.14,848.73,349.37,179.06,45.44,610.55,99.76,710.31,410.63,138.42,-41.78,-19.45,71.58,11.6,-15.5,5.52,5.13,-0.03,-5.4,-0.96,-33.24,-21.0,-3.44,-7.51,-7.3,0.0,0.59,0.29,3,2007,0.0,383.33333333333337,-11.5
2007-06-30,191.03,-33.22,-0.08171288014311269,0.0,-0.6999999999999993,-20.169999999999998,-7.82,1.94,11.32,211.21000000000004,-12.299999999999999,11.81,148.3,193.34,371.16,472.47,865.41,363.7,214.43,57.74,676.29,83.92,760.21,410.63,105.2,9.420000000000002,-21.26,10.799999999999997,12.35,-5.936640577965082,7.57,7.23,-0.11,-15.362021466905189,-7.963291592128802,-126.31325581395349,-83.94141323792486,-34.91368515205725,-13.06,-12.83,0.0,0.55,0.26,6,2007,0.0,406.54545454545456,-44.72
2007-09-30,208.76,0.07000000000000028,0.00017245240761478234,0.0,3.7799999999999976,9.45,22.63,1.83,0.0,199.29999999999995,-10.95,5.49,167.02,232.4,412.64,465.77,900.01,358.15,245.52,60.49,720.23,74.51,794.74,410.63,105.27,30.78,4.509999999999998,-41.60999999999999,13.180000000000003,2653.4857142857036,7.14,7.55,-0.11,0.0311041433370662,0.009657334826427812,0.26595296752519704,0.18518253079507355,0.044524076147816526,-8.17,-8.01,0.0,0.57,0.25,9,2007,0.0,405.9090909090909,-44.65
2007-12-31,290.05999999999995,-44.48,-0.10979019409850779,0.0,-17.479999999999997,-34.95,-21.47,1.79,0.0,325.0,-37.5,4.16,204.49,216.57,434.48,451.09,906.86,412.39,241.36,57.18,783.04,63.03,846.07,410.63,60.79,-27.04,-4.719999999999999,30.43999999999999,13.479999999999997,-4.077777652877698,12.09,13.92,-0.22,-19.62250196342421,-11.258485358465164,-292.68069561314934,-168.87728037697744,-76.93298328284529,-10.68,-10.52,0.0,0.55,0.28,12,2007,0.0,405.1363636363636,-89.13
2008-03-31,241.97,-33.18,-0.06,0.0,-10.08,-24.3,-11.42,1.77,0.0,266.27,-27.47,3.72,171.85,194.62,377.25,441.83,840.32,421.69,234.34,53.67,762.25,50.46,812.71,410.63,27.61,19.14,-3.42,-16.15,12.88,-7.375,26.32,29.44,-0.06,-15.8,-11.52,-480.68,-159.88,-124.52,-14.21,-13.71,0.0,0.49,0.24,3,2008,0.0,553.0,-33.18
2008-06-30,261.92999999999995,-7.18,-0.017789890981169475,0.0,-12.03,0.5,13.34,1.43,0.0,261.43000000000006,-20.910000000000004,13.22,194.33,167.46,384.25,432.61,838.23,382.07,244.15,50.37,734.74,37.9,772.64,437.2,65.59,29.11,-2.3899999999999997,-17.22,12.839999999999998,-20.095682451253484,9.53,11.78,-0.1,-3.4227750247770063,-1.9853518334985134,-43.78447968285431,-33.63000991080278,-16.366699702675916,-8.43,-8.01,0.0,0.52,0.3,6,2008,0.0,403.59999999999997,-40.36
2008-09-30,165.24,6.25,0.01465845793022574,0.0,27.66,14.770000000000001,27.560000000000002,1.73,0.0,150.4699999999999,16.840000000000003,1.69,132.08,194.02,333.7,420.54,775.91,341.34,120.73,50.37,573.04,25.3,598.34,499.39,177.58,-64.01,-1.8000000000000007,54.269999999999996,12.79,29.511971999999997,4.87,3.37,-0.08,3.224860744649663,0.79155672823219,14.079448841981822,17.678100263852244,3.2615068894752275,-5.32,-5.1,0.0,0.58,0.24,9,2008,0.0,426.375,-34.11
2008-12-31,114.00999999999999,-53.34,-0.1158902229845626,0.0,8.870000000000001,-44.629999999999995,-31.48,1.9,0.0,158.64,-7.469999999999999,6.21,116.07,155.3,286.32,410.73,719.12,338.4,98.69,45.81,561.15,33.73,594.88,499.39,124.24,22.64,0.16999999999999993,-18.279999999999998,13.149999999999999,-4.098706411698537,7.64,4.79,-0.19,-29.667897084048025,-16.102641509433962,-171.73711149228131,-230.63374271012006,-82.87980789022298,-10.97,-11.17,0.0,0.51,0.23,12,2008,0.0,460.2631578947369,-87.45
2009-03-31,145.81,-40.57,0.08,-0.0,17.93,-40.57,-28.77,1.76,0.0,186.38,0.1,3.0,110.77,186.66,308.68,366.46,685.44,316.72,167.71,88.28,585.39,16.39,601.78,499.39,83.66,27.04,10.22,-40.48,11.8,5.5,10.51,7.19,0.08,-23.680000000000003,-21.280000000000005,-193.96,-291.68,-162.2,-28.11,-27.82,0.0,0.53,0.21,3,2009,0.0,-507.125,-40.57
2009-06-30,206.32,-2.3500000000000014,-0.004927772600186396,0.0,23.22,13.79,25.53,1.7,0.0,192.53000000000003,19.919999999999998,8.45,131.64,190.89,336.14,358.05,703.85,287.18,0.0,78.24,599.34,23.07,622.41,499.45,81.43,46.82,-3.1400000000000006,-38.220000000000006,11.739999999999998,-86.25093617021273,10.43,7.64,-0.09,-1.3359739049394228,-0.7599720410065243,-11.544128611369999,-12.788117427772606,-5.611090400745577,-12.28,-12.19,0.0,0.56,0.24,6,2009,0.0,476.8888888888889,-42.92
2009-09-30,188.10000000000002,2.990000000000002,0.00599048334585525,0.0,13.43,7.060000000000002,19.1,1.61,4.53,181.04000000000002,7.18,13.28,94.07,213.42,326.13,360.76,696.88,306.67,184.68,51.6,554.67,57.78,612.45,499.45,84.43,7.640000000000001,-2.9400000000000004,0.13000000000000966,12.04,67.20659698996651,9.52,7.25,-0.08,1.7162734785875293,0.8027247683446037,14.164497871274738,9.129496619083401,4.154400200350617,-7.48,-7.39,-1.02,0.59,0.2,9,2009,0.0,499.125,-39.93
2009-12-31,197.85000000000002,10.190000000000001,0.0205581708137189,0.0,24.980000000000004,15.149999999999999,26.480000000000004,1.59,4.85,182.69999999999993,15.010000000000002,12.96,100.98,303.52,425.54,355.16,789.46,290.33,219.3,52.21,650.31,44.53,694.84,499.45,94.62,-34.09,-4.949999999999999,38.71999999999999,11.329999999999998,19.33537782139352,8.39,7.34,-0.06,5.166953597848018,0.836032279757902,43.07622057834567,37.25140551445865,4.495386684599866,-4.1,-4.03,-0.17,0.65,0.19,12,2009,0.0,495.6666666666667,-29.74
2010-03-31,271.81,3.95,0.01,0.0,20.66,9.59,21.02,1.39,0.0,262.22,9.58,7.3,116.95,255.74,386.87,353.7,749.48,283.12,195.97,52.24,619.45,31.46,650.91,499.45,98.57,27.26,-9.98,-22.94,11.43,34.75,7.04,6.6,0.01,2.12,5.36,16.04,17.36,29.52,1.48,1.45,3.58,0.62,0.21,3,2010,0.0,395.0,3.95
2010-06-30,248.32999999999998,3.4299999999999997,0.009295392953929539,0.0,21.279999999999998,9.920000000000002,21.38,1.42,4.03,238.40999999999997,10.22,15.82,118.06,276.94,417.25,354.72,779.52,289.12,221.79,59.01,665.88,11.64,677.52,499.45,102.0,28.719999999999995,-11.2,-9.0,11.46,38.19096209912537,6.95,6.64,0.02,1.7661246612466124,4.889376693766938,13.459728997289972,14.965582655826559,31.92037940379404,1.45,1.42,2.66,0.63,0.21,6,2010,0.0,369.0,7.38
2010-09-30,243.28999999999996,-23.36,-0.043854818523153934,0.0,-1.6999999999999957,-16.53,-5.089999999999996,1.54,4.03,259.82000000000005,-14.43,5.6,87.79,249.37,348.31,349.14,705.01,283.48,191.41,52.89,621.66,4.7,626.37,499.45,78.64,23.360000000000007,-5.84,-27.74,11.439999999999998,-8.778396832191781,9.78,7.97,-0.03,-13.273391739674594,2.5143429286608256,-118.81732165206506,-114.60725907384231,20.93336670838548,-2.14,-2.09,0.22,0.56,0.16,9,2010,0.0,532.6666666666667,-15.98
2010-12-31,271.92999999999995,-52.67999999999999,-0.10741625400524324,0.0,-45.940000000000005,-46.88999999999999,-35.29,1.4,4.03,318.80999999999995,-55.64,4.32,84.36,196.94,291.5,340.66,649.68,301.45,186.77,43.08,622.28,1.44,623.72,499.45,25.96,17.049999999999997,-6.580000000000002,-11.759999999999998,11.600000000000001,-3.2583523158694003,26.93,24.03,-0.14,-32.439708709583456,-18.72111855519953,-811.6985959801923,-349.50180017477425,-491.84368191086503,-6.8,-6.63,-2.16,0.47,0.15,12,2010,0.0,490.42857142857133,-68.66
2011-03-31,252.09,1.09,0.0,0.0,9.03,6.6,18.03,1.31,0.0,245.49,0.75,3.99,89.17,295.48,395.13,331.69,745.03,334.2,193.94,82.59,635.14,84.61,719.74,499.45,25.29,13.32,-2.05,-11.59,11.43,0.0,25.87,28.46,0.0,0.6,3.52,17.24,7.04,24.04,0.45,0.43,1.27,0.62,0.16,3,2011,0.0,inf,1.09
2011-06-30,249.03,1.07,0.0,0.0,9.31,6.890000000000001,18.39,1.14,0.0,242.14,0.72,2.68,112.25,316.16,436.42,321.52,776.13,399.02,160.72,8.2,588.82,160.95,749.77,499.45,26.36,-57.23,-1.2600000000000002,57.129999999999995,11.5,0.0,21.6,28.44,0.0,0.5548148148148149,3.4279629629629627,16.22833333333333,6.6775925925925925,14.266666666666666,0.45,0.43,1.31,0.74,0.2,6,2011,0.0,inf,2.16
2011-09-30,247.95000000000005,-2.27,0.0,-0.0,8.649999999999999,4.970000000000001,16.4,0.91,0.0,242.98000000000002,0.8,1.1,99.31,327.43,432.89,312.81,760.68,383.22,164.78,8.11,577.52,159.07,736.58,499.45,24.09,19.009999999999998,2.6,-23.14,11.43,0.0,18.87,30.58,0.0,-0.8254545454545454,208.01454545454547,-37.97090909090909,-17.334545454545452,832.0581818181819,-0.02,-0.01,1.05,0.75,0.18,9,2011,0.0,-inf,-0.11
2011-12-31,277.16999999999996,-18.01,-0.03975717439293599,0.0,-2.1799999999999997,-10.540000000000001,0.9200000000000017,1.14,0.0,287.71000000000004,-15.9,1.16,90.05,333.04,430.9,306.91,752.75,388.86,176.43,7.84,589.58,157.1,746.67,499.45,6.08,11.589999999999998,-8.010000000000002,-3.5199999999999996,11.46,-7.168517490283176,93.65,122.81,-0.04,-9.581479028697574,4.492560706401766,-1184.883068432671,-449.6933995584989,19.28222958057395,-1.83,-1.77,0.35,0.73,0.17,12,2011,0.0,453.0,-18.12
2012-03-31,194.45,-4.78,-0.01,0.0,8.38,2.84,14.72,1.06,0.0,191.61,-1.38,2.22,72.75,284.8,367.58,298.47,681.14,410.88,85.85,7.96,524.67,155.17,679.84,499.45,1.3,-12.89,-2.94,16.89,11.88,-26.5,407.24,522.95,-0.01,-2.8,1.6,-1470.76,-143.8,7.28,-2.56,-2.46,0.86,0.7,0.16,3,2012,0.0,478.0,-4.78
2012-06-30,198.95,-19.81,-0.04028060187067914,0.0,-3.3500000000000005,-12.459999999999999,-0.75,0.98,0.0,211.40999999999997,-12.080000000000002,2.28,56.98,259.64,324.17,289.06,628.25,364.01,105.86,13.99,499.84,146.92,646.76,499.45,-18.51,58.1,-1.3400000000000003,-56.7,11.709999999999999,-6.082332155477033,-26.44,-34.94,-0.05,-12.599772265148433,-4.414753965026433,428.1022366815778,-2018.8637657584384,-24.13613664091094,-6.43,-6.25,-0.88,0.65,0.13,6,2012,0.0,491.79999999999995,-24.59
2012-09-30,227.58000000000004,-54.78,-0.11042963336273151,0.0,-32.63,-43.980000000000004,-32.35,1.0,0.0,271.56000000000006,-41.78,1.52,98.61,252.82,362.75,284.46,662.2,375.24,181.16,23.44,596.97,138.52,735.49,499.45,-73.29,9.199999999999996,-8.440000000000001,-1.519999999999996,11.629999999999999,-2.263885085797736,-6.81,-10.04,-0.16,-33.101282600478775,-20.78837848053421,298.9882323295956,890.7254227037922,-226.8500743353912,-13.03,-12.78,-2.17,0.61,0.18,9,2012,0.0,496.0625,-79.37
2012-12-31,211.99,-149.41,-0.30041349768336395,0.0,-57.27,-140.95000000000002,-129.27,0.95,0.0,352.93999999999994,-68.49000000000001,8.15,46.47,180.89,242.61,233.51,491.37,370.14,125.19,34.4,560.51,126.21,686.71,499.45,-195.35,27.60000000000001,-5.929999999999998,-15.050000000000004,11.68,-0.7924078040291814,-2.43,-3.52,-0.46,-121.62828219249934,-81.71247136987499,305.9254322930326,631.5214179561151,735.0726444619285,-27.98,-27.47,-5.84,0.43,0.11,12,2012,0.0,497.3478260869565,-228.78
2013-12-31,-22.550000000000068,156.57999999999998,0.1951828254847645,0.0,56.800000000000004,153.63,151.94,0.91,0.0,-176.16999999999996,39.97,2.62,85.78,130.9,219.29,249.81,484.9,320.23,179.94,30.88,531.05,102.0,633.05,998.91,-148.15,-111.82000000000001,2.539999999999999,96.77000000000001,-1.6899999999999977,1.1654457785157748,-6.14,-4.27,-0.09,129.1676565096953,72.69475900277008,-422.7226260387811,-364.6882659279778,-769.1938282548475,-9.55,-8.91,0.0,0.41,0.17,12,2013,0.0,802.2222222222223,-72.2
2014-03-31,202.05,-12.55,-0.01,0.0,2.96,-5.36,4.29,0.91,0.0,207.41,-10.95,8.1,68.03,122.58,198.71,246.1,460.6,335.75,164.87,23.24,526.06,95.24,621.3,998.91,-160.7,8.29,-5.9,3.1,9.65,-22.749999999999996,-5.66,-3.87,-0.01,-10.88,0.0,31.24,0.0,32.76,-6.39,-6.21,0.0,0.38,0.14,3,2014,0.0,1255.0,-12.55
2014-09-30,422.75999999999993,-38.17999999999999,-0.03763059333727577,0.0,5.13,-22.18,-2.11,0.91,0.0,444.95000000000005,-27.540000000000003,0.72,50.8,125.0,176.52,234.56,426.84,360.69,156.94,24.22,544.25,81.47,625.72,998.91,-198.88,-10.919999999999998,-8.36,11.89,20.07,-6.0456128863279215,-4.57,-3.15,-0.05,-35.79422038241671,0.0,76.7965148827124,0.0,70.62509757539917,-8.26,-8.12,0.0,0.32,0.09,9,2014,0.0,1014.5999999999999,-50.73
2014-12-31,235.11,-27.1,-0.027855582680200438,0.0,-3.3599999999999994,-18.86,-8.620000000000001,0.91,0.0,253.96000000000004,-21.119999999999997,2.61,64.06,105.19,171.87,224.35,412.2,359.43,175.92,26.05,563.8,74.38,638.18,998.91,-225.98,9.14,-0.3200000000000003,-6.92,10.240000000000002,-8.170714022140222,-4.02,-2.82,-0.08,-26.295670050109212,-14.401336245663627,47.96731337530515,57.953539766157014,42.63296929204677,-9.19,-9.05,0.0,0.3,0.12,12,2014,0.0,972.875,-77.83
2015-03-31,150.28,-20.88,-0.01,0.0,-0.88,-14.14,-4.92,0.91,0.0,164.42,-15.88,25.23,60.73,94.47,352.56,220.07,589.05,231.5,203.99,32.12,470.29,65.94,536.23,3995.63,52.82,32.38,-179.14,169.38,9.22,-22.75,68.84,10.15,-0.01,-14.16,-10.76,-158.12,154.84,-47.63999999999999,-14.15,-13.89,0.0,0.75,0.55,3,2015,0.0,2088.0,-20.88
2015-06-30,204.96,22.82,0.0,0.0,40.730000000000004,27.62,37.09,0.91,0.0,177.34,23.8,346.0,111.93,94.14,828.9,231.22,1076.51,83.66,219.22,86.76,392.12,9.4,401.52,9989.07,674.98,-10.930000000000003,-117.44,449.13,9.47,0.0,13.47,0.59,0.0,8.469278350515465,0.0,13.644948453608247,0.0,92.69154639175257,0.55,0.55,33.7,2.11,1.87,6,2015,0.0,inf,1.94
2015-09-30,245.95000000000005,37.77,0.00951145807101486,0.0,57.51,40.03,50.599999999999994,0.91,0.0,205.91999999999996,30.059999999999995,533.6,164.08,99.14,1028.61,752.04,1874.28,124.09,121.53,86.86,334.96,9.89,344.85,15982.48,1312.09,-176.64999999999998,-259.03000000000003,623.29,10.57,23.91851998940958,11.08,0.26,0.01,8.0657164442206,17.69131201208764,11.527887182070007,27.126678418534375,13.239949634852684,6.78,6.61,133.78,3.07,2.77,9,2015,0.0,3971.0,39.71
2015-12-31,174.44999999999993,6.339999999999996,0.0013767643865363727,0.0,34.22000000000001,8.350000000000001,19.99000000000001,0.91,0.0,166.10000000000002,15.130000000000003,189.46,137.22,132.02,733.58,368.25,1470.61,0.0,76.72,33.66,110.39,38.52,148.91,15982.48,1321.7,-10.689999999999998,-201.68999999999994,-131.76,11.639999999999997,165.24250788643545,11.0,0.11,0.01,1.7237090119435388,3.6181368078175877,1.916456026058631,4.631435396308357,2.5057111834961985,6.06,5.94,0.0,6.65,5.45,12,2015,0.0,4605.0,46.05
2016-03-31,187.93,0.69,0.0,0.0,16.22,1.53,13.92,0.91,0.0,186.39,-2.48,106.43,129.44,113.69,601.82,485.13,1443.24,0.0,57.06,34.11,91.17,29.92,121.09,15982.48,1322.15,32.22,-107.0,-8.25,12.39,0.0,11.0,0.09,0.0,0.20000000000000004,0.6,0.20000000000000004,0.4000000000000001,0.44,0.38,0.37,0.0,6.6,5.35,3,2016,0.0,inf,0.69
2016-06-30,161.15999999999997,-18.970000000000002,0.0,-0.0,9.130000000000003,-18.220000000000002,-4.33,0.91,0.0,179.40000000000003,-14.05,100.15,107.59,114.02,391.97,528.32,1441.76,0.0,80.14,37.32,117.46,21.26,138.72,15982.48,1303.04,42.28,-42.97999999999999,-5.57,13.89,0.0,11.16,0.11,0.0,-5.271750547045952,-5.520809628008753,-5.8113785557986875,-7.679321663019694,-5.230240700218819,-5.34,-5.24,0.0,3.34,2.37,6,2016,0.0,-inf,-18.28
