,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,801.93,62.47,1.25,0.0,297.05,107.92,147.38,15.5,0.0,694.01,38.27,2200.62,601.59,381.35,3367.61,349.27,4271.0,12.12,385.01,0.0,1139.84,7.13,1146.97,500.0,3097.92,74.54,279.2,7.58,39.46,3.1,2.5,0.37,1.25,0.0,0.0,5.84,0.0,8.08,0.0,13.8,8.53,7.79,2.95,2.62,3,2000,0.0,49.976,62.47
2000-06-30,981.5000000000001,132.88,2.6596406449961605,10.0,371.29,180.13,223.13,10.0,0.0,801.3700000000001,99.51999999999998,1784.09,691.57,347.34,2944.3,330.08,3834.3,10.78,365.64,0.0,603.03,5.67,608.7,500.0,3207.17,67.54,143.65000000000003,-501.40999999999997,42.99999999999999,0.9408789885611079,1.56,0.19,3.91,10.0,2.56,13.849177373944203,0.0,16.570037368825183,0.0,24.242862554389557,11.96,10.95,4.88,4.31,6,2000,499.616368286445,49.9616368286445,195.35
2000-09-30,950.53,60.81000000000003,1.215440349781387,0.013913938059814128,341.15,122.25999999999999,163.52999999999997,9.0,0.0,828.2599999999998,55.22,1821.12,728.59,323.97,3037.45,314.75,3891.7,12.77,384.79,0.0,616.24,5.47,621.7,500.0,3251.74,71.22,-248.19000000000003,-1.6999999999999886,41.27000000000001,1.8534846242394334,1.38,0.19,5.12,10.0,1.95,6.248123048094943,0.0,7.482554653341665,0.0,11.898021549031858,10.18,9.37,4.93,4.4,9,2000,0.6961317135550757,50.03125000000001,256.16
2000-12-31,1166.5700000000002,60.89999999999998,1.2177695073487662,-0.004356430959441109,464.79999999999995,130.33999999999997,175.51999999999998,8.3,0.0,1036.2400000000002,49.140000000000015,1966.27,929.54,317.29,3421.81,284.93,4196.68,21.5,494.38,0.0,864.31,5.18,869.5,500.0,3301.28,135.39,200.46,8.449999999999989,45.17999999999999,1.705043513957308,1.26,0.26,6.34,10.0,1.58,5.808414811076765,0.0,7.375764839462559,0.0,12.461969343341949,8.81,8.13,3.96,3.59,12,2000,-0.21786277602529935,50.00946372239748,317.06
2001-03-31,1034.0,54.72,1.0,0.0,215.49,97.06,141.85,9.65,0.0,936.94,-73.39,1679.44,837.06,258.82,3545.74,293.58,4410.01,17.5,598.42,0.0,1024.81,5.04,1029.85,500.0,3352.93,214.46,-28.95,-4.14,44.79,2.4125,1.44,0.31,1.0,0.0,0.0,4.96,8.96,6.52,6.8,11.48,6.34,5.29,3.46,3.21,3,2001,0.0,54.72,54.72
2001-06-30,1043.06,26.33,0.5262751388032079,10.0,290.86,81.35,117.98999999999998,8.35,0.0,961.7,-28.459999999999994,1052.69,806.66,243.48,2906.88,322.99,3791.41,14.79,535.86,0.0,879.96,4.96,884.92,500.0,2883.24,-73.21000000000001,-2.150000000000002,-508.78999999999996,36.64000000000001,3.963231105203191,1.45,0.31,1.62,10.0,6.17,2.7808118445404073,6.081401603948179,3.651439851943245,3.4565231338679827,7.965596545342381,4.51,3.9,3.3,3.03,6,2001,500.3086419753086,50.03086419753086,81.05
2001-09-30,1183.4700000000003,63.8,1.2773213669313082,-0.016534772028960726,334.51,145.23,185.52000000000004,6.9,0.0,1038.2499999999998,21.879999999999995,1260.82,928.63,293.69,3057.49,324.39,3929.63,42.76,605.36,0.0,955.78,4.6,960.39,500.0,2944.35,-8.860000000000014,50.63,27.619999999999948,40.28999999999999,1.3508738244514107,1.17,0.33,2.9,10.0,3.45,6.50112530203659,14.587890921643078,8.668167069382118,8.245329651363479,19.16862961684501,5.07,4.44,3.2,2.89,9,2001,-0.8258833546189521,49.94827586206897,144.85
2001-12-31,1343.6100000000001,55.420000000000016,1.1096729415289361,-0.0011277878312549667,529.2099999999999,132.88,175.87,8.5,0.0,1210.7400000000002,46.86,1335.08,1029.61,302.2,3175.65,442.44,4119.98,43.42,660.24,0.0,1081.96,4.38,1086.34,500.0,3007.14,178.19,-167.87,0.4300000000000068,42.99000000000001,1.9152490075784911,1.41,0.36,4.01,10.0,2.49,5.379561591851003,12.153824337144858,7.371991811055078,7.028851051081042,16.636792330354027,4.87,4.35,2.94,2.66,12,2001,-0.05632470547766388,49.9426433915212,200.27
2002-03-31,1331.25,113.07,2.26,0.0,506.92,212.86,249.72,12.4,0.0,1118.39,107.83,1413.89,927.45,316.29,3289.21,538.77,4354.08,15.86,648.96,0.0,1172.48,4.14,1176.62,500.0,3142.37,340.73,-142.52,-27.8,36.86,1.3725,1.97,0.37,2.26,0.0,0.0,10.4,19.44,14.399999999999999,13.92,26.76,9.22,8.49,2.81,2.54,3,2002,0.0,50.030973451327434,113.07
2002-06-30,1189.4499999999998,172.17000000000002,3.4586106436684902,10.0,462.17,239.3,277.87,17.9,0.0,950.1499999999999,95.17999999999999,1024.38,822.15,340.09,2631.51,658.24,3911.55,12.73,642.91,0.0,1153.99,3.9,1157.89,500.0,2721.4,217.32999999999993,-1.1599999999999966,-605.6800000000001,38.57000000000001,1.2922530057501305,3.29,0.43,5.73,10.0,1.75,17.600887673538075,28.344913756836352,25.302785023138412,24.578468657972234,39.595961295750946,12.56,11.32,2.28,1.99,6,2002,497.80104712041884,49.78010471204188,285.24
