,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2003-06-30,,,,,,,,,0.0,,,8.9,178.68,68.72,277.48,20.68,343.33,7.86,163.21,2.75,229.52,5.94,235.46,84.0,106.3,,,,,,0.0,2.22,0.26,0.0,0.0,,,,,,5.12,4.99,0.0,1.21,0.91,6,2003,,42.80769230769231,11.13
2003-09-30,271.23,20.380000000000003,0.452745160266582,0.7499999999999999,51.099999999999994,28.48,30.499999999999996,14.9,0.0,242.73999999999998,26.09,135.0,158.7,113.83,418.17,23.21,494.93,0.35,131.36,2.54,276.66,5.35,282.01,110.0,211.19,62.8,-12.86,76.17,2.02,8.229243130520116,3.88,1.34,0.7,0.75,1.07,16.479923833703587,0.0,38.599758806728026,0.0,52.67366550301492,6.48,6.37,0.0,1.51,1.1,9,2003,33.760714285714286,45.01428571428572,31.51
2003-12-31,236.12000000000006,12.440000000000001,0.2604050056882822,0.04329107752315941,44.709999999999994,17.43,19.78000000000001,17.3,0.28,218.69000000000005,25.35,60.5,153.03,70.19,306.33,28.83,415.45,0.14,101.19,2.17,188.82,5.04,193.86,110.0,221.59,-36.17,-32.68000000000001,-5.659999999999997,2.3499999999999996,16.604903536977492,4.29,0.87,0.92,0.75,0.82,11.97863026166098,0.0,22.45144027303754,0.0,30.90894197952219,6.1,6.02,0.0,1.62,1.25,12,2003,2.0680900621118,47.77173913043478,43.95
2004-03-31,174.09,5.17,0.09,0.0,32.21,8.68,11.4,14.7,0.0,165.41,7.15,39.96,160.58,67.54,286.7,31.88,400.13,36.44,42.37,1.83,198.89,4.73,203.62,110.0,196.51,-49.46,-6.66,35.58,2.72,40.8325,4.11,1.04,0.09,0.0,0.0,5.16,0.0,10.52,0.0,17.24,3.02,2.97,0.0,1.44,1.1,3,2004,0.0,57.44444444444444,5.17
2004-06-30,109.53999999999999,-2.56,-0.04904214559386973,0.55,26.71,-0.41999999999999993,2.4000000000000004,10.8,0.88,109.96000000000001,51.77,17.68,121.84,148.11,306.56,32.06,420.41,68.71,82.9,12.44,222.04,4.41,226.45,110.0,193.96,-20.800000000000004,-2.83,1.3500000000000014,2.82,-55.0546875,3.06,1.17,0.05,0.55,11.0,-2.4324904214559386,-8.474482758620692,-5.296551724137932,-6.826666666666668,-16.321226053639847,0.93,0.92,0.0,1.38,0.71,6,2004,28.71,52.199999999999996,2.61
2004-09-30,322.32000000000005,23.54,0.43209177820267686,0.023009560229445513,60.78999999999999,30.07,33.209999999999994,9.6,0.0,292.26,-22.520000000000003,20.93,269.77,74.99,382.22,32.1,490.72,117.16,100.09,1.36,268.94,4.28,273.22,110.0,217.49,-43.22999999999999,-1.3100000000000005,47.79,3.1399999999999997,5.554375531011045,2.43,1.26,0.48,0.55,1.15,19.192076481835564,28.013950286806885,43.281193116634796,43.929330783938816,62.22121606118547,4.35,4.32,0.0,1.42,1.14,9,2004,1.253541666666667,54.479166666666664,26.15
2004-12-31,160.55999999999995,9.399999999999999,0.1692264416315049,0.010571964369432705,33.35000000000001,10.170000000000002,13.29,12.0,0.0,150.38,7.259999999999998,85.57,117.27,36.98,264.04,32.1,390.48,8.02,66.05,1.38,105.63,3.92,109.56,124.0,280.79,127.11,-7.25,-55.209999999999994,3.120000000000001,17.727726063829788,2.65,0.39,0.64,0.55,0.86,9.624753867791842,12.734289732770744,13.390042194092826,14.965963431786216,18.012039381153304,4.68,4.64,0.0,2.5,2.15,12,2004,0.5872395833333321,55.54687499999999,35.55
2005-03-31,110.42,-9.66,-0.16,0.0,21.69,-9.62,-6.47,13.7,0.0,120.03,-14.02,30.48,95.68,59.91,215.47,36.36,373.35,0.01,54.81,1.41,128.42,3.56,131.98,124.0,241.36,-15.21,-31.48,-8.39,3.15,-21.4075,3.52,0.55,-0.16,0.0,0.0,-10.36,-9.960000000000003,-15.999999999999998,-17.64,-15.72,-9.14,-8.75,0.0,1.68,1.21,3,2005,0.0,60.375,-9.66
2005-06-30,206.87,-3.1400000000000006,-0.04906250000000001,0.48,33.97,-2.630000000000001,1.7699999999999996,11.9,0.0,209.51000000000002,-3.3599999999999994,76.16,169.31,134.16,438.9,43.31,572.83,100.11,170.8,4.08,328.08,1.04,329.12,129.49,243.71,-47.6,18.630000000000003,74.64,4.4,-60.636942675159226,3.16,1.35,-0.2,0.48,-2.4,-2.1881875,-2.4236875,-5.151562500000001,-5.7403125,-4.916062500000001,-4.11,-4.03,0.0,1.34,0.93,6,2005,30.72,64.0,-12.8
2005-09-30,407.59,20.96,0.333921568627451,-0.009411764705882389,61.55,28.43,31.97,12.2,0.0,379.16,27.79,39.65,355.1,112.88,578.65,47.74,741.39,256.7,148.83,1.21,475.42,1.3,476.72,129.49,264.67,-170.82,-17.32,151.63,3.54,9.134255725190839,2.98,1.8,0.13,0.48,3.69,11.301960784313728,27.021960784313723,31.64549019607843,34.7278431372549,62.469019607843144,1.14,1.13,0.0,1.22,0.98,9,2005,-0.5907692307692329,62.76923076923077,8.16
2005-12-31,294.11,-2.95,-0.04529750479846449,0.01736305920566959,37.030000000000015,1.5700000000000003,6.27,11.0,0.0,292.53999999999996,-0.6500000000000004,22.99,246.77,237.98,569.05,46.4,741.74,134.64,201.3,0.94,478.85,1.17,480.02,129.49,261.72,61.099999999999994,-0.2699999999999996,-77.49000000000001,4.699999999999999,-60.70974576271186,2.72,1.83,0.08,0.48,6.0,-1.585412667946257,-7.111708253358927,-4.507101727447217,-4.348560460652592,-15.287907869481767,0.52,0.51,0.0,1.19,0.69,12,2005,1.130769230769232,65.125,5.21
2006-03-31,505.98,44.55,0.69,0.0,95.65,59.0,62.8,13.6,0.0,446.97,51.33,10.12,445.3,194.9,700.41,43.53,878.62,188.82,258.72,0.6,547.04,29.83,576.88,129.49,301.75,-38.35,-14.69,40.17,3.8,4.9275,2.92,1.91,0.69,0.0,0.0,20.28,37.72,59.04,65.64,71.16,8.95,8.8,0.0,1.28,0.92,3,2006,0.0,64.56521739130434,44.55
2006-06-30,304.76,19.18,0.29493801977090855,0.07,46.0,28.5,32.28,13.3,0.0,276.26,5.600000000000001,83.59,473.62,178.86,792.65,42.57,962.47,191.83,268.54,16.86,603.31,38.25,641.55,129.49,320.92,46.74,-0.40000000000000036,27.14,3.7800000000000002,11.272368352450469,2.68,2.0,0.98,0.07,0.07,7.969345677075161,13.723646634238193,23.908037031225483,27.17041267848737,29.325265965793193,8.18,7.86,0.0,1.31,1.02,6,2006,4.552142857142857,65.03061224489795,63.73
2006-09-30,348.6500000000001,20.95000000000001,0.32409659896079374,-0.0004216715028004606,58.29999999999998,27.299999999999997,31.64,14.1,0.0,321.3699999999999,26.130000000000003,42.11,429.0,157.24,685.08,40.02,865.05,128.83,216.97,16.82,490.44,32.74,523.18,129.49,341.87,44.47,-10.7,-75.27,4.34,10.872992840095462,2.67,1.53,1.31,0.07,0.05,9.688261691072276,14.141497401983944,24.512588568729345,27.62985356636751,30.33148323098726,7.52,7.3,0.0,1.4,1.08,9,2006,-0.027257360959651145,64.6412213740458,84.68
2006-12-31,276.75,-22.35000000000001,-0.3442323118883364,0.600308197074669,35.5,-21.36999999999999,-17.159999999999997,15.0,0.0,298.1100000000001,-27.150000000000006,11.19,396.41,200.79,659.88,36.61,912.29,153.71,266.11,16.14,626.34,5.27,631.61,129.49,280.68,33.040000000000006,-57.71,-6.239999999999999,4.209999999999999,-10.897291946308721,3.46,2.25,0.96,0.67,0.7,-9.79627787582224,-16.207604684742506,-31.855831862666466,-32.960243863308214,-46.8586234557998,4.46,4.34,0.0,1.05,0.73,12,2006,38.97626033715012,64.92708333333333,62.33
2007-03-31,150.2,-21.31,-0.33,0.0,18.94,-16.88,-13.4,12.5,0.0,167.08,-24.12,7.85,344.17,208.09,616.08,32.49,851.79,210.2,189.72,14.48,589.44,2.98,592.42,129.49,259.37,-61.05,10.2,47.52,3.48,-9.47,3.12,2.28,-0.33,0.0,0.0,-10.0,-7.800000000000001,-32.88,-30.4,-25.72,-14.93,-14.19,0.0,1.05,0.69,3,2007,0.0,64.57575757575756,-21.31
