,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2012-06-30,,,,,,,,,,,151.39,21.36,0.0,316.81,26.87,5356.12,5.85,682.47,728.1,1614.39,2487.09,4101.48,380.6,1254.64,,,,,,0.0,3.27,0.46,0.0,0.0,,,,,,8.83,8.75,0.2,0.2,6,2012,,377.6086956521739,173.7
2012-09-30,95.5,14.939999999999998,0.03959923664122137,0.0,56.31999999999999,54.39000000000004,74.52000000000004,,41.100000000000136,42.629999999999995,108.55,16.43,0.0,1487.09,27.42,6271.42,6.31,837.86,713.8,2426.78,2559.0,4985.78,380.6,1285.64,1.2999999999999545,-759.44,715.29,20.130000000000003,0.0,0.0,3.88,0.5,0.0,0.0,0.9535496183206106,0.0,4.64736641221374,0.0,2.7561068702290075,9.2,9.06,0.61,0.61,9,2012,0.0,377.28,188.64
2012-12-31,132.32999999999993,24.650000000000006,0.06125228562051668,0.0,76.91000000000003,67.85999999999996,97.25,36.5,64.47000000000003,53.94999999999999,1095.4,20.69,0.0,3430.53,26.23,8297.51,4.32,645.4,986.08,2385.89,2869.63,5255.53,510.0,3041.98,-1713.47,345.5,2238.31,29.39,148.9785223123732,6.12,1.73,0.53,0.0,0.0,1.1880632003375688,0.0,3.240592620376015,0.0,3.143513526185007,9.83,9.64,1.44,1.44,12,2012,0.0,402.4339622641509,213.29
2013-03-31,2164.49,121.91,0.2,0.1,180.4,181.49,213.11,53.25,1983.0,159.9,97.91,18.48,0.0,2177.38,30.23,7215.31,200.0,748.31,89.58,2655.1,1576.44,4231.54,510.0,2983.77,-36.6,463.32,-1307.55,31.62,66.5625,9.1,1.42,0.2,0.1,0.5,6.76,0.0,16.36,0.0,15.92,5.69,5.63,0.82,0.82,3,2013,60.955,609.55,121.91
2013-06-30,125.42000000000007,22.189999999999998,0.03695766828591256,0.01847883414295628,72.22999999999999,60.620000000000005,86.32,46.75,64.79999999999995,41.71000000000001,83.63,17.93,0.0,1851.8,30.22,8678.33,0.0,1217.83,132.14,3050.13,2690.29,5740.42,612.0,2937.91,-94.16,-939.56,1019.4499999999999,25.7,316.23748310049575,9.74,1.95,0.24,0.12,0.51,1.022495489243581,2.1250659264399725,3.018209576682859,4.2316530187369885,2.6486328938237333,6.41,6.29,0.61,0.61,6,2013,11.094999999999999,600.4166666666666,144.1
2013-09-30,157.78999999999996,29.849999999999994,0.03260419660822075,0.10130209830411036,95.14999999999998,79.20999999999998,112.90999999999997,41.0,78.58000000000015,61.360000000000014,183.17,59.51,0.0,3609.39,36.53,12005.88,798.49,1423.74,78.93,3973.04,5111.33,9084.37,917.99,2921.51,338.41999999999996,-3298.54,3063.98,33.699999999999996,314.37747487437184,12.88,3.11,0.19,0.18,0.94,0.9952860017246334,2.4161425697039376,4.084104627766599,5.676562230526012,2.7456165564817474,7.28,7.11,0.91,0.91,9,2013,92.74473684210524,915.5263157894736,173.95
2013-12-31,4721.27,1289.51,1.4010091837153047,0.0009560687829203771,1596.91,1573.8700000000001,1620.2900000000002,28.0,3147.3999999999996,1549.96,319.82,48.25,0.0,3331.82,43.44,11048.86,198.69,1123.15,91.15,2529.75,4365.31,6895.06,917.99,4153.79,5.990000000000009,2022.1000000000001,-1891.44,46.42,4.9963805243852315,6.19,1.66,1.59,0.18,0.11,46.7003061238435,69.0459620351769,124.16994601834008,143.37875117871346,78.42126877400133,20.65,20.41,1.32,1.32,12,2013,0.8799801390268271,920.4150943396227,1463.46
2014-03-31,148.66,31.72,0.030000000000000002,0.0,78.8,80.89,110.32,31.25,67.77,50.93,77.21,32.79,0.0,3280.49,48.61,11580.13,198.67,1210.94,177.09,2718.43,4688.05,7406.48,917.99,4173.65,-58.44,-671.25,487.08,29.43,260.4175,6.87,1.77,0.03,0.0,0.0,1.08,3.44,3.04,3.56,3.64,27.35,21.34,1.21,1.21,3,2014,0.0,1057.3333333333333,31.72
2014-06-30,152.47,27.990000000000002,0.02812594205325741,0.71,84.7,79.39999999999999,110.91,32.75,73.07000000000001,50.50000000000001,483.54,36.91,0.0,3663.49,47.83,13255.39,792.58,1015.72,126.55,2836.48,6874.6,9711.08,963.89,3544.3,66.92999999999999,-1700.9,2040.31,31.509999999999998,291.0995828867453,8.91,2.74,0.06,0.71,11.83,0.8437782615977224,2.7375916931837216,3.15010550996483,3.450115558532909,2.887596717467761,25.15,19.83,1.29,1.29,6,2014,706.5683333333334,995.1666666666667,59.71
2014-09-30,179.92000000000002,5.240000000000002,0.005647421093148579,-0.05150551706440866,85.94999999999999,85.67000000000002,134.45000000000002,39.25,94.25,51.44,98.27,93.77,0.0,3941.82,58.76,16628.02,1546.03,629.62,702.94,3771.62,9272.06,13043.68,963.89,3584.34,-22.22,-4019.11,3656.0499999999997,48.78,1737.505462786259,10.55,3.64,0.07,0.71,10.14,0.12585681293302545,0.5550608160123174,0.5841046959199386,0.6454195535026945,0.6163756735950733,17.0,13.5,1.05,1.05,9,2014,-47.78976190476203,927.8571428571428,64.95
