,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2015-09-30,,,,,,,,,,,527.53,82.32,5506.28,147.77,76252.01,4994.6,2018.14,3093.04,12210.39,34811.14,47021.53,15285.0,29029.51,,,,,,0.0,1.62,0.11,0.0,0.0,,,,,,19.01,18.15,,0.45,0.45,9,2015,,15093.636363636364,1660.3
2015-12-31,4417.41,989.4399999999998,0.06347973763463585,0.0,4492.62,2142.2299999999996,5477.7699999999995,,2275.1900000000005,5160.02,4483.38,84.63,5869.26,154.37,78120.03,22410.0,2579.55,1619.92,27314.72,21675.28,48990.0,15285.0,29043.59,,,,,0.0,0.0,1.69,0.17,0.0,0.0,5.063442601915659,0.0,13.622004875950092,0.0,15.74297493338969,22.57,19.53,6.63,0.21,0.21,12,2015,0.0,15586.705882352939,2649.74
2016-03-31,3152.14,702.1,0.05,0.0,2325.49,1142.07,1987.94,5.55,2010.07,2118.94,1696.52,82.52,4296.06,169.82,77677.27,22410.0,1946.31,1662.86,26740.32,21119.06,47859.38,15285.0,29731.69,1167.56,-3998.33,43.91,845.87,27.75,2.85,1.61,0.05,0.0,0.0,3.6,0.0,9.44,0.0,8.96,23.2,22.27,7.84,0.16,0.16,3,2016,0.0,14042.0,702.1
2016-06-30,3045.8700000000003,504.38,0.03344473178171209,0.07,2252.3200000000006,1097.0000000000002,1914.08,6.9,1948.8700000000001,2065.0399999999995,4272.98,98.55,6936.96,253.36,81252.52,14402.4,1467.93,2556.27,19045.8,33038.15,52083.95,15285.0,29080.04,882.04,-1757.5,3451.9300000000003,817.08,51.57762996153694,3.63,1.79,0.08,0.07,0.88,2.4749101518466947,0.0,6.939781844705259,0.0,6.020051720708176,20.29,19.47,8.89,0.36,0.36,6,2016,1055.67,15081.0,1206.48
2016-09-30,3577.459999999999,807.74,0.05213243836323738,0.051865883567832706,2554.4799999999996,1278.52,2179.4500000000003,6.9,2298.94,2279.4500000000007,858.29,1477.35,6534.8,344.13,80682.71,14394.5,1479.25,2501.93,18968.65,32461.77,51430.42,15285.0,29160.3,193.67000000000007,-2549.620000000001,-1058.75,900.9300000000001,33.090721519300764,3.62,1.76,0.13,0.12,0.92,4.010187566402875,7.186256118993954,11.084158433537548,11.10019918380316,9.143227651398556,21.48,20.6,5.89,0.34,0.34,9,2016,803.6099999999999,15494.0,2014.22
2016-12-31,3805.2700000000004,591.6299999999999,0.03859665752057869,-0.0012953930579273644,2485.21,1104.3199999999997,1962.9499999999998,7.45,2700.95,2171.3500000000004,777.0,1614.56,9219.29,340.73,82785.56,4715.78,819.41,3568.68,9557.76,43445.1,53002.86,15285.0,29689.25,1602.06,-3357.7999999999993,1674.46,858.6300000000001,48.25158756317293,3.84,1.79,0.17,0.12,0.71,2.860693439760538,5.212819156896981,7.9736153654277855,8.055349463706658,5.7304684459965065,19.89,19.19,4.27,0.96,0.96,12,2016,-19.856470588235425,15328.529411764704,2605.85
2017-03-31,3842.04,702.31,0.05,0.0,2556.79,1255.8,2177.9,7.6,2586.24,2344.0,2410.24,1570.14,10080.49,341.31,83302.8,4716.13,1394.78,3685.43,10130.49,42665.9,52796.39,15285.0,30410.89,1576.89,181.71,-125.36,922.1,38.0,3.82,1.74,0.05,0.0,0.0,3.36,6.24,9.24,9.36,6.88,18.82,18.28,10.02,1.0,1.0,3,2017,0.0,14046.199999999999,702.31
2017-06-30,3828.5,722.6100000000001,0.045641088622519164,0.06,2263.5,1267.2900000000002,2109.2000000000003,7.45,2561.2,2038.87,628.66,1407.82,5344.94,342.84,81492.75,4036.48,1301.32,3751.87,9499.97,41683.2,51183.18,15285.0,30209.09,2261.26,-824.22,-3218.62,841.91,40.808623462171845,3.77,1.69,0.09,0.06,0.67,3.5498624484181573,6.288327765769307,9.574486146590687,9.757050501080762,7.099724896836315,19.16,18.58,3.38,0.56,0.56,6,2017,949.9466666666667,15832.444444444445,1424.92
2017-09-30,4064.4399999999996,939.96,0.05961993843239403,0.05974662562159602,2599.24,1508.81,2397.4299999999994,8.05,2555.6400000000003,2380.4800000000005,4289.44,410.5,9624.3,357.57,100530.8,4036.83,1679.99,6494.36,13009.35,57191.75,70201.11,15285.0,30223.19,1600.65,-2107.6400000000003,4167.78,888.6200000000001,33.757582663092045,4.07,2.32,0.15,0.12,0.8,3.7361828084300264,7.074899360644092,12.432744494435235,12.655325597916173,7.329277764622306,20.86,20.15,4.72,0.74,0.74,9,2017,941.9573333333335,15765.866666666669,2364.88
