,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,43.09,1.98,0.07,0.0,3.05,2.73,2.62,0.63,0.0,40.36,-5.78,2.81,5.65,7.76,25.27,83.0,813.18,64.43,6.41,4.37,111.93,4.52,116.45,300.0,583.75,-2.88,-0.64,3.06,-0.11,2.26,0.33,0.2,0.07,0.96,0.0,1.36,0.0,1.56,5.74,4.6,0.0,0.23,0.16,3,2000,0.0,28.28571428571428,1.98
2000-06-30,27.00999999999999,-2.88,-0.09599999999999999,0.0,1.75,-2.12,-2.5300000000000002,0.63,0.0,29.129999999999995,-5.180000000000001,3.49,5.73,6.71,24.59,94.81,814.52,60.59,6.8,4.11,117.39,4.28,121.67,300.0,580.87,0.10000000000000009,-1.5099999999999998,2.19,-0.41000000000000003,-1.6484375000000002,0.33,0.21,-0.03,-1.408,0.0,-1.92,0.0,1.152,-1.54,-1.28,0.0,0.21,0.15,6,2000,0.0,30.000000000000004,-0.9
2000-09-30,45.02000000000001,-3.52,-0.11945701357466063,0.0,4.45,-2.36,-2.31,0.63,0.0,47.38000000000001,-5.379999999999999,2.57,3.36,6.94,21.63,92.92,814.5,68.49,6.95,4.23,121.73,4.29,126.02,300.0,577.35,0.18999999999999995,-2.0100000000000002,1.42,0.050000000000000044,-1.3247443181818181,0.33,0.22,-0.15,-1.7201809954751133,0.0,-2.4528506787330318,0.0,-0.7963800904977376,-4.41,-3.84,0.0,0.18,0.12,9,2000,0.0,29.46666666666667,-4.42
2000-12-31,26.25,-7.43,-0.24453164556962026,0.0,-0.5800000000000001,-5.47,-4.85,0.63,0.0,31.710000000000008,-7.32,2.45,1.01,6.55,18.98,77.39,812.26,69.72,4.55,4.43,127.78,4.01,131.79,300.0,569.92,-8.64,-0.9799999999999995,9.51,0.62,-0.64592866756393,0.33,0.23,-0.39,-3.661704641350211,0.0,-5.2166751054852325,0.0,-2.6334177215189873,-9.51,-8.38,0.0,0.15,0.1,12,2000,0.0,30.384615384615383,-11.85
2001-03-31,33.49,-5.01,-0.17,0.0,4.4,-3.07,-1.08,0.63,0.0,36.56,-4.21,2.95,3.37,9.02,25.45,90.82,819.77,66.18,5.76,3.71,133.58,10.81,144.39,300.0,564.91,-7.42,-3.03,10.94,1.99,-0.93,0.34,0.26,-0.17,-2.44,-1.52,-3.56,-3.48,-1.7999999999999998,-15.53,-14.96,0.0,0.19,0.12,3,2001,0.0,29.470588235294116,-5.01
2001-06-30,34.32999999999999,-5.790000000000001,-0.18763888888888888,0.0,1.4699999999999998,-5.17,-3.2199999999999998,0.63,0.0,39.489999999999995,-6.420000000000001,12.96,1.84,10.79,34.95,78.06,831.59,17.08,3.7,3.96,63.9,60.36,124.27,355.63,596.95,-5.43,-4.27,19.72,1.95,-0.844041450777202,0.38,0.21,-0.35,-2.787777777777778,-2.144444444444445,-3.8814444444444454,-3.924333333333334,-2.294555555555556,-16.55,-15.92,0.0,0.55,0.38,6,2001,0.0,30.85714285714286,-10.8
2001-09-30,23.430000000000007,-9.579999999999998,-0.29144259077526985,0.0,0.29000000000000004,-7.950000000000001,-5.81,0.63,0.0,31.39,-8.74,3.9,4.83,12.03,30.02,76.45,827.34,4.48,2.68,3.72,52.45,77.22,129.67,355.63,587.37,-10.53,-2.660000000000001,4.290000000000003,2.14,-0.5424739039665971,0.38,0.22,-0.62,-4.625475956820412,-3.70414131501472,-6.5245534838076535,-6.580961727183513,-3.9297742885181544,-23.21,-22.33,0.0,0.57,0.34,9,2001,0.0,32.87096774193548,-20.38
2001-12-31,25.599999999999994,-7.66,-0.229472182596291,0.0,0.5999999999999996,-6.349999999999998,-3.99,0.63,0.0,31.960000000000008,-7.009999999999998,26.54,5.53,9.2,50.83,82.26,860.27,4.46,3.77,4.11,65.07,80.19,145.26,379.87,603.94,-5.449999999999999,-13.849999999999998,41.95,2.3599999999999994,-0.6863577023498695,0.4,0.24,-0.84,-3.5622824536376605,-2.950356633380885,-5.070242510699002,-5.223223965763196,-3.092410841654779,-24.89,-24.0,0.0,0.78,0.64,12,2001,0.0,33.38095238095238,-28.04
2002-03-31,15.92,-6.92,-0.18,0.0,3.15,-5.25,-2.84,0.63,0.0,21.17,-5.56,1.66,8.87,8.14,29.08,80.62,838.61,4.93,1.72,4.51,50.55,80.03,130.57,391.28,597.03,-8.13,-3.14,-13.61,2.41,-0.88,0.41,0.22,-0.18,-3.32,-2.52,-4.64,-4.76,-2.68,-44.59,-43.47,0.0,0.58,0.41,3,2002,0.0,38.44444444444444,-6.92
2002-06-30,37.91,6.52,-0.0,-0.0,4.640000000000001,8.08,10.61,0.63,0.0,29.83,-4.090000000000001,2.46,8.53,11.97,34.39,78.53,842.06,4.15,3.06,4.28,44.0,79.55,123.55,397.18,607.56,-7.859999999999999,6.84,1.83,2.5300000000000002,-0.0,0.41,0.2,0.0,3.26,-22.168,4.564,4.564,-22.819999999999997,-0.97,-0.74,0.0,0.78,0.51,6,2002,0.0,-inf,-0.4
