,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,199.08,8.69,1.45,0.0,92.84,16.48,21.89,15.25,0.0,182.6,18.18,31.36,225.45,85.37,359.64,101.23,478.38,62.71,100.82,28.3,208.97,148.09,357.06,60.0,121.32,45.56,-0.87,-39.58,5.41,2.63,7.54,2.94,1.45,0.0,0.0,7.28,0.0,28.64,0.0,24.479999999999997,4.37,4.37,1.72,1.31,3,2000,0.0,5.993103448275862,8.69
2000-06-30,182.85999999999999,3.76,0.6281767068273093,1.5,86.88999999999999,11.239999999999998,13.11,18.5,0.0,171.62000000000003,10.330000000000002,42.63,209.24,101.62,372.22,100.04,488.57,59.77,114.59,25.3,229.22,143.26,372.48,60.0,116.08,30.629999999999995,0.42,-19.770000000000003,1.87,7.3590757978723405,9.56,3.21,2.08,1.5,0.72,3.080481927710843,0.0,12.962184738955823,0.0,12.91386345381526,3.28,3.26,1.62,1.18,6,2000,8.978365384615383,5.9855769230769225,12.45
2000-09-30,194.15000000000003,3.650000000000002,0.6075776397515531,0.005464644051600686,91.94000000000003,12.130000000000003,13.590000000000003,19.0,0.0,182.01,11.760000000000002,30.27,211.36,114.34,376.83,92.54,485.71,58.39,113.25,21.76,227.87,138.98,366.84,60.0,118.87,-2.819999999999993,-0.34,-9.199999999999996,1.46,7.818424657534242,9.59,3.09,2.68,1.5,0.56,3.0016149068322995,0.0,12.278509316770192,0.0,14.019627329192554,2.81,2.79,1.65,1.15,9,2000,0.03282864523536233,6.007462686567164,16.1
2000-12-31,227.70999999999992,10.61,1.7676712841632347,-0.0013033857295327099,98.83999999999997,17.04,19.599999999999994,29.0,0.0,210.66999999999996,30.43999999999999,51.21,201.59,104.92,383.58,85.4,477.98,138.56,115.47,16.94,313.49,35.0,348.5,60.0,129.48,50.379999999999995,-0.8300000000000001,-28.63000000000001,2.5600000000000005,4.103421300659756,13.44,2.69,4.45,1.5,0.34,8.88205166604268,0.0,32.77937850992137,0.0,54.96067390490453,3.36,3.32,1.22,0.89,12,2000,-0.007823243333891838,6.002247191011236,26.71
2001-03-31,220.2,12.06,2.01,0.0,105.21,22.13,24.75,29.0,0.0,198.07,20.13,32.7,195.66,97.32,334.35,83.34,448.28,108.12,100.47,15.11,268.69,35.0,303.69,60.0,144.59,17.65,-0.89,-35.27,2.62,3.6075,12.03,2.1,2.01,0.0,0.0,10.76,19.12,33.36,36.28,49.28,5.54,5.48,1.24,0.88,3,2001,0.0,6.000000000000001,12.06
2001-06-30,206.63,6.869999999999999,1.1468145800316958,2.5,100.60000000000001,12.739999999999998,15.54,31.25,0.0,193.89,14.779999999999998,19.85,188.42,105.89,321.82,81.58,439.18,93.74,105.87,13.29,262.5,35.0,297.51,60.0,141.67,24.68,-3.32,-34.21,2.8,6.812871179039302,13.23,2.1,3.16,2.5,0.79,6.256671949286845,10.916513470681455,19.394231378763866,21.32494453248811,28.65584786053882,4.49,4.44,1.23,0.82,6,2001,14.976265822784809,5.990506329113924,18.93
2001-09-30,240.15000000000003,16.68,2.777657961246841,0.006058513644652699,116.61000000000001,27.25,30.009999999999998,33.0,0.0,212.90000000000003,27.270000000000003,24.1,217.7,113.66,364.05,80.49,483.39,91.54,127.74,12.0,287.08,35.0,322.09,60.0,161.3,12.399999999999999,-1.67,-6.469999999999999,2.76,2.9675,12.28,2.0,5.93,2.5,0.42,13.80866048862679,24.01994945240101,41.36977253580455,47.627700084246,59.2816849199663,5.38,5.34,1.27,0.87,9,2001,0.036381732021261826,6.0050590219224285,35.61
2001-12-31,217.16999999999996,15.469999999999999,2.5773238057948316,-0.0011282437627183875,100.80000000000001,25.1,27.870000000000005,36.0,0.0,192.08000000000004,26.970000000000006,32.18,200.32,127.6,368.65,78.7,489.52,113.56,127.05,0.0,296.81,12.0,308.82,60.0,180.7,26.250000000000007,-17.19,-0.9899999999999949,2.7699999999999996,3.491732385261798,11.95,1.71,8.51,2.5,0.29,12.635246671887236,21.84213782302271,34.24721221613156,39.90460454189506,54.829459671104146,5.82,5.78,1.24,0.81,12,2001,-0.0067721141480205915,6.00235017626322,51.08
2002-03-31,241.74,18.27,3.05,0.0,116.55,27.22,29.89,51.0,0.0,214.52,27.13,28.29,194.33,117.6,348.29,49.09,465.04,105.39,98.78,0.0,275.22,14.0,289.22,60.0,175.81,4.93,-0.74,-8.08,2.67,4.18,17.41,1.65,3.05,0.0,0.0,15.72,23.84,41.56,45.6,57.36,7.57,7.56,1.27,0.84,3,2002,0.0,5.99016393442623,18.27
2002-06-30,234.26999999999998,14.940000000000001,2.492249322493225,3.5,116.33,19.85,22.58,62.5,0.0,214.42,20.55,31.67,186.48,108.0,334.84,47.58,450.4,93.16,105.38,0.0,247.26,12.0,259.26,60.0,191.14,37.55,-0.8300000000000001,-33.34,2.7300000000000004,6.268554216867469,19.62,1.36,5.54,3.5,0.63,13.262005420054201,19.03826558265583,31.256585365853667,35.91718157181572,41.69344173441735,7.01,6.98,1.35,0.92,6,2002,20.981046931407942,5.994584837545126,33.21
2002-09-30,246.29999999999995,19.9,3.316042176614573,0.0038172595940447244,125.14999999999998,27.990000000000002,30.83,70.0,0.0,218.32,28.110000000000007,44.98,183.49,110.36,347.63,50.81,472.24,71.02,114.57,0.0,244.63,12.0,256.63,60.0,215.61,41.07,-5.6499999999999995,-22.11,2.84,5.277639447236181,19.48,1.19,8.85,3.5,0.4,16.86123140651478,23.54577292411975,36.91485595932969,42.23551120316324,49.429636603276215,7.38,7.35,1.42,0.97,9,2002,0.022907870851945233,6.001129943502825,53.11
