,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,75.72,-90.09,-4.5,0.0,-36.05,-41.14,-27.14,0.11,0.0,116.85,-55.66,39.4,252.48,74.37,430.67,428.17,1056.87,873.03,233.72,18.97,2565.56,233.2,2798.77,200.0,-1741.89,20.77,-1.42,-55.06,14.0,-0.005,-0.01,-1.61,-4.5,-34.08,0.0,20.68,0.0,10.92,-147.23,-118.98,0.0,0.17,0.14,3,2000,0.0,20.02,-90.09
2000-06-30,60.650000000000006,-146.77,-7.336641053787047,0.0,-4.670000000000002,-89.80999999999999,-76.27,0.11,0.0,150.46,-32.620000000000005,46.64,268.45,69.17,435.92,412.27,1028.42,908.24,240.67,17.16,2682.08,235.69,2917.77,200.0,-1885.36,-30.6,11.62,23.76,13.54,-0.004034543844109832,-0.01,-1.55,-11.84,-57.08204171240396,0.0,31.131152579582878,0.0,19.63047200878156,-174.62,-173.69,0.0,0.16,0.14,6,2000,0.0,20.00506756756757,-236.86
2000-09-30,58.889999999999986,-260.27,-13.010096956530486,0.0,3.4499999999999957,-200.97000000000003,-188.41,0.11,0.0,259.86999999999995,-144.21,12.49,189.75,64.5,317.29,398.91,901.78,924.55,243.13,14.15,2755.7,290.28,3045.98,200.0,-2139.85,-19.310000000000002,-6.77,-14.84,12.560000000000002,-0.0,-0.01,-1.42,-24.85,-115.4521762919156,0.0,48.64781525959004,0.0,37.48583267958079,-253.57,-254.6,0.0,0.12,0.09,9,2000,0.0,20.005231388329978,-497.13
2000-12-31,111.32,-184.28999999999996,-9.214229550057233,0.0,-14.649999999999999,-139.81,-118.23000000000002,0.11,0.0,251.1400000000001,-147.3,13.19,36.84,54.24,143.43,315.48,618.69,922.77,227.87,1.59,2813.73,141.82,2955.56,200.0,-2331.65,7.02,1.3900000000000001,-8.560000000000002,21.58,-0.0,-0.01,-1.27,-34.07,-119.14942678524257,0.0,31.610189310557363,0.0,23.24787708021484,-285.47,-222.26,0.0,0.05,0.03,12,2000,0.0,20.000587026709713,-681.42
2001-03-31,45.46,-73.8,-3.69,0.0,-12.96,-18.3,-8.03,0.11,0.0,63.77,-23.68,7.18,40.54,51.65,139.36,304.01,600.96,939.94,229.68,9.87,2877.92,133.5,3011.43,200.0,-2405.07,-7.08,-1.03,2.38,10.27,-0.007500000000000001,-0.01,-1.25,-3.69,-49.12,-8.84,12.28,14.24,3.2,-184.09,-162.34,0.0,0.05,0.03,3,2001,0.0,20.0,-73.8
2001-06-30,38.160000000000004,-99.61999999999999,-4.980425556452543,0.0,-14.899999999999999,-46.519999999999996,-40.01,0.11,0.0,84.66999999999999,-25.200000000000003,8.55,50.1,46.41,134.2,293.74,581.4,945.03,219.61,10.04,2958.39,133.4,3091.79,200.0,-2504.81,-1.8800000000000008,3.3099999999999996,0.6699999999999999,6.510000000000002,-0.0043520377434250156,-0.01,-1.23,-8.67,-68.54260408257409,-18.497082228116714,15.900597393610886,18.152416099642487,6.272923538230885,-193.96,-207.39,0.0,0.05,0.03,6,2001,0.0,20.00230680507497,-173.42
2001-09-30,39.91,-104.09,-5.206187885121258,0.0,-24.1,-51.57000000000001,-43.220000000000006,0.11,0.0,91.47999999999999,-49.68,6.02,30.02,44.86,105.34,283.54,542.24,935.41,219.97,9.92,3009.69,147.08,3156.77,200.0,-2608.75,-1.8599999999999994,-0.5399999999999998,-1.3099999999999998,8.349999999999998,-0.006665145547122682,-0.01,-1.21,-13.88,-76.78752044971354,-24.18551835969875,15.963642391265182,17.539001837771615,7.081615797628914,-215.39,-224.65,0.0,0.04,0.02,9,2001,0.0,19.99351585014409,-277.51
2001-12-31,106.21000000000001,-2.3500000000000227,-0.11747480883298905,0.0,-10.170000000000002,46.510000000000005,54.260000000000005,0.11,0.0,59.70000000000002,-13.049999999999997,33.89,20.35,28.22,103.01,277.38,513.74,933.52,220.04,9.87,2977.18,153.4,3130.58,200.0,-2610.84,31.94,-4.35,0.1100000000000001,7.7500000000000036,-0.2977234042553163,-0.01,-1.2,-13.99,-1.8298863717573246,-0.4144786679053853,0.3600657471592974,0.38021868076895954,0.0953905524190676,-169.77,-121.82,0.0,0.03,0.03,12,2001,0.0,20.004288777698356,-279.86
2002-03-31,39.74,-50.35,-2.52,0.0,-4.74,-0.44,5.99,0.11,0.0,40.18,-17.86,4.89,13.98,27.32,66.51,269.72,470.2,924.95,218.99,9.73,2975.89,155.14,3131.03,200.0,-2660.83,-28.79,0.19,-0.41,6.43,-0.01,-0.01,-1.18,-2.52,-42.84,-0.32,7.5600000000000005,7.959999999999999,0.08,-245.61,-126.7,0.0,0.02,0.01,3,2002,0.0,19.98015873015873,-50.35
2002-06-30,35.74,-63.839999999999996,-3.192279534109817,0.0,-13.589999999999998,-13.700000000000001,-7.54,0.11,0.0,49.449999999999996,-9.16,1.94,23.2,24.43,68.77,261.46,464.9,899.31,217.86,9.31,3031.67,157.06,3188.73,200.0,-2723.83,-2.5199999999999996,-0.04000000000000001,-0.46,6.16,-0.00894345238095238,-0.01,-1.17,-5.71,-54.9228618968386,-6.037936772046589,9.369983361064893,9.77251247920133,1.2299500831946757,-293.32,-151.29,0.0,0.02,0.01,6,2002,0.0,19.998248686514884,-114.19
