,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-06-30,438.25,30.57,1.0201449438202248,0.00011149524632659344,0.0,40.999999999999986,156.06,2.75,0.0,320.80000000000007,0.0,17.84,0.0,0.0,1921.27,2231.1,0.0,0.0,0.0,0.0,0.0,1469.81,300.0,761.29,142.54,-189.12,51.86999999999999,115.05999999999997,0.6768891069676154,1.08,1.93,2.97,1.5,0.51,5.481991011235955,8.532121348314606,16.06127191011236,16.83067415730337,0.0,0.0,0.0,0.0,0.0,0.0,6,2002,0.003341103341099938,29.966329966329965,89.0
2002-09-30,454.46000000000004,26.659999999999997,0.8897423482621476,-0.00013012714032935673,0.0,34.78,155.29000000000002,2.63,0.0,349.06000000000006,0.0,14.52,0.0,0.0,1988.55,2338.01,0.0,0.0,0.0,0.0,0.0,1550.05,300.0,787.96,104.13999999999999,-177.05,69.59,120.50999999999999,0.7375168792198051,1.0,1.97,3.86,1.5,0.39,4.56396334082656,6.951976482794397,13.535147847138163,14.1713366764655,0.0,0.0,0.0,0.0,0.0,0.0,9,2002,-0.0038990945726666837,29.963730569948186,115.66
2002-12-31,-1280.51,-78.25,-2.61460839347768,-0.001790826480963829,0.0,-112.97,-442.03000000000003,2.8,0.0,-947.8400000000001,0.0,28.4,0.0,0.0,2031.21,2383.95,0.0,0.0,0.0,0.0,0.0,1558.58,300.0,825.37,-372.9,552.88,-169.43,-329.05999999999995,-0.267726517571885,1.02,1.89,1.25,1.5,1.2,-13.135792568831866,-19.32718524458701,-37.901363271852446,-39.90938251804331,-0.0,0.0,0.0,0.0,0.0,0.0,12,2002,-0.05359585492228547,29.927999999999997,37.41
2003-03-31,478.89,71.47,2.38,2.0,142.22,136.28,384.8,2.58,0.0,342.61,100.54,40.09,90.73,211.9,102.36,2929.43,767.21,77.82,400.0,1299.89,830.11,2130.0,300.0,799.42,255.84,-717.95,487.68,248.52,0.27,0.97,2.66,2.38,2.0,0.84,9.76,21.56,35.76,37.36,33.44,16.21,14.92,0.0,0.16,0.16,3,2003,60.05882352941177,30.029411764705884,71.47
2003-06-30,290.58000000000004,41.96000000000001,1.3982967468923566,-0.001431305132473508,88.52000000000001,81.69,240.39000000000004,3.68,0.0,208.89,66.71999999999998,38.59,80.29,229.07,109.35,3348.18,251.95,76.36,400.0,773.79,1733.01,2506.8,300.0,841.39,137.92,-519.19,379.78000000000003,158.70000000000002,0.6555475452812201,1.31,2.98,3.78,2.0,0.53,5.016112139645598,11.556293749448999,19.94607423080314,20.95225601692674,12.53288195362779,15.85,14.74,0.0,0.3,0.3,6,2003,-0.04295051353874868,30.00793650793651,113.43
2003-09-30,317.21000000000004,41.59,1.387048767900916,-0.001561498465123647,92.89999999999998,84.47999999999999,254.8599999999999,5.0,0.0,232.73000000000002,69.26000000000002,23.65,137.89,296.3,118.3,3637.95,403.08,131.17,0.0,608.32,2146.66,2754.98,300.0,882.98,268.96000000000004,-444.5899999999999,160.68000000000006,170.38,0.903879538350565,1.7,3.12,5.17,2.0,0.39,4.571626886853309,10.860296735905044,18.844546510127724,19.906966842988002,10.710055476712682,15.25,14.27,0.0,0.49,0.49,9,2003,-0.04682079150163787,29.98452611218569,155.02
2003-12-31,-721.7900000000001,-94.01000000000002,-3.1280167185707266,0.0046356988120980205,-222.32,-198.54999999999998,-593.28,5.15,0.0,-523.25,-171.79000000000002,52.15,153.89,342.57,117.82,3757.49,498.78,71.46,448.49,1104.15,1709.36,2813.51,300.0,943.99,-526.39,1478.2,-932.44,-394.73,-0.41209818104456963,1.64,2.98,2.03,2.0,0.99,-9.984999180462223,-20.832899524668093,-39.81672512702836,-42.52870021307984,-24.16123258482217,18.95,16.72,0.0,0.31,0.31,12,2003,0.139322159865074,30.054187192118228,61.01
2004-03-31,715.41,124.88,4.16,2.75,199.8,209.67,580.92,4.93,0.0,505.74,140.14,43.73,73.39,261.81,3404.25,3920.45,436.1,78.68,448.9,1054.95,1940.15,2995.1,300.0,925.36,358.43,-509.82,171.47,371.25,0.295,1.6,3.24,4.16,2.75,0.66,12.76,24.48,54.0,57.92,29.28,19.49,17.46,0.0,0.25,0.25,3,2004,82.55288461538461,30.019230769230766,124.88
2004-06-30,347.7900000000001,46.52000000000001,1.5497619603267214,-0.00015735795709528744,90.13999999999999,87.31000000000003,285.31000000000006,4.9,0.0,260.48,66.5,33.72,167.18,359.88,117.97,4049.73,377.48,72.13,809.3,1298.99,1778.87,3077.86,300.0,971.88,137.74,-285.97999999999996,138.23,198.0,0.7921539122957866,1.51,3.17,5.71,2.75,0.48,4.592289381563595,8.717750291715287,19.15082380396733,20.529596266044344,11.724994165694286,17.74,16.12,0.0,0.28,0.28,6,2004,-0.004723494543981133,30.01751313485114,171.4
2004-09-30,349.31999999999994,27.629999999999995,0.9203984323971259,0.00019188950824783658,93.78000000000003,68.00999999999999,277.8599999999999,4.85,0.0,281.30999999999995,61.05000000000001,23.2,64.88,263.52,116.46,4356.61,199.2,74.65,809.71,1165.44,2191.67,3357.1,300.0,999.51,232.58999999999997,-464.84000000000015,221.72999999999996,209.85000000000002,1.314620883098082,1.46,3.36,6.63,2.75,0.41,2.5376897955082147,5.069826659297593,11.055887052203184,11.74445058533889,6.35255388634879,15.24,14.09,0.0,0.23,0.23,9,2004,0.005760447786812506,30.019607843137255,199.03
2004-12-31,-1028.93,-148.62,-4.953017258480461,-0.0012515023863147207,-284.09000000000003,-264.05,-815.81,5.05,0.0,-764.88,-191.99,37.93,216.39,254.32,3990.24,4618.6,418.53,83.85,699.1,1296.66,2272.01,3568.68,300.0,1049.92,-522.49,899.7700000000001,-362.0999999999999,-551.76,-0.2552383595747544,1.44,3.4,1.68,2.75,1.64,-12.854259075580245,-28.420884745090266,-56.605911525490974,-59.67206506645507,-35.850410632810956,14.14,13.14,0.0,0.2,0.2,12,2004,-0.03755252100840778,30.00595238095238,50.41
2005-03-31,763.02,95.23,0.32,3.5,205.84,192.23,638.44,4.18,0.0,570.8,157.12,93.3,77.5,356.11,4082.36,4764.44,596.15,96.65,702.38,1489.63,2285.07,3774.7,300.0,989.74,483.68,-655.52,241.94,446.21,3.2649999999999997,1.27,3.81,0.32,3.5,10.94,8.0,17.72,38.48,39.8,23.48,13.14,12.48,0.0,0.24,0.24,3,2005,1041.578125,297.59375,95.23
2005-06-30,391.94000000000005,42.40999999999998,0.141736413833188,0.01899202630049286,99.83000000000001,86.58000000000001,320.3399999999999,3.92,0.0,305.36,75.41999999999999,91.9,90.71,377.09,4159.97,4869.41,1060.3,59.54,885.7,2074.27,1763.0,3837.26,300.0,1032.14,188.2,-293.75,104.14999999999998,233.76000000000005,6.9128318792737575,1.14,3.72,0.46,3.5,7.61,3.4879482708514957,7.703065969194999,16.441424004649807,16.934420226678288,12.287930834059862,12.47,11.92,0.0,0.18,0.18,6,2005,5.682744565217035,299.21739130434776,137.64
2005-09-30,413.02,44.20000000000002,0.14341179058512982,0.10204623271294559,97.24000000000001,91.56,336.6600000000001,3.1,0.0,321.43999999999994,73.03999999999999,145.51,91.66,436.66,4296.55,5077.12,513.49,172.92,889.05,1673.99,1988.54,3662.53,447.37,1414.59,412.85,-350.68000000000006,-8.560000000000002,245.10000000000002,5.399660633484161,0.98,2.59,0.59,3.5,5.93,3.480774307083151,7.63242410910691,12.49384073911131,14.642586889573257,10.578442586889578,12.15,11.6,0.0,0.26,0.26,9,2005,31.45099484156276,308.2033898305085,181.84
2005-12-31,-1143.2,-136.35,-0.2997362057595076,1.128683525155463,-295.05,-274.99,-959.07,3.04,0.0,-868.2099999999999,-227.07,31.23,98.12,305.69,4237.38,4885.41,83.21,96.64,539.33,831.82,2593.52,3425.33,447.37,1460.08,-827.44,1129.6200000000001,-538.77,-684.08,-2.5355628896222955,0.93,2.35,0.1,3.5,35.0,-11.150186854253683,-24.098790943064408,-37.407078478786545,-43.4018025939767,-28.175203341393715,11.19,10.71,0.0,0.37,0.37,12,2005,513.4381355932201,454.9,45.49
2006-03-31,839.43,88.55,0.2,0.22,215.52,191.33,665.43,2.74,0.0,648.09,162.58,125.24,99.18,401.18,4207.16,4943.77,259.52,45.06,880.24,1276.29,2262.76,3539.06,447.37,1404.72,493.74,-363.45,-150.56,474.1,3.4250000000000003,0.87,2.52,0.2,0.22,1.1,7.16,15.76,25.200000000000003,29.599999999999998,20.88,10.98,10.55,0.0,0.31,0.31,3,2006,97.40499999999999,442.74999999999994,88.55
2006-06-30,424.57000000000005,47.83,0.10521337439507258,0.00573471183457988,112.84,101.53,337.85,2.5,0.0,323.04999999999995,88.78999999999999,60.86,107.54,237.88,4218.37,4812.5,424.7,67.36,789.45,1363.89,1996.06,3359.95,447.37,1452.54,415.08000000000004,-245.22999999999996,-234.23000000000002,236.31999999999994,5.937933305456826,0.77,2.31,0.3,0.22,0.73,3.9700513271740725,8.48721220120252,13.172714474263088,15.40323801143863,11.910153981522217,11.21,10.79,0.0,0.17,0.17,6,2006,2.6070000000000135,454.6,136.38
2006-09-30,427.6700000000001,36.20000000000002,0.08180553945996064,-0.006009271062695526,94.33999999999997,89.00999999999999,329.44000000000005,2.7,0.0,338.65999999999997,68.18,73.23,125.99,264.37,4061.58,4677.99,219.57,68.25,1412.6,1796.2,1393.04,3189.24,447.37,1488.75,332.11,-76.22000000000003,-243.53000000000003,240.43000000000006,8.247607734806627,0.81,2.14,0.39,0.22,0.56,3.0960250318692792,6.5696140920153,9.724371306060961,9.976080658245456,11.117163054815162,10.65,10.2,0.0,0.15,0.15,9,2006,-2.659179487179472,442.51282051282055,172.58
2006-12-31,-1259.7800000000002,-100.34000000000002,-0.22223698781838325,0.004379135076809426,-324.53999999999996,-276.84000000000003,-990.4300000000001,2.82,0.0,-982.9399999999999,-249.12,33.06,127.74,241.85,4185.48,4820.37,261.53,58.6,1420.98,1863.28,1396.1,3259.38,447.37,1560.99,-969.5500000000001,350.01,651.6500000000001,-713.59,-3.1731891568666524,0.81,2.09,0.16,0.22,1.38,-8.333887043189371,-12.000797342192696,-25.723931339977856,-26.557320044296798,-19.723532668881507,18.27,16.73,0.0,0.13,0.13,12,2006,1.9771794871794555,451.49999999999994,72.24
2007-03-31,870.33,138.54,0.31,0.22,208.46,234.08,698.51,2.54,0.0,636.25,154.63,36.62,134.9,240.85,4030.2,4671.32,523.7,47.66,1278.39,1949.35,1193.1,3142.45,447.37,1528.87,508.74,-344.68,-200.66,464.43,2.0475,0.74,2.06,0.31,0.22,0.71,11.88,19.48,36.24,37.8,34.4,17.61,15.92,0.0,0.12,0.12,3,2007,98.31870967741935,446.9032258064516,138.54
2007-06-30,403.05000000000007,42.21000000000001,0.09341078838174276,0.002420559496720653,101.03,94.93999999999997,317.93000000000006,2.96,0.0,308.11,75.95000000000002,26.66,132.15,238.3,102.16,4575.2,434.21,75.05,824.18,1408.05,1596.07,3004.12,447.37,1571.08,274.01,-116.95999999999998,-167.01000000000002,222.98999999999995,7.921997157071782,0.84,1.91,0.4,0.22,0.55,3.689726141078839,6.548096265560166,10.742240663900416,11.171930290456435,9.705380912863072,15.47,14.19,0.0,0.17,0.17,6,2007,1.0937903225806451,451.875,180.75
2007-09-30,401.65999999999985,86.32,0.19392668588759499,-0.003340322761822719,96.94999999999999,71.75,300.8399999999999,2.94,0.0,329.91999999999996,61.94999999999996,47.06,151.21,312.14,4024.79,4853.5,881.07,59.73,199.85,1196.67,1999.44,3196.11,447.37,1657.4,137.87,-301.77,184.28000000000003,229.09000000000003,3.7900920991658946,0.79,1.93,0.6,0.22,0.37,7.110645149211817,10.87282285543116,20.827726064327702,21.952500842475754,14.169576515520276,17.15,15.94,0.0,0.26,0.26,9,2007,-1.4868333333333226,445.1166666666667,267.07
2007-12-31,-1254.55,-221.06,-0.480460769397957,0.0071643845540824225,-293.19,-307.15,-988.65,3.28,0.0,-947.41,-213.95,58.3,155.96,354.79,4269.43,5120.31,1004.63,56.47,599.55,1812.27,1604.63,3416.9,447.37,1703.41,-546.74,310.51,273.65999999999997,-681.5,-1.7066950149280735,0.86,2.01,0.1,0.22,2.2,-17.29658769832645,-36.130649858726365,-51.88976309497936,-54.19597478808954,-54.388159095848735,11.42,10.94,0.0,0.2,0.2,12,2007,3.2963333333333225,460.09999999999997,46.01
2008-03-31,846.23,91.02,0.2,0.35,231.94,190.57,661.81,2.76,0.0,655.66,167.21,46.96,158.74,335.83,4468.46,5329.82,779.4,99.7,399.72,1356.64,2381.34,3737.98,447.37,1591.84,709.71,-876.66,166.86,471.24,3.45,0.78,2.35,0.2,0.35,1.75,6.840000000000001,15.239999999999998,22.88,23.32,19.2,11.16,10.76,0.0,0.25,0.25,3,2008,159.28499999999997,455.09999999999997,91.02
2008-06-30,443.99,73.86999999999999,0.16575838437746376,-0.007422827339438422,110.51999999999998,112.87,352.7700000000001,2.66,0.0,331.12,77.51999999999998,47.36,166.34,350.93,4499.03,5425.24,836.78,75.73,899.37,1872.7,1886.82,3759.53,447.37,1665.71,277.93999999999994,-303.39,25.839999999999975,239.89999999999998,4.012315892784622,0.71,2.26,0.37,0.35,0.95,5.447626902783673,10.877333980229244,17.74062708472315,18.26030201952817,15.303530838740976,13.5,12.78,0.0,0.19,0.19,6,2008,-3.3079729729729763,445.6486486486486,164.89
2008-09-30,441.53,53.72000000000003,0.12040986231187965,0.0003877075923186349,103.08000000000004,101.16000000000003,339.63,2.6,0.0,340.3700000000001,60.16,77.56,153.77,370.27,4552.6,5557.9,725.74,264.56,899.66,1955.16,1883.3,3838.47,447.37,1719.43,490.87,-303.05999999999995,-157.60999999999999,238.47000000000003,5.402173771407294,0.68,2.23,0.49,0.35,0.71,3.8629449704954046,7.637425552353509,12.493137550889719,12.729042587255849,11.038389826631906,13.5,12.62,0.0,0.19,0.19,9,2008,0.17297297297301384,446.14285714285717,218.61
2008-12-31,-1289.6100000000001,-171.13000000000002,-0.39646798652064036,0.28823715248525694,-326.12,-306.21000000000004,-1014.34,1.98,0.0,-983.3900000000001,-236.73999999999998,492.27,160.97,801.04,4636.28,5931.32,1348.13,102.06,499.81,2019.67,2144.74,4164.42,447.37,1766.91,-1347.5,1322.61,409.09000000000003,-708.13,-1.2485245135277272,0.5,2.36,0.11,0.65,5.91,-11.53361415332772,-25.66229149115418,-38.78177759056446,-39.50262847514744,-36.330884582982314,11.6,10.74,0.0,0.4,0.4,12,2008,124.41363636363636,431.6363636363636,47.48
2009-03-31,882.48,104.99,0.23,0.0,241.28,213.54,686.5,2.1,0.0,668.94,150.47,154.66,167.97,449.44,160.26,5600.03,1023.62,86.36,514.95,1691.6,2218.22,3909.82,447.37,1690.21,352.35,-327.31,52.06,472.96,2.2825,0.56,2.31,0.23,0.0,0.0,7.48,15.639999999999999,24.84,25.6,21.84,12.91,11.9,0.0,0.27,0.27,3,2009,0.0,456.4782608695652,104.99
2009-06-30,1647.46,62.959999999999994,0.1424519202143495,0.0,-241.28,-4.679999999999978,225.76999999999998,2.7,0.0,1308.62,-150.47,147.43,74.74,0.0,4497.23,5527.13,0.0,0.0,0.0,0.0,0.0,3773.97,447.37,1753.17,197.89999999999998,-79.49000000000001,-125.64,230.45,4.7415998252858955,0.69,2.15,0.38,0.0,0.0,4.558461446859184,5.7130717475439114,14.365151533194402,14.72503006847276,0.0,0.0,0.0,1.61,0.0,0.0,6,2009,0.0,441.9736842105263,167.95
2009-09-30,821.96,50.610000000000014,0.11346495241581263,0.0,0.0,53.39999999999998,286.1400000000001,3.02,0.0,669.0,0.0,58.69,86.89,0.0,5256.61,6555.56,0.0,0.0,0.0,0.0,0.0,4702.91,447.37,1852.65,292.20000000000005,-493.83,92.72999999999999,232.74,6.650511756569847,0.73,2.54,0.49,0.0,0.0,3.0843942166910696,4.010638726207907,10.929685212298686,11.337232796486093,0.0,0.0,0.0,1.59,0.0,0.0,9,2009,0.0,446.0408163265306,218.56
2010-03-31,947.15,71.99,0.16,0.37,0.0,91.69,353.06,2.9,0.0,725.68,0.0,52.19,96.15,0.0,5679.28,7066.97,0.0,0.0,0.0,0.0,0.0,5276.54,447.37,1790.43,353.4,-692.79,332.88,261.37,4.5325,0.72,2.95,0.16,0.37,2.31,4.08,5.8,16.08,16.56,0.0,0.0,0.0,2.19,0.0,0.0,3,2010,166.47687499999998,449.93749999999994,71.99
2010-06-30,983.5000000000001,70.69000000000001,0.15854219231847494,-0.003371180263526735,0.0,74.58000000000001,359.32,3.28,0.0,786.36,0.0,122.5,97.56,0.0,5857.64,7519.92,0.0,0.0,0.0,0.0,0.0,5690.11,447.37,1829.8,195.82000000000005,-459.01,333.5,284.74,5.172124770123072,0.8,3.11,0.32,0.37,1.16,3.7653770675637794,5.053532380151388,15.457863751051306,15.774948135688254,0.0,0.0,0.0,1.82,0.0,0.0,6,2010,-1.503124999999983,445.875,142.68
2010-09-30,1163.17,76.62,0.1711983584131327,0.0013856019151847298,257.15,90.86999999999998,386.41999999999996,4.06,0.0,-222.27999999999997,257.15,41.24,1014.52,0.0,6103.81,7681.83,0.0,0.0,0.0,0.0,0.0,5775.41,447.37,1906.42,494.46000000000004,-508.48,-67.23000000000002,295.54999999999995,5.931861785434611,0.95,3.03,0.49,0.37,0.76,3.982982216142271,5.045110807113543,16.071682626538987,16.309264021887827,0.0,0.0,0.0,1.84,0.0,0.0,9,2010,0.6201275510204312,447.5510204081633,219.3
2010-12-31,897.6699999999996,61.50999999999999,0.13799829065916452,-0.0015114948083859811,160.02000000000004,62.69,369.5,4.76,0.0,290.1700000000001,160.02000000000004,33.69,119.57,0.0,6477.06,8104.87,0.0,0.0,0.0,0.0,0.0,6136.94,447.37,1967.93,300.1199999999999,-716.0800000000002,408.4200000000001,306.81000000000006,8.628367745082102,1.08,3.12,0.63,0.37,0.59,3.0315814963854555,0.0,12.503083223531924,0.0,0.0,0.0,0.0,1.8,0.0,0.0,12,2010,-0.6737188208616942,445.73015873015873,280.81
2011-03-31,1094.42,60.9,0.14,0.4000000000000001,118.52,87.62,402.7,4.48,0.0,427.8,118.52,45.75,1092.96,0.0,6813.49,8915.18,0.0,0.0,0.0,0.0,0.0,6899.81,447.37,2015.37,-32.85,-564.29,609.2,315.08,8.0,0.99,3.42,0.14,0.4,2.86,2.72,4.4,12.08,12.8,0.0,0.0,0.0,1.54,0.0,0.0,3,2011,174.0,434.99999999999994,60.9
2011-06-30,1124.77,61.03000000000001,0.1351439350446978,0.014696957270565131,117.24,86.37,415.15000000000003,4.42,0.0,441.44,117.24,306.32,1053.2,0.0,6762.86,9078.86,0.0,0.0,0.0,0.0,0.0,7181.41,447.37,1897.45,463.05,-284.71000000000004,82.21999999999991,328.78000000000003,8.176282565951173,1.04,3.78,0.27,0.4,1.48,2.6828573771836304,4.2044779791683755,12.873711145739358,13.09394570655294,0.0,0.0,0.0,1.44,0.0,0.0,6,2011,6.637037037037061,451.5925925925926,121.93
2011-09-30,-448.21000000000004,67.53999999999999,0.1497165778223465,-0.0004198847076347483,-304.65,96.58999999999997,441.4899999999999,4.12,0.0,-730.8,-304.65,133.29,1534.96,0.0,6897.41,9171.54,0.0,0.0,0.0,0.0,0.0,7206.55,447.37,1964.99,251.51000000000005,-439.3900000000001,14.850000000000023,344.9,6.87999962984898,0.94,3.67,0.42,0.4,0.95,2.9515553913548316,4.577049664854593,13.745407716261148,13.959288541721643,0.0,0.0,0.0,1.45,0.0,0.0,9,2011,-0.18941798941798993,451.11904761904765,189.47
2011-12-31,2758.23,11.75,0.026277209024947817,-0.003545515214335416,583.8,105.34000000000003,446.94000000000005,4.32,0.0,1597.0,583.8,117.55,464.46,0.0,6722.64,9126.61,0.0,0.0,0.0,0.0,0.0,7149.88,447.37,1976.74,391.3899999999999,-252.8699999999999,-154.25,341.5999999999999,41.100255319148935,0.98,3.62,0.45,0.4,0.89,0.5138654209323129,1.018387834211311,2.3777954477686114,2.382466951595269,0.0,0.0,0.0,1.53,0.0,0.0,12,2011,-1.5853968253968276,447.15555555555557,201.22
2012-03-31,1771.45,68.14,0.15,0.35,126.06,88.78,427.28,4.42,0.0,745.06,126.06,60.85,1552.38,0.0,6698.49,9111.45,0.0,0.0,0.0,0.0,0.0,7066.56,447.37,2044.88,188.63,2.83,-248.16,338.5,7.3675,0.97,3.46,0.15,0.35,2.33,3.0,3.92,13.32,13.44,0.0,0.0,0.0,1.21,0.0,0.0,3,2012,158.99333333333334,454.2666666666667,68.14
2012-06-30,-117.61000000000013,61.3,0.1373377626699629,-0.006211887103419888,-231.2,75.25,426.96000000000004,4.62,0.0,-639.02,-231.2,211.22,2041.43,0.0,7164.0,9673.39,0.0,0.0,0.0,0.0,0.0,7723.79,447.37,1949.6,-205.81,-4.83,361.01,351.71000000000004,8.409376835236541,1.06,3.96,0.29,0.35,1.21,2.5383807169344874,3.3150494437577254,12.578244746600742,12.748733003708281,0.0,0.0,0.0,1.25,0.0,0.0,6,2012,-2.7726436781609323,446.3448275862069,129.44
2012-09-30,767.9100000000001,56.18000000000001,0.12409115397047733,0.004937599619541569,-34.33999999999999,73.63,449.71000000000004,5.4,0.0,37.709999999999994,-34.33999999999999,65.61,2003.07,0.0,7693.8,10039.32,0.0,0.0,0.0,0.0,0.0,8033.53,447.37,2005.79,-655.71,149.72,360.38,376.0799999999999,10.878495016019935,1.2,4.01,0.41,0.35,0.85,2.2396939984915423,2.9902941493373567,11.19846999245771,11.319534532916713,0.0,0.0,0.0,1.52,0.0,0.0,9,2012,2.2354079058031857,452.7317073170732,185.62
2012-12-31,868.0799999999999,54.91,0.12327526711844676,-0.005740625630594209,-56.85000000000002,71.03999999999999,461.93000000000006,5.35,0.0,56.93000000000001,-56.85000000000002,82.89,2053.62,0.0,8025.31,10444.72,0.0,0.0,0.0,0.0,0.0,8384.03,447.37,2060.69,-103.90999999999997,3.219999999999999,117.96000000000004,390.8900000000001,10.852541886723731,1.16,4.07,0.54,0.35,0.65,2.100245291647611,2.876422899430424,10.656461979794619,10.884749511495446,0.0,0.0,0.0,1.2,0.0,0.0,12,2012,-2.557023486901528,445.4259259259259,240.53
