,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2007-09-30,57.349999999999994,-34.67,-0.11439340101522842,0.0,6.54,-27.069999999999993,-14.0,0.98,84.41999999999999,-11.46,7.48,41.42,15.72,477.5,280.88,1286.16,28.97,39.95,111.45,568.36,254.26,822.62,300.0,463.54,-6.090000000000003,-0.35,-4.550000000000004,13.07,-2.13932794923565,0.63,1.77,-0.39,-10.782311336717429,-8.424047377326565,-29.918274111675128,-25.8001116751269,-15.275918781725888,-85.94,-85.39,0.0,0.84,0.81,9,2007,0.0,303.0769230769231,-118.2
2007-12-31,56.24000000000001,-22.83,-0.0760838119549032,0.0,8.510000000000002,-15.66000000000001,-3.3500000000000014,0.87,71.91,-16.099999999999994,6.97,52.31,12.32,180.2,273.64,976.47,29.2,32.83,118.86,311.95,223.8,535.76,300.0,440.71,-23.46,0.31,22.660000000000004,12.310000000000002,-2.857046649145861,0.59,1.22,-0.47,-9.3502148479047,-6.248585407360135,-20.720697723888534,-17.865126568815143,-10.638783237609017,-72.94,-72.45,0.0,0.58,0.54,12,2007,0.0,300.06382978723406,-141.03
2008-03-31,56.69,-25.91,-0.09,0.0,7.01,-19.32,-8.05,1.15,76.02,-19.55,9.18,44.56,14.23,178.33,267.21,963.63,28.87,32.07,127.83,361.47,187.35,548.82,300.0,414.8,-5.21,-0.25,7.67,11.27,-3.195,0.83,1.32,-0.09,-10.76,-6.960000000000001,-25.0,-21.4,-12.84,-45.88,-45.7,0.0,0.49,0.45,3,2008,0.0,287.8888888888889,-25.91
2008-06-30,49.900000000000006,-24.95,-0.08339559575304759,0.0,3.1099999999999994,-18.85,-6.199999999999999,1.01,68.74,-19.279999999999998,7.89,25.62,17.2,155.04,250.91,930.15,29.86,30.41,136.8,392.4,147.9,540.3,300.0,389.85,20.54,-3.08,-18.75,12.650000000000002,-3.0271382765531065,0.78,1.39,-0.17,-10.733503735745183,-6.6716476602438055,-25.6073535194652,-22.467754620526936,-13.931970114038535,-48.01,-47.72,0.0,0.4,0.35,6,2008,0.0,299.17647058823525,-50.86
2008-09-30,54.84,-25.370000000000005,-0.08320215138396958,0.0,13.78,-19.309999999999995,-7.359999999999999,0.85,74.15,-19.480000000000004,4.89,27.05,19.13,137.26,244.84,896.67,29.86,41.75,31.8,279.74,252.45,532.19,300.0,364.48,19.240000000000002,-0.20999999999999996,-22.03,11.949999999999996,-2.554020496649586,0.7,1.46,-0.25,-11.315492588219863,-7.0156054046963146,-27.83611176702086,-24.50802571166208,-12.407104814377544,-47.47,-47.22,0.0,0.49,0.42,9,2008,0.0,304.92,-76.23
2008-12-31,46.29999999999998,-33.17,-0.10005575868372944,0.0,6.41,-26.29,-14.36,0.62,72.59,-19.11,4.89,21.27,14.06,131.37,240.44,868.24,30.02,20.9,44.8,170.96,265.48,436.44,450.0,431.81,-1.5499999999999972,-1.88,3.419999999999998,11.93,-1.5501356647573108,0.65,1.01,-0.33,-15.281243144424131,-11.012197440585009,-30.732277879341865,-30.416950639853745,-14.565692870201097,-52.9,-52.66,0.0,0.77,0.69,12,2008,0.0,331.5151515151515,-109.4
2009-03-31,39.92,-71.66,-0.16,0.0,8.72,-65.96,-59.8,0.42,105.88,-64.91,5.58,16.11,18.17,44.93,234.48,809.78,347.09,57.81,1.8,449.58,0.05,449.63,450.0,360.15,6.92,-0.14,-6.1,6.16,-0.6575,0.52,1.25,-0.16,-35.4,-29.76,-79.6,-73.96,-73.24,-179.91,-179.51,0.0,0.1,0.06,3,2009,0.0,447.87499999999994,-71.66
2009-06-30,32.16,-72.9,-0.16137244050913116,0.0,2.8199999999999985,-45.24000000000001,-39.230000000000004,0.5,77.39000000000001,-46.66,5.3,17.16,16.93,44.43,228.55,797.82,0.0,83.63,344.61,510.57,0.0,510.57,450.0,287.25,-15.82,-0.3,15.84,6.01,-0.7733662551440329,0.78,1.78,-0.32,-36.55085777531821,-25.960791366906474,-101.52343663530715,-86.13254012174876,-78.08408965135584,-201.62,-200.55,-300.54,0.09,0.05,6,2009,0.0,451.75,-144.56
2009-09-30,41.55,-33.109999999999985,-0.07267912421905777,0.0,12.54,-19.019999999999996,-12.929999999999993,0.72,60.579999999999984,-19.51000000000002,7.79,19.54,14.45,46.51,222.74,786.33,0.0,89.52,357.16,532.19,0.0,532.19,450.0,254.14,0.13000000000000078,-0.25999999999999995,2.619999999999999,6.090000000000002,-2.481799305345818,1.27,2.09,-0.39,-16.839194011369386,-11.531754376090502,-52.11279563235209,-42.81732200146337,-38.19567512804636,-157.55,-156.36,-232.54,0.09,0.06,9,2009,0.0,455.56410256410254,-177.67
2009-12-31,50.73000000000002,-111.03999999999999,-0.2461487305600776,0.0,-37.23,-91.4,-85.31000000000002,0.63,142.13000000000002,-89.32999999999998,7.8,21.46,10.19,44.94,205.42,711.45,422.46,88.22,0.5,568.35,0.0,568.35,450.0,143.1,-17.53,-0.40000000000000013,17.96,6.09,-0.6370132384726225,1.98,3.97,-0.64,-62.42947178829967,-43.16833362197361,-310.37816494059786,-154.5198656090887,-238.2565868864951,-178.8,-175.66,-226.14,0.08,0.06,12,2009,0.0,451.10937499999994,-288.71
2010-03-31,57.48,-12.5,-0.03,0.0,9.28,-11.9,-2.19,0.59,69.38,-13.35,22.24,30.73,18.44,76.5,501.63,734.54,0.0,109.16,197.13,365.49,223.82,589.32,471.83,145.22,-1.14,-1.03,16.61,9.71,-4.9175,1.92,4.06,-0.03,-6.800000000000001,-6.16,-34.44,-19.8,-12.879999999999999,-22.31,-21.75,0.0,0.21,0.16,3,2010,0.0,416.6666666666667,-12.5
2010-06-30,51.92000000000001,-21.61,-0.04434769862210496,0.0,6.040000000000001,-17.11,-7.280000000000001,0.6,69.03,-17.22,6.15,31.87,21.57,63.65,493.16,711.06,0.0,108.19,198.59,363.28,224.17,587.44,471.83,123.62,-9.5,-1.6300000000000001,-4.959999999999999,9.829999999999998,-3.381798935677927,2.29,4.75,-0.07,-12.163940193491642,-9.75649369686309,-69.91731457050719,-42.06695983582527,-21.134846086191732,-31.63,-31.18,-483.5,0.18,0.12,6,2010,0.0,487.2857142857142,-34.11
2010-09-30,62.81999999999999,-16.880000000000003,-0.036414983330064724,0.0,11.030000000000001,-15.029999999999998,-5.049999999999999,0.6,77.85,-16.700000000000003,8.57,30.14,22.47,64.76,484.16,697.65,0.0,105.54,219.18,387.71,203.2,590.91,471.83,106.73,-1.6399999999999988,-0.96,5.020000000000001,9.98,-4.115750888625592,2.65,5.54,-0.11,-9.679764659737204,-7.86563639929398,-63.25613649735243,-37.421361051186516,-18.816615022553446,-30.17,-29.61,-734.0,0.17,0.11,9,2010,0.0,463.54545454545456,-50.99
2010-12-31,85.59,11.530000000000001,0.023375570197668526,0.0,5.719999999999999,12.879999999999999,22.869999999999997,0.63,72.71000000000004,-20.65,10.32,18.76,23.98,58.12,474.98,653.36,0.0,100.43,162.79,345.52,189.57,535.09,471.83,118.27,67.34,-0.8099999999999996,-64.78,9.989999999999998,6.742081526452731,2.51,4.52,-0.08,7.059422199695895,5.341317790167259,38.99045108971111,35.28542321338064,11.828038520020273,-18.18,-15.31,-3.37,0.17,0.1,12,2010,0.0,493.25,-39.46
2011-03-31,111.92,19.53,0.04,0.0,43.77,31.47,38.88,0.6,80.45,19.35,11.49,30.6,19.12,67.29,479.61,665.93,4.72,86.63,173.9,345.27,187.6,532.87,471.83,133.06,12.66,-0.38,-11.11,7.41,3.7500000000000004,2.13,4.0,0.04,11.72,17.96,58.72,56.16,39.24000000000001,19.57,17.45,6.57,0.19,0.14,3,2011,0.0,488.25,19.53
2011-06-30,62.969999999999985,-40.510000000000005,-0.07723546234509057,0.0,6.479999999999997,-14.119999999999997,-4.3700000000000045,0.83,77.08999999999999,-9.89,12.85,32.74,20.44,69.26,470.2,655.18,0.0,93.31,143.77,318.76,243.86,562.62,471.83,92.56,4.27,-0.52,-2.3900000000000006,9.75,-2.6865897309306344,4.23,6.08,-0.04,-24.715347950428985,19.617807435653006,-175.09279313632032,-149.9140324118208,39.85349857006673,-12.56,-12.0,0.0,0.22,0.15,6,2011,0.0,524.5,-20.98
2011-09-30,65.69000000000003,-18.74,-0.03774420946626384,0.0,4.890000000000001,-17.330000000000002,-1.7299999999999969,0.5,83.02000000000001,-15.57,15.14,24.91,18.45,62.9,455.77,632.03,0.0,84.98,145.75,319.04,239.18,558.21,471.83,73.82,3.4200000000000017,-1.2000000000000002,0.0600000000000005,15.599999999999998,-3.311766275346852,3.2,7.56,-0.08,-11.851681772406847,0.0,-101.55079556898288,-83.03726082578045,0.01887210473313192,-16.94,-16.51,0.0,0.2,0.14,9,2011,0.0,496.5,-39.72
2011-12-31,93.66999999999999,-2.990000000000002,-0.006300632170451888,0.0,32.010000000000005,8.01,20.339999999999996,0.54,85.66000000000003,10.09,35.17,28.58,19.07,84.5,444.8,640.52,0.0,122.26,0.0,526.32,6.18,532.5,538.25,108.02,22.490000000000002,-1.13,-1.3200000000000003,12.330000000000005,-21.42642140468226,2.69,4.93,-0.09,-1.8677874034184043,0.3472348396160152,-11.072310934207453,-10.571060641535947,1.9685975181456346,-12.93,-12.78,0.39,0.16,0.12,12,2011,0.0,474.5555555555556,-42.71
2012-03-31,171.11,44.67,0.08,0.0,71.33,50.05,62.85,0.55,121.06,49.67,61.45,47.01,23.54,134.86,474.91,686.58,0.0,131.56,101.09,246.7,287.19,533.89,538.25,152.69,48.43,-8.6,-13.55,12.8,1.7200000000000002,1.94,3.5,0.08,26.04,29.6,117.04,125.08,45.519999999999996,26.16,26.11,0.0,0.55,0.45,3,2012,0.0,558.375,44.67
2012-06-30,83.51999999999998,-0.740000000000002,-0.0013475984520828627,0.0,24.019999999999996,4.520000000000003,17.46999999999999,0.83,79.0,4.119999999999997,26.93,44.1,27.74,100.32,464.85,641.37,0.0,80.97,115.09,219.35,270.07,489.42,538.25,151.95,-32.36,-2.8900000000000006,0.7400000000000002,12.95,-154.05182432432392,2.94,3.22,0.08,-0.46155246983838044,-0.5673389483268851,-1.947953562485778,-2.4209606191668627,-0.8712223992715707,17.3,17.25,0.0,0.46,0.33,6,2012,0.0,549.125,43.93
2012-09-30,115.13,10.649999999999999,0.019512641993404176,0.0,40.94,15.860000000000007,29.230000000000004,1.18,99.25999999999999,15.119999999999997,36.96,64.96,25.0,127.99,453.66,655.94,0.0,71.54,102.59,176.76,265.69,442.45,629.11,213.49,4.57,-2.1799999999999997,7.630000000000001,13.369999999999997,15.118403755868545,3.48,2.07,0.1,6.49380725540491,8.538732136313667,19.95753023085379,29.651410773176988,11.473433492121654,14.82,14.76,4.44,0.72,0.58,9,2012,0.0,545.8,54.58
2012-12-31,80.76999999999998,-15.009999999999998,-0.02655294414960829,0.0,12.550000000000011,-10.090000000000003,3.3299999999999983,1.29,90.87,-11.019999999999996,28.95,42.47,25.34,98.01,441.94,606.67,0.0,58.7,340.74,401.53,6.67,408.2,629.11,198.47,19.619999999999997,-1.6999999999999993,-25.92,13.420000000000002,-12.146487341772152,4.09,2.06,0.07,-9.892868334596914,-14.687571392469039,-30.255183219610814,-39.1769724538792,-44.62411928228455,8.83,8.78,2.91,0.24,0.18,12,2012,0.0,565.2857142857142,39.57
2013-03-31,41.13,89.03,0.14,0.0,7.01,20.49,29.89,1.43,20.64,1.84,140.61,76.17,5.7,275.42,54.08,340.9,3.06,25.89,0.4,33.16,4.56,37.73,629.11,287.5,-74.69,473.01,-286.67,9.4,2.5525,3.13,0.13,0.14,104.48000000000002,15.96,123.87999999999998,161.8,26.64,396.04,216.46,6.27,8.31,8.13,3,2013,0.0,635.9285714285713,89.03
2013-06-30,23.839999999999996,-4.670000000000002,-0.007750118539592227,0.0,8.13,3.8100000000000023,4.969999999999999,1.2,20.019999999999996,2.1799999999999997,101.35,103.69,3.94,260.68,53.12,324.9,4.59,13.01,0.4,21.57,4.18,25.75,629.11,282.83,-39.620000000000005,-0.18000000000000682,0.5500000000000114,1.1600000000000001,-38.70263383297643,2.67,0.09,0.14,-5.748373636794692,-1.1138027501185401,-6.605315315315318,-8.59377430061641,-1.7736699857752494,188.81,129.84,6.0,12.09,11.9,6,2013,0.0,602.5714285714286,84.36
2013-09-30,22.08,-13.239999999999995,-0.02047806524184476,0.0,5.949999999999999,-7.59,-6.370000000000001,1.37,29.680000000000007,-7.6,127.93,191.83,4.02,375.11,54.28,486.79,1.49,12.44,0.9,18.21,5.14,23.35,766.54,446.88,-146.89,-0.4199999999999591,173.88,1.2199999999999989,-16.71910876132931,2.35,0.05,0.11,-10.879437570303706,-2.174398200224971,-11.84749156355455,-16.039910011248587,-2.6584251968503922,106.55,81.7,4.05,20.6,20.38,9,2013,0.0,646.5454545454546,71.12
2013-12-31,21.930000000000007,-8.960000000000008,-0.012972972972972984,0.0,8.29,0.7899999999999991,2.270000000000003,2.94,21.14,3.13,353.93,263.98,0.89,673.71,53.8,746.76,0.0,13.0,0.94,16.85,6.06,22.91,975.29,707.21,-42.5,0.9499999999999886,267.56,1.4800000000000004,-56.66203124999995,4.05,0.03,0.09,-4.797117117117121,-1.4933333333333345,-5.068108108108112,-7.9163963963964035,-1.383783783783785,68.28,57.04,4.19,39.98,39.93,12,2013,0.0,690.6666666666666,62.16
2014-03-31,37.71,-4.8,0.0,-0.0,14.59,-0.94,6.72,3.86,38.64,-1.96,136.34,405.31,1.08,596.69,463.1,1190.83,0.0,24.65,30.97,58.5,177.66,236.15,1157.45,937.39,-151.6,-289.4,223.41,7.66,0.0,4.77,0.25,0.0,-1.6,-0.48,-2.04,-3.12,-0.32,-13.09,-12.73,-0.29,10.2,10.18,3,2014,0.0,-inf,-4.8
2014-06-30,46.940000000000005,-15.7,-0.015317073170731707,0.0,16.13,-6.73,5.170000000000001,9.8,53.67999999999999,-10.48,696.17,399.81,1.26,1176.54,914.49,2349.46,0.0,23.45,80.08,256.94,480.34,737.28,1679.11,1594.63,-248.85,-352.64,1161.32,11.899999999999999,-159.95222929936307,10.32,0.46,-0.02,-2.665170731707317,-1.7461463414634144,-3.9518048780487804,-6.678243902439025,-1.1334634146341462,-25.66,-24.22,-0.94,4.58,4.57,6,2014,0.0,1025.0,-20.5
2014-09-30,53.72999999999999,-39.19,-0.02626235550343441,0.0,19.97,-27.239999999999995,-11.200000000000001,11.3,80.97,-28.14,1538.08,557.84,2.96,3677.43,1036.01,5006.79,0.0,46.97,81.72,282.92,464.57,747.49,2014.92,4241.97,-1707.4599999999998,-109.43000000000006,2658.81,16.040000000000003,-107.5684166879306,5.37,0.18,-0.04,-3.125220304908695,-3.3353191489361698,-3.7029921259842515,-6.696900653375774,-1.9434143072541463,-44.98,-43.13,-2.17,13.0,12.99,9,2014,0.0,1492.25,-59.69
2014-12-31,84.99000000000001,-29.86,-0.0033344500279173647,0.0,25.930000000000007,-15.770000000000003,11.68,17.1,100.76000000000002,-28.42,135.21,847.94,1.93,2670.2,1901.58,5203.35,29.87,207.75,100.45,453.85,519.22,973.07,2014.93,4212.11,-417.12000000000035,-976.22,-9.539999999999964,27.449999999999996,-1282.0704956463496,8.18,0.23,-0.01,-2.294101619207147,-2.267426018983808,-2.8409514237855946,-4.854959240647683,-1.4271446119486322,-43.67,-40.09,-1.8,5.88,5.88,12,2014,0.0,8955.0,-89.55
2015-03-31,91.33,-33.63,0.0,-0.0,32.96,-20.4,8.76,2.16,111.73,-30.57,2114.73,698.41,33.71,2923.39,4574.98,9167.93,32.98,2309.83,112.68,2621.78,572.18,3193.96,2021.58,5954.18,1181.36,-1084.64,1882.8,29.16,0.0,7.33,0.54,0.0,-1.48,-1.56,-2.2399999999999998,-3.92,-1.24,-41.44,-36.82,-1.99,1.12,1.1,3,2015,0.0,-inf,-33.63
2015-06-30,84.76,-183.94,-0.008454290573148872,0.0,30.759999999999998,-168.94,-139.45,1.84,253.69,-163.92000000000002,1279.25,1461.69,1.15,2814.76,7327.05,11922.56,0.0,2764.61,326.3,3134.2,2949.49,6083.69,2125.42,5799.53,-992.0299999999999,-2307.3,2463.8599999999997,29.49,-54.41024247037077,6.74,1.05,-0.01,-6.154723537252378,-8.961548007537804,-12.681435859723308,-19.884491428046147,-7.270689892908029,-127.29,-123.56,-6.5,0.9,0.9,6,2015,0.0,21757.0,-217.57
2015-09-30,89.96000000000001,-128.35000000000002,-0.007420790934320075,0.0,35.17,-119.76000000000002,-85.56,1.57,209.71999999999997,-119.95999999999998,667.15,3446.72,1.71,4195.35,10254.23,16568.73,77.26,949.92,478.5,1998.48,6044.2,8042.68,2416.02,8426.45,-2271.08,-4923.92,6582.889999999999,34.199999999999996,-52.891936112193214,4.5,0.95,-0.02,-3.1018906105457913,-4.259533996299723,-6.099890148011101,-8.103503700277521,-3.146415356151712,-132.96,-130.02,-5.87,2.1,2.1,9,2015,0.0,17296.0,-345.92
2015-12-31,143.06,-366.59999999999997,-0.015435356200527703,0.0,74.07000000000001,-271.37,-227.24,1.17,414.44000000000005,-274.8,844.06,2563.28,1.97,3507.54,28981.87,39440.1,439.39,10999.36,1121.76,13278.89,13913.23,27192.12,2734.95,11083.05,-779.69,-11695.880000000001,12652.490000000002,44.129999999999995,-18.95,2.89,2.45,-0.03,-3.725065963060686,-5.350923482849604,-13.233245382585752,-19.18100263852243,-4.568865435356201,-179.83,-174.16,-2.98,0.26,0.26,12,2015,0.0,23750.666666666668,-712.52
2016-03-31,508.88,17.65,0.0,0.0,121.65,221.46,408.38,1.23,287.42,-17.82,137.68,1661.4,0.97,1833.55,34282.99,42772.52,214.26,11792.16,1565.43,14261.74,16235.02,30496.76,2734.95,11100.74,-1655.26,-1328.78,2277.66,186.92,0.0,3.03,2.75,0.0,0.16,3.4,0.64,0.84,3.1200000000000006,6.55,3.47,1.17,0.13,0.13,3,2016,0.0,inf,17.65
2016-06-30,825.7700000000001,59.65,0.0,0.0,396.20000000000005,358.2099999999999,676.2500000000001,1.81,467.56,304.43,1057.3,2127.42,0.93,3224.45,36511.75,46356.19,754.22,4712.59,2299.24,8425.07,23864.59,32289.67,2734.95,11160.15,3475.45,-12941.55,10385.72,318.03999999999996,0.0,4.44,2.89,0.0,0.5247347994825357,6.14248382923674,2.1298059508408795,2.8088745148771026,4.722613195342821,7.42,5.79,1.22,0.38,0.38,6,2016,0.0,inf,77.3
2016-09-30,1260.6399999999999,203.36,0.007245777809449155,0.0,690.6899999999999,629.18,1056.9499999999998,1.43,631.46,546.85,809.48,1973.82,1.02,2820.42,37006.45,46125.81,1381.42,3275.37,2449.18,8048.15,23555.82,31603.97,2734.95,11363.23,630.23,-1285.2299999999996,407.21000000000095,427.77000000000004,49.339078481510626,3.44,2.78,0.01,1.7679697855055938,11.187480937789497,7.158828475735766,8.23120359153424,9.187646262381529,12.64,10.81,1.57,0.35,0.35,9,2016,0.0,28066.000000000004,280.66
2016-12-31,1206.75,80.95999999999998,0.002238814224876942,0.0,683.94,498.1500000000001,937.6700000000001,1.52,708.5900000000001,520.3,146.47,1290.96,1.13,1682.73,39550.13,48059.79,906.02,5030.89,2548.99,9266.29,24097.6,33363.89,2734.95,11445.14,868.4499999999998,-1113.5300000000007,-420.6800000000003,439.52,169.73270750988146,3.63,2.92,0.01,0.6716442674630826,3.4925501908080294,2.8298611802444547,2.874637464741993,3.940313035783418,10.49,9.51,1.5,0.18,0.18,12,2016,0.0,36162.0,361.62
2017-03-31,1583.59,504.96,0.02,0.0,849.7,908.5,1374.36,1.36,675.09,759.89,291.28,1466.0,1.55,2003.84,39240.95,48125.68,892.4,3660.51,2632.92,8336.81,24529.93,32866.74,2734.95,11949.74,984.14,-1355.02,515.7,465.86,17.0,3.11,2.75,0.02,4.2,8.0,16.92,17.52,9.12,35.19,31.89,2.83,0.24,0.24,3,2017,0.0,25248.0,504.96
2017-06-30,1474.05,343.61000000000007,0.01214784873375208,0.0,795.1599999999999,800.1400000000001,1274.3100000000002,1.39,673.91,716.0100000000001,240.18,1359.54,1.72,1849.89,38880.06,47694.53,723.39,2812.2,2656.79,8147.42,23852.8,32000.22,2734.95,12293.4,1225.5500000000002,-904.6799999999998,-371.98,474.16999999999996,28.60382999621664,3.09,2.6,0.03,2.8830894328104937,5.879558787136006,11.176020835051913,11.726723310982006,6.997160870641198,30.04,27.75,2.54,0.23,0.23,6,2017,0.0,28285.666666666668,848.57
2017-09-30,1442.27,323.2099999999999,0.011033129085664542,0.0,720.1099999999999,745.2,1224.4899999999998,1.3,697.0699999999999,621.8499999999999,252.63,2642.28,3.26,2975.7,39169.16,47921.56,685.77,2308.06,2839.74,7525.76,24255.53,31781.28,2734.95,12616.62,1342.83,-1243.4100000000003,-86.97999999999999,479.28999999999996,29.45673865288822,2.82,2.52,0.04,2.703116625987813,5.759293382716891,10.24977692058236,10.779367116694258,6.697109354998377,28.28,26.04,2.34,0.4,0.39,9,2017,0.0,29294.5,1171.78
