,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,D/E,EPS,ROA%,ROE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,P/E,ROAA%,ROAE%,number_of_shares,return_old
2017-09-30,,,,,,,,,,20.47,137.0,3.56,251.35,1721.85,2072.96,13.59,148.87,228.45,883.57,803.98,1687.54,170.0,325.25,,,,,5.19,0.11,,,,3.96,3.91,0.28,0.28,9,2017,,,,,355.45454545454544,39.1
