,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,57.73,-192.58,-3.21,0.0,-2.13,-107.16,-98.34,0.96,164.88,-152.84,10.28,0.0,1594.29,1979.95,360.07,3190.53,609.6,85.19,947.3,2713.98,509.57,3223.54,600.0,-33.01,1.99,-0.2,0.89,8.82,-0.075,-17.45,-97.65,-3.21,0.0,0.0,-24.16,0.0,2333.6,0.0,-89.96,-1629.27,-333.59,0.0,0.73,0.14,3,2000,0.0,59.99376947040499,-192.58
2000-06-30,38.589999999999996,-204.12999999999997,-3.4012233117390536,0.0,-8.46,-120.69,-111.78999999999999,1.08,159.29000000000002,-130.01000000000002,5.8,0.0,1560.27,1842.64,354.74,3052.19,610.15,87.26,930.2,2779.18,509.68,3288.87,600.0,-236.68,2.5199999999999996,-0.20999999999999996,-6.79,8.899999999999999,-0.07773673639347475,-2.74,-13.9,-6.61,0.0,0.0,-26.756976128658213,0.0,344.9797514557233,0.0,-171.7797867459857,-970.66,-411.87,0.0,0.66,0.1,6,2000,0.0,60.01664145234493,-396.71
2000-09-30,62.05000000000001,-26.430000000000007,-0.4403542562745192,0.0,8.77,-4.550000000000011,3.8799999999999955,1.12,66.59999999999997,-12.029999999999973,7.11,0.0,1519.92,1807.02,67.06,3001.02,456.14,84.5,483.2,2166.74,1097.9,3264.64,600.0,-263.62,35.5,0.29,-34.64,8.43,-0.6403934922436623,-2.55,-12.38,-7.05,0.0,0.0,-3.522834050196153,0.0,40.102843503332245,0.0,-6.960720328969137,-456.41,-267.18,0.0,0.83,0.13,9,2000,0.0,60.01985815602837,-423.14
2000-12-31,15.019999999999982,-93.60000000000002,-1.5595773503115689,0.0,-1.18,-24.200000000000017,-16.72,1.16,39.22000000000003,-33.89999999999998,6.35,0.0,1516.56,1801.62,61.83,2987.22,465.0,85.5,862.54,2389.22,955.82,3345.05,600.0,-357.83,-10.52,-0.05000000000000002,9.809999999999999,7.480000000000004,-0.1794236111111111,-1.95,-9.35,-8.61,0.0,0.0,-12.534582188334563,0.0,104.63115686805746,0.0,-31.090111081007862,-528.31,-298.02,0.0,0.75,0.12,12,2000,0.0,60.01626016260163,-516.74
2001-03-31,30.59,-75.18,-1.25,0.0,-0.31,-10.44,-4.12,0.76,41.03,-18.46,7.56,0.0,1475.28,1763.3,58.09,2869.25,430.26,83.96,978.6,2581.74,720.52,3302.27,600.0,-433.02,5.97,-0.64,-2.91,6.32,-0.1525,-1.05,-7.63,-1.25,0.0,0.0,-10.479999999999999,-1.36,69.44,129.04,-14.52,-336.38,-245.77,0.0,0.68,0.11,3,2001,0.0,60.144000000000005,-75.18
2001-06-30,156.93,339.7,5.663378950551944,0.0,-0.95,-102.2,-94.58,0.28,259.13,-48.300000000000004,8.18,0.0,1264.15,1363.05,53.84,1975.72,245.62,26.68,557.54,1287.63,781.43,2069.07,600.0,-93.34,5.56,0.27,-5.08,7.619999999999999,0.011680306152487488,-1.8,-22.17,4.41,0.0,0.0,68.78244367155604,-23.013095418115835,-1455.732390745501,-823.4886889460154,-84.09026160592772,578.57,141.06,0.0,1.06,0.08,6,2001,0.0,59.981859410430836,264.52
2001-09-30,15.119999999999976,-55.90999999999997,-0.8737193806624796,0.0,1.08,-12.489999999999995,-6.670000000000002,0.28,27.609999999999957,-13.939999999999998,12.68,0.0,1252.23,1357.26,50.77,1965.1,233.64,26.96,737.82,1493.87,606.75,2100.62,744.0,-135.52,2.8100000000000005,0.78,0.8600000000000003,5.820000000000002,-0.08395143981398681,-1.54,-15.5,3.26,0.0,0.0,-11.385153156608016,5.403123531949568,165.0203978716264,112.06121087196196,28.462882891520046,352.56,102.95,0.0,0.91,0.07,9,2001,0.0,63.99079754601228,208.61
2001-12-31,49.48000000000002,-46.01000000000002,-0.6196918819188195,0.0,2.74,-35.52000000000001,-26.5,0.28,84.99000000000001,-11.079999999999998,5.68,0.0,1211.72,1300.0,47.08,1844.85,14.36,28.5,1106.86,1237.59,787.47,2025.06,1112.33,-180.21,16.29,4.17,-27.45,9.02,-0.11485546620299932,-1.73,-11.24,2.19,0.0,0.0,-9.971662976629771,7.526851168511689,102.1274858548586,68.40945633456337,29.937626076260774,152.33,64.49,0.0,1.05,0.07,12,2001,0.0,74.24657534246575,162.6
2002-03-31,21.95,-45.15,-0.41,0.0,2.95,-14.01,-8.37,0.28,35.96,-15.37,5.09,0.0,1194.69,1286.06,44.42,1826.46,13.13,27.89,184.64,1260.4,791.37,2051.78,1112.33,-225.32,6.04,-0.39,-6.33,5.64,-0.17,-1.38,-9.11,-0.41,0.0,0.0,-9.88,-2.4,80.16,54.88000000000001,-9.92,-219.28,-205.69,0.0,1.02,0.07,3,2002,0.0,110.1219512195122,-45.15
2002-06-30,23.84,-42.220000000000006,-0.3817534622868262,0.0,1.58,-11.15,-7.220000000000001,0.28,34.99,-13.31,1.24,0.0,1177.83,1266.92,41.7,1802.8,14.7,27.92,1132.44,1276.25,794.08,2070.33,1112.33,-267.53,10.07,0.8300000000000001,-10.58,3.9300000000000006,-0.18107235907153005,-1.16,-7.74,-0.79,0.0,0.0,-9.374705276410667,-2.5707954675517914,63.12945862424173,93.59241845026898,-9.23940025180268,-206.7,-190.81,0.0,0.99,0.07,6,2002,0.0,110.59493670886076,-87.37
2002-09-30,57.29,40.050000000000004,0.3554733727810651,0.0,-2.41,-3.169999999999998,1.2899999999999991,0.28,60.459999999999994,-17.340000000000003,2.94,0.0,1140.1,1214.04,163.19,1715.72,12.87,29.01,1.43,617.24,1325.99,1943.23,1112.33,-227.51,25.730000000000004,0.24000000000000005,-24.27,4.459999999999999,0.1979051186017478,-1.37,-8.54,-0.42,0.0,0.0,9.343871513102282,5.213609467455622,-70.41758241758242,-88.25896027049875,8.734488588334743,-55.41,-45.91,0.0,1.97,0.12,9,2002,0.0,112.66666666666667,-47.32
2002-12-31,97.05,99.53,0.8959796973759815,0.0,8.57,-18.67,-11.239999999999998,0.28,115.72,-13.75,14.8,0.0,1056.21,1147.83,160.71,1646.84,17.42,26.9,1.43,501.07,1273.73,1774.8,1112.33,-127.96,49.28999999999999,-1.52,-39.88999999999999,7.4300000000000015,0.07868481864764393,-2.43,-13.87,0.47,0.0,0.0,24.17238843133499,-20.512216050565026,-311.1146523654472,-258.3471672093469,-31.2639724190768,27.87,26.09,0.0,2.29,0.18,12,2002,0.0,111.08510638297874,52.21
2003-03-31,49.7,-41.35,-0.37,0.0,2.02,-25.86,-22.26,0.28,75.56,-28.41,8.98,10.87,1022.85,1097.45,36.88,1582.05,8.18,29.08,726.45,895.88,855.46,1751.35,1112.33,-169.29,-9.51,1.97,-2.26,3.6,-0.19,-1.84,-10.35,-0.37,0.0,0.0,-10.44,-6.08,97.72,83.84,-15.08,-88.15,-83.2,0.0,1.22,0.08,3,2003,0.0,111.75675675675676,-41.35
2003-06-30,120.98,-14.629999999999995,-0.1306716684530189,0.0,13.32,-0.490000000000002,2.780000000000001,0.28,121.47999999999999,-3.16,14.02,10.87,981.79,1021.28,37.76,1504.95,2.54,25.73,1038.75,1157.56,531.26,1688.82,1112.33,-183.87,64.52,-2.64,-57.160000000000004,3.27,-0.5356937799043064,-1.69,-9.18,-0.5,0.0,0.0,-3.888788853161843,-1.6621436227224005,31.831618435155406,25.92525902107895,-7.934383708467308,-33.83,-32.8,0.0,0.88,0.03,6,2003,0.0,111.96,-55.98
2003-09-30,41.66,-25.470000000000006,-0.2282762430939227,0.0,-0.08999999999999986,-10.629999999999995,-6.390000000000001,0.28,52.29000000000002,-12.32,6.36,10.87,969.11,999.66,36.48,1479.46,10.21,26.43,1047.42,1160.17,528.56,1688.73,1112.33,-209.27,-8.169999999999995,-0.5299999999999999,6.060000000000002,4.239999999999999,-0.3037985865724381,-1.49,-8.07,-0.73,0.0,0.0,-6.892066298342543,-2.8894143646408845,48.682254143646425,46.65591160220995,-14.484596685082876,-39.65,-38.36,0.0,0.86,0.03,9,2003,0.0,111.57534246575344,-81.45
2003-12-31,57.91999999999999,242.01999999999998,2.1704477797845176,0.0,3.710000000000001,-8.230000000000004,-4.709999999999997,0.28,66.15,-6.100000000000001,11.72,4.51,939.83,973.16,35.66,1450.36,14.04,25.37,829.86,943.35,474.18,1417.54,1112.33,32.82,12.939999999999998,8.65,-16.230000000000004,3.5200000000000014,0.03151423436079663,9.49,43.19,1.44,0.0,0.0,66.74126922837392,-17.60474310269664,2949.6385327271596,-2035.035954412406,-53.778872765771936,63.6,59.41,0.0,1.03,0.04,12,2003,0.0,111.50694444444444,160.57
2004-03-31,56.9,8.83,0.08,0.0,12.58,15.4,18.89,0.28,41.5,-4.03,18.46,0.0,942.33,976.88,35.02,1451.61,1.4,26.77,834.4,943.03,466.99,1410.02,1112.33,41.6,19.67,2.2,-15.12,3.49,0.875,7.49,33.89,0.08,0.0,0.0,2.44,4.08,84.92000000000002,-55.32,12.12,23.56,15.52,0.0,1.04,0.04,3,2004,0.0,110.375,8.83
