,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2003-09-30,,,,,,,,,0.0,,,194.86,720.84,466.98,2323.42,660.7,3258.59,632.57,896.0,444.16,2265.32,396.36,2661.69,320.0,573.2,,,,,,0.0,4.64,9.85,0.0,0.0,,,,,,2.9,2.82,1.03,0.82,9,2003,,17.751269035532996,174.85
2003-12-31,2032.8499999999995,64.72,0.2836582209792545,0.0,175.86,53.95999999999998,103.10999999999996,1.92,0.0,1978.8999999999996,-32.85000000000001,610.42,818.29,648.62,2690.16,678.98,3649.4,319.28,791.79,140.64,1454.94,324.63,1779.57,430.0,1817.98,-53.55000000000001,17.089999999999975,452.02,49.150000000000006,1.693499304697157,0.45,0.98,1.05,0.0,0.0,7.088754017614893,0.0,14.242344200025045,0.0,17.711079016571357,3.0,2.91,1.85,1.4,12,2003,0.0,228.16190476190474,239.57
2004-03-31,1689.12,104.17,0.24,0.0,156.95,125.36,174.21,1.45,0.0,1563.76,-39.88,530.74,598.57,718.23,2685.02,765.3,3658.89,583.48,396.83,181.25,1396.33,281.84,1678.18,430.0,1922.15,-237.46,-106.41,264.19,48.85,1.5100000000000002,0.32,0.87,0.24,0.0,0.0,11.4,0.0,21.68,0.0,22.16,6.84,6.17,1.92,1.41,3,2004,0.0,434.0416666666667,104.17
2004-06-30,2364.77,118.91000000000001,0.2771794871794872,0.3499999999999999,230.91000000000003,132.01,183.31999999999996,1.15,0.0,2232.76,16.000000000000004,378.98,845.16,909.28,3317.9,811.21,4357.37,1120.95,593.65,244.42,2163.23,248.64,2411.87,430.0,1890.56,-466.3399999999999,-104.13,418.71999999999997,51.309999999999995,1.0365124884366326,0.26,1.28,0.52,0.35,0.67,10.916607495069035,0.0,25.159368836291915,0.0,25.01011834319527,5.91,5.5,1.53,1.11,6,2004,150.14999999999998,429.0,223.08
2004-09-30,3342.6200000000003,133.80999999999997,0.3111947658942531,0.000804169351901168,372.26,150.08999999999997,215.33000000000004,1.13,0.0,3192.53,78.96,452.43,1137.18,995.33,3397.72,864.2,4558.08,589.14,1121.44,260.74,2284.72,185.11,2469.83,430.0,2024.56,613.28,57.20999999999998,-597.05,65.24000000000001,0.9068275913608851,0.24,1.22,0.83,0.35,0.42,11.742915744346995,15.642223654347276,26.440307097424974,41.21268514107988,26.87522990277116,5.07,4.83,1.49,1.05,9,2004,0.34578313253012993,429.9879518072289,356.89
2004-12-31,2705.01,70.38999999999999,0.16309235161954688,0.0013040036949896524,231.41999999999996,90.22000000000003,157.46000000000004,1.1,0.0,2614.79,-72.74,405.6,1139.2,1440.04,3778.72,846.86,4938.88,602.55,1446.55,260.8,2648.56,121.08,2769.64,430.0,2094.04,50.23,-56.079999999999984,-40.97,67.23999999999998,1.6844750674811766,0.23,1.32,0.99,0.35,0.35,5.699995319228608,7.637334768769892,13.442763527429317,14.391664482306682,14.319178992697996,4.46,4.23,1.43,0.88,12,2004,0.562802726055736,431.5959595959596,427.28
2005-03-31,2670.09,80.83,0.19,0.55,309.6,104.81,177.97,0.95,0.0,2565.28,23.11,360.03,1175.54,1083.02,3434.38,833.1,4545.18,1045.75,621.67,263.5,2235.72,52.38,2288.1,430.0,2175.68,-420.09,-28.08,377.51,73.16,1.25,0.19,1.05,0.19,0.55,2.89,7.119999999999999,10.24,14.879999999999999,15.8,18.16,3.12,3.03,1.54,1.05,3,2005,233.98157894736843,425.42105263157896,80.83
2005-06-30,2791.45,89.64,0.21033612952425648,0.0009730065175844369,314.28,108.82999999999998,193.71,1.25,0.0,2682.6199999999994,-0.6899999999999977,299.47,1155.13,1056.3,3541.59,822.81,4621.77,1296.64,656.09,226.4,2485.91,25.21,2511.12,430.0,2029.86,36.44,-55.18000000000001,-41.81999999999999,84.88,1.48809432173137,0.26,1.24,0.4,0.55,1.38,7.761403179445064,10.011999765354608,17.668234880037545,18.29924326861031,21.033612952425646,3.23,3.12,1.42,1.0,6,2005,0.41467105263154735,426.17499999999995,170.47
2005-09-30,3898.9000000000005,105.47,0.2446212944843082,0.2563542799159238,303.12,127.16000000000003,176.27000000000004,1.3,0.0,3771.74,16.14,422.69,1213.38,1192.02,3655.54,840.35,4739.67,1307.9,615.19,165.08,2607.18,24.95,2632.13,430.0,2027.48,314.57,-81.05999999999999,-110.28,49.110000000000014,1.3277666635062102,0.28,1.3,0.64,0.8,1.25,8.898099586866712,11.20671305356237,20.808098862071464,20.823387692976734,24.431551786620282,3.05,2.95,1.4,0.94,9,2005,110.52875000000003,431.15625,275.94
2005-12-31,3615.34,99.93,0.23130098172240404,0.0016262271530050692,404.23,113.93,181.76999999999998,1.2,0.0,3501.41,54.769999999999996,301.53,1324.17,1222.28,3469.52,802.25,4582.84,1454.98,464.7,104.34,2362.5,15.05,2377.55,430.0,2127.29,-73.05,-100.55000000000001,52.41999999999999,67.84,1.2976598619033322,0.24,1.12,0.87,0.8,0.92,8.720312874132013,10.155974139995212,18.791210790964964,18.94009418149892,21.77951312953947,2.98,2.9,1.47,0.95,12,2005,0.7025862068965694,432.0344827586207,375.87
