,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2014-03-31,261.0,16.98,0.07,0.0,180.83,26.13,30.81,,16.31,234.86,8.26,12.98,19.17,52.94,378.3,335.13,809.37,75.75,90.65,43.4,222.22,105.57,327.79,258.0,481.58,28.04,-6.77,-16.48,4.68,0.0,0.0,0.68,0.07,0.0,0.0,8.4,0.0,14.12,0.0,17.800000000000004,7.49,6.51,1.7,1.46,3,2014,0.0,242.57142857142856,16.98
2014-06-30,293.71000000000004,30.610000000000003,0.11577642361840723,0.0,261.87,37.620000000000005,42.69,4.94,32.42,256.09999999999997,89.00999999999999,125.11,342.52,53.53,585.2,372.58,1050.62,5.61,92.18,43.75,153.25,118.22,271.46,344.0,779.15,-4.599999999999998,-88.2,204.94,5.07,10.665383861483177,2.18,0.35,0.18,0.0,0.0,11.654826644252996,0.0,15.719865517965962,0.0,18.26694683757092,8.84,8.58,3.82,3.47,6,2014,0.0,264.3888888888889,47.59
2014-09-30,300.28999999999996,26.42,0.08924469666261316,0.05,241.52000000000004,33.14,38.92,7.9,56.09,267.15000000000003,30.63000000000001,10.33,369.84,64.51,489.37,374.88,1070.21,21.33,94.64,45.36,167.83,113.99,281.82,344.0,788.38,-15.14,-95.24000000000001,-4.400000000000006,5.779999999999999,22.130166540499623,3.45,0.36,0.25,0.05,0.2,9.881172814484529,0.0,13.408123226591004,0.0,15.335808674503445,8.92,8.66,2.92,2.53,9,2014,14.802000000000001,296.04,74.01
2014-12-31,305.55999999999995,19.709999999999994,0.06519526248399486,0.0010390524967989743,239.69999999999993,25.319999999999993,31.42,6.5,81.53,280.2399999999999,40.53,8.18,394.85,59.85,497.92,387.34,1083.05,21.26,79.62,46.74,160.22,114.74,274.96,344.0,808.1,-6.090000000000001,11.870000000000005,-7.930000000000007,6.1,24.92780821917809,2.77,0.34,0.31,0.05,0.16,7.276632522407168,0.0,9.758258642765682,0.0,11.137874519846347,8.33,8.08,3.11,2.73,12,2014,0.3141290322580641,302.3225806451613,93.72
2015-03-31,333.15,24.64,0.07,0.0,221.24,31.7,38.75,8.95,21.97,301.45,7.75,8.1,33.72,92.48,532.43,413.47,1167.71,49.96,96.03,49.53,215.76,119.21,334.97,344.0,832.73,-1.39,-15.06,16.37,7.05,31.965,3.7,0.4,0.07,0.0,0.0,8.44,12.84,11.84,15.0,13.32,8.58,7.4,2.47,2.04,3,2015,0.0,352.0,24.64
2015-06-30,377.24,27.14,0.07862108922363846,0.02,248.98000000000002,35.17999999999999,42.28,7.55,41.61,342.06,7.550000000000001,24.23,48.12,102.11,551.96,434.4,1232.67,66.8,110.04,53.62,260.59,118.35,378.94,401.33,853.0,-61.45,73.84,3.7300000000000004,7.1000000000000005,24.005963522476048,3.55,0.44,0.15,0.02,0.13,8.80556199304751,12.285855542680572,12.726133642332949,13.313171108536112,14.424349169563538,8.39,7.29,2.12,1.73,6,2015,6.904000000000001,345.20000000000005,51.78
2015-09-30,470.09000000000003,48.11,0.13004004404845332,0.10133867253979377,320.88,63.28999999999999,71.59,6.0,72.54,406.79999999999995,46.8,11.86,49.14,138.06,620.19,457.88,1468.05,266.34,134.3,54.72,485.79,115.14,600.93,401.33,860.97,-115.59,-48.99,152.22,8.299999999999999,11.533754936603618,2.8,0.7,0.27,0.12,0.44,13.10033036339974,19.766086695364898,22.347622384623087,23.330147161878063,25.526379016918607,9.61,8.46,1.28,0.99,9,2015,37.49155555555555,369.96296296296293,99.89
2015-12-31,465.27,46.05999999999999,0.11361151079136689,0.010494004796163055,316.36,62.56,71.72,7.35,118.46,402.71000000000004,55.529999999999994,33.63,46.06,152.84,742.14,462.1,1583.01,378.06,98.58,51.29,558.46,108.63,667.09,401.33,904.44,-91.38,25.89,87.26999999999998,9.16,16.176177811550158,3.26,0.74,0.36,0.12,0.33,11.638868105515586,18.253582733812948,20.374330935251795,21.510446043165462,23.744805755395678,10.05,8.87,1.33,1.06,12,2015,4.254444444444438,405.41666666666663,145.95
2016-03-31,457.24,31.94,0.07,0.0,302.87,46.01,56.26,7.15,51.82,411.24,42.88,37.88,25.7,172.91,912.82,467.52,1700.4,428.14,117.06,49.09,652.78,100.12,752.9,401.33,936.38,-33.9,1.7,36.45,10.25,25.535,3.06,0.8,0.07,0.0,0.0,7.52,12.84,13.64,14.44,17.56,7.94,6.99,1.4,1.13,3,2016,0.0,456.2857142857143,31.94
2016-06-30,466.16999999999996,11.429999999999996,0.026354623011298126,0.02,295.21000000000004,19.92000000000001,30.720000000000006,5.65,112.53,446.24,19.869999999999997,99.55,25.71,172.79,1139.33,478.29,1860.77,574.38,109.59,49.63,767.61,95.57,863.18,467.18,986.53,-92.91999999999999,-22.849999999999998,177.44,10.8,53.59590988626423,2.68,0.87,0.1,0.02,0.2,2.4562508646529855,4.4908277611252005,4.63841364998847,4.975752824533085,6.356735070325109,5.37,4.7,1.48,1.26,6,2016,8.674,433.69999999999993,43.37
