,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2001-11-20,,,,,,,,,212.8,,,464.38,0.0,404.38,8352.82,7782.89,200.0,569.93,,,,,,0.0,13.66,5.21,0.0,0.0,,,,,0.0,11,2001,,,38.752399232245686,201.9
2002-02-20,863.4099999999999,90.17999999999998,2.179782251437962,0.0,0.0,132.76,169.14000000000004,26.8,293.84,0.0,0.0,430.16,0.0,432.04,9982.87,8814.76,250.0,1168.11,-1371.58,-94.76999999999998,1432.1399999999999,36.379999999999995,3.076912840984698,5.74,7.55,7.06,0.0,0.0,3.6185620377978633,0.0,30.87510271158586,0.0,0.0,2,2002,0.0,,41.37110481586402,292.08
2002-05-20,-1864.34,-191.71999999999997,-3.839748903945794,0.0,0.0,-292.08,-358.48,37.6,119.25,0.0,0.0,544.16,0.0,465.92,11459.75,10191.28,250.0,1268.47,2628.1099999999997,331.38,-2975.5899999999997,-66.39999999999999,-2.448539015230545,7.41,8.03,2.01,0.0,0.0,-6.7243363889996,-0.0,-60.442614587485046,-0.0,0.0,5,2002,0.0,,49.93034825870647,100.36
2002-08-20,1189.74,110.64,2.2128,1.0,0.0,162.17000000000002,185.38000000000002,38.8,315.95,0.0,0.0,403.22,0.0,525.46,12488.08,11158.98,250.0,1329.1,-1019.3500000000001,-136.89,1015.31,23.209999999999994,4.381530187997107,7.3,8.4,4.22,1.0,0.24,3.544674881516588,0.0,33.307359241706166,0.0,0.0,8,2002,50.0,,50.0,211.0
2002-11-20,1276.1999999999998,117.82,2.3576899215376192,1.49945258804209,0.0,171.76,224.23000000000002,22.4,538.83,2393.64,0.0,371.42,0.0,564.42,13299.29,11927.36,250.0,1371.92,-611.6399999999999,-85.87,665.71,52.47,2.372237311152606,4.08,8.69,6.58,2.5,0.38,3.5401179976887054,6.377945380451311,34.35491028526245,48.54404719907548,0.0,11,2002,74.93161094224924,,49.972644376899694,328.82
2003-02-20,1216.92,135.07,2.702040569962706,0.0007752925390224539,0.0,185.19,271.7199999999999,19.2,773.91,-2393.64,0.0,547.64,0.0,548.43,14352.66,12845.66,250.0,1507.0,-656.4699999999998,-55.94999999999999,888.6399999999999,86.53,1.7773234248907972,3.19,8.52,9.28,2.5,0.27,3.7618926900773886,6.3824061738774285,35.848624458384535,40.3908478303046,0.0,2,2003,0.03875543706111273,,49.98814655172414,463.89
2003-05-20,-3457.02,-349.34,-6.983750327367961,-2.4983163597435243,0.0,-509.49,-652.0899999999999,19.7,230.39,0.0,0.0,581.6,0.0,433.78,13562.91,11941.37,250.0,1621.54,4255.639999999999,493.90999999999997,-4833.07,-142.6,-0.7049937024102593,3.04,7.36,2.29,0.0,0.0,-10.246900043649061,-15.370350065473591,-86.12275512876472,-96.7356158882584,0.0,5,2003,-124.97036637931035,,50.02183406113537,114.55
2003-08-20,1260.7400000000002,159.46999999999997,3.1891672140719654,1.6000000000000003,0.0,211.40999999999997,295.15999999999997,30.0,502.03,1581.08,0.0,505.94,0.0,420.72,13594.05,11893.03,250.0,1701.02,70.75999999999999,-96.56,-49.85000000000002,83.75,2.3497983946823857,4.41,6.99,5.48,1.6,0.29,4.70227574629589,6.587841763374936,37.50181300634989,42.11097438143201,0.0,8,2003,80.0058394160584,,50.00364963503649,274.02
2003-11-20,614.4899999999998,164.12,3.2813511662938786,1.8003945011077018,0.0,213.91000000000008,296.03999999999996,37.8,777.98,836.73,0.0,541.27,0.0,402.51,13920.58,12143.66,250.0,1776.92,-87.48000000000002,-64.80000000000001,153.45000000000005,82.13000000000002,2.883202534730685,5.32,6.83,8.76,3.4,0.39,4.71975167754599,6.412868945998996,36.94891313278861,41.69863148765235,0.0,11,2003,90.04849848348499,,50.01598173515982,438.14
2004-02-20,1202.6499999999996,184.58000000000004,3.690295799075026,0.00011480786017027977,0.0,248.89,295.7700000000001,32.0,1048.78,992.5300000000002,0.0,700.07,0.0,404.44,14899.67,12938.18,250.0,1961.49,-1949.4099999999999,-95.25,2206.8199999999997,46.879999999999995,2.1676107920684795,4.08,6.6,12.45,3.4,0.27,4.955963514902365,6.746275693730731,37.643981243576576,42.576232014388495,0.0,2,2004,0.0057424217417860746,,50.01767068273093,622.72
