,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-09-30,1949.1599999999999,282.92,1.8338197166113956,-0.010622362074163056,505.52,307.19,450.94000000000005,13.0,1641.9699999999998,376.27,1903.82,1612.59,1090.16,4820.58,2387.26,9109.81,0.0,1005.46,1595.54,0.0,1595.54,772.33,7514.26,126.38999999999999,-186.53,0.0,143.75,1.772693340873745,1.34,0.21,3.44,2.75,0.8,12.431591799819115,14.627910762737415,15.054380464274947,15.03305697919807,17.14408200180886,8.97,9.61,0.0,3.02,2.34,9,2002,-1.6388081395348308,154.27906976744188,530.72
2002-12-31,2171.34,-1396.7,-9.048115429917551,0.0015065603856787482,654.8799999999999,510.3900000000001,658.4099999999999,13.2,1660.96,469.81000000000006,2508.04,1536.51,978.28,5164.1,2352.47,7549.1,0.0,936.93,1484.58,0.0,1484.58,776.04,6064.52,720.9,-122.63999999999999,5.960000000000036,148.01999999999992,-0.36426093649316243,1.69,0.24,-5.61,2.75,-0.49,-73.99777823968222,90.51341139518233,-92.12626619552414,-82.44913739347328,118.57708492112982,-10.74,-11.25,0.0,3.48,2.82,12,2002,0.232558139534774,154.36363636363635,-865.98
2003-03-31,2132.74,475.85,3.0699999999999994,0.0,611.39,506.22,677.54,15.2,1626.53,474.53,1962.85,1453.95,1093.94,5783.06,2423.12,8237.64,0.0,1012.66,1684.69,0.0,1684.69,776.04,6552.95,768.03,-1335.97,22.75,171.32,1.2374999999999998,1.8,0.26,3.07,0.0,0.0,23.12,23.96,29.04,27.04,30.92,22.82,22.31,0.0,3.43,2.78,3,2003,0.0,155.00000000000003,475.85
2003-06-30,2024.9000000000005,434.66999999999996,2.7927113078241,4.0,528.87,464.2099999999999,589.6300000000001,19.4,1560.6899999999998,394.78,2698.48,1181.95,1111.25,5193.51,2434.61,7659.58,0.0,718.65,1327.38,0.0,1327.38,779.72,6332.21,431.3600000000001,913.1500000000001,-608.88,125.42000000000002,1.7386329859433594,2.39,0.21,5.85,4.0,0.68,22.704504239335765,23.067318016078723,27.459274260861925,25.797969072617843,29.273343144576724,22.53,21.9,0.0,3.91,3.08,6,2003,622.5777777777778,155.64444444444445,910.52
2003-09-30,2050.9399999999996,184.30999999999995,1.1834707671510643,0.002373174120385792,427.49,331.2700000000001,454.3599999999999,18.8,1719.6600000000003,278.32000000000016,2932.27,1427.14,966.92,5527.15,2345.79,7904.37,0.0,750.29,1477.81,0.0,1477.81,780.92,6426.56,425.92999999999984,-209.90000000000003,17.75999999999999,123.08999999999997,3.965053578210624,2.28,0.23,7.03,4.0,0.57,9.326355689924462,10.302761159266733,11.474447722477459,10.578848223011791,13.642741247499611,18.13,17.63,0.0,3.74,3.09,9,2003,0.36959064327481883,155.73684210526315,1094.83
2003-12-31,2560.09,519.72,3.3316416338917962,0.006623973764891751,652.0,414.27,615.0400000000002,25.0,2145.8199999999997,511.6099999999999,1672.18,1490.31,1014.9,5899.54,2540.93,8473.48,0.0,963.8,1534.2,0.0,1534.2,786.21,6939.29,548.6000000000001,-1823.18,14.490000000000009,200.77000000000004,1.8794788539983065,2.83,0.22,10.35,4.0,0.39,24.528607971261344,27.58019856926079,29.96224186305782,31.970883775665044,31.842124678703048,19.1,18.41,0.0,3.85,3.18,12,2003,1.0333079074498528,155.9951690821256,1614.55
2004-03-31,2547.43,556.37,3.53,0.0,700.55,583.23,714.68,28.0,1964.2,561.96,2570.54,1955.74,1213.53,6648.98,2747.08,9428.47,0.0,1116.78,1940.24,0.0,1940.24,789.02,7488.23,478.38,386.98,33.0,131.45,1.9825000000000002,2.95,0.26,3.53,0.0,0.0,23.6,26.399999999999995,29.72,31.68,31.16,22.2,21.84,0.0,3.43,2.8,3,2004,0.0,157.61189801699717,556.37
2004-06-30,2783.36,482.34000000000003,0.6129610767201625,5.0,671.3800000000001,550.6199999999999,762.14,25.0,2232.74,521.6499999999999,2707.48,1622.05,1524.57,6232.96,3111.64,9377.04,0.0,1314.78,2099.17,0.0,2099.17,789.14,7277.87,803.16,122.76999999999998,-789.0,211.52000000000004,10.196732284280799,2.71,0.29,1.32,5.0,3.79,20.580632515331516,24.72276342771322,26.50592292362642,28.34480615378691,28.939192652424644,19.67,19.49,0.0,2.97,2.24,6,2004,3934.5075757575755,786.9015151515151,1038.71
2004-09-30,3004.7400000000007,477.69000000000005,0.6048303877604854,0.018296923335172882,661.81,503.60000000000014,691.5899999999999,20.3,2501.1400000000003,513.19,2780.59,1670.44,1595.79,6283.35,3414.36,9730.16,0.0,1136.13,1929.18,0.0,1929.18,789.21,7800.98,388.96000000000004,-315.93,0.09000000000003183,187.99,8.38846741610668,2.05,0.25,1.92,5.0,2.6,19.63178633605909,23.399375626483778,24.49563070429966,26.86454972302823,26.44872883144289,18.37,18.19,0.0,3.26,2.43,9,2004,14.450757575758416,789.7916666666667,1516.4
2004-12-31,2893.199999999999,337.04999999999995,0.42371064771102535,0.03570481174746137,576.6499999999999,408.74,684.7800000000002,19.5,2484.460000000001,361.53,2760.7,1551.27,1462.09,6017.32,3456.36,9506.06,0.0,994.12,1557.82,0.0,1557.82,793.83,7948.24,454.0999999999999,-479.45,5.459999999999923,276.03999999999996,11.50673230974633,1.95,0.2,2.33,5.0,2.15,14.184304944832608,16.55562977150719,16.962973913512634,18.112266314170867,18.72328252717904,16.77,16.51,0.0,3.86,2.92,12,2004,28.402181688125438,795.4721030042919,1853.45
2005-03-31,2508.39,408.51,0.51,0.0,537.26,434.41,536.63,22.1,2073.99,374.57,3023.1,1678.09,1559.7,6457.04,3551.58,10041.24,0.0,1129.34,1712.11,0.0,1712.11,796.32,8329.14,499.27,-260.78,23.91,102.22,10.832499999999998,2.11,0.21,0.51,0.0,0.0,16.28,17.84,19.6,20.68,20.88,16.68,16.29,0.0,3.77,2.86,3,2005,0.0,801.0,408.51
2005-06-30,2868.82,442.43000000000006,0.5563260629421581,1.1,660.4000000000001,476.31,589.33,20.8,2392.49,484.57,2737.7,1782.41,1809.11,6554.91,3566.99,10154.59,0.0,1347.51,2001.46,0.0,2001.46,796.6,8153.13,464.46000000000004,125.24999999999997,-875.11,113.02000000000001,9.347395972244195,2.03,0.25,1.07,1.1,1.03,17.428083766187985,19.403821185982565,21.712314381742544,22.939351305614966,23.230512609584697,16.07,15.82,0.0,3.28,2.37,6,2005,874.7981308411216,795.2710280373832,850.94
2005-09-30,3479.05,619.1599999999999,0.779161961771308,-0.0008615346276274629,759.9199999999998,649.99,782.47,24.8,2829.0700000000006,593.42,3205.77,2102.43,1500.46,7012.15,3623.14,10637.98,0.0,1225.95,1833.1,0.0,1833.1,798.74,8804.88,590.6199999999999,-160.86999999999998,38.32000000000005,132.48000000000002,7.959994589443763,2.25,0.21,1.85,1.1,0.59,23.282201754982648,25.826060268008977,28.13406434936398,29.83558560642133,29.869279096660087,16.84,16.6,0.0,3.83,3.01,9,2005,-0.68461732760818,794.6486486486485,1470.1
2005-12-31,3490.2299999999996,591.4100000000003,0.7401554200561727,0.506038357871238,768.31,633.44,737.8300000000002,26.5,2856.79,536.71,3289.42,2114.26,1570.87,7233.39,4120.77,11356.84,0.0,1521.66,2301.39,0.0,2301.39,806.17,9055.45,1026.6800000000003,-602.36,-340.66999999999996,104.38999999999999,8.949674379871828,2.36,0.25,2.58,1.6,0.62,20.827629262045786,24.13250927718033,26.129207619657446,27.82754873854603,27.80459818288537,16.99,16.7,0.0,3.14,2.46,12,2005,404.34230043997513,799.0348837209303,2061.51
2006-03-31,3344.27,457.89,0.57,0.0,594.87,475.89,598.85,30.25,2868.38,398.54,3276.98,2189.84,1802.46,7650.48,4417.93,12071.03,0.0,1790.44,2693.36,0.0,2693.36,813.98,9377.66,569.59,-717.9,135.87,122.96,13.267499999999998,2.63,0.29,0.57,0.0,0.0,15.160000000000002,17.2,19.52,20.68,20.28,14.02,13.69,0.0,2.84,2.17,3,2006,0.0,803.3157894736843,457.89
2006-06-30,3725.68,573.37,0.706106995326106,0.9,745.42,599.7900000000001,813.7499999999999,25.0,3125.8900000000003,543.21,2072.52,2745.8,2353.05,7411.85,4587.14,12001.35,0.0,1892.75,2786.88,0.0,2786.88,816.19,9214.47,-129.49,-382.0400000000001,-692.93,213.96000000000004,8.853580323351414,2.21,0.3,1.27,0.9,0.71,19.10380815701181,21.594642282256657,24.886101662044485,26.42063339991855,25.953602001435137,14.87,14.59,0.0,2.66,1.82,6,2006,730.8141732283465,812.0157480314961,1031.26
2006-09-30,4160.340000000001,677.52,0.8326361497676705,0.001868137630632561,813.54,713.79,916.02,27.75,3446.5499999999993,621.1400000000001,2069.13,2626.77,2195.12,7220.06,5035.22,12257.63,0.0,1562.28,2377.08,0.0,2377.08,818.66,9880.55,646.7900000000001,-712.44,62.259999999999934,202.22999999999996,8.329268434880152,2.3,0.24,2.1,0.9,0.43,22.108472243354907,24.788767658797507,27.42148386568195,29.00745748428703,28.721982232938117,15.54,15.22,0.0,3.04,2.11,9,2006,1.520112485939194,813.7047619047619,1708.78
2006-12-31,4107.41,507.41999999999985,0.6204801913184729,0.5044915105650597,681.8299999999999,579.3399999999999,839.5799999999999,28.0,3528.0699999999997,473.2299999999998,2117.76,2457.35,2428.34,7180.47,5143.01,12346.76,0.0,1738.25,2475.12,0.0,2475.12,825.22,9871.64,866.1199999999999,-446.9899999999998,-370.49999999999994,260.24,11.279288360726817,2.34,0.25,2.71,1.4,0.52,16.43929067773666,18.307600036097817,20.560561321180394,21.448924104322714,21.98011009836657,14.77,14.45,0.0,2.9,1.92,12,2006,412.5660832894041,817.7859778597785,2216.2
2007-03-31,3714.5,369.78,0.45,0.0,496.15,397.77,643.11,26.25,3316.73,250.54,2323.1,2107.77,2353.36,7089.96,5220.07,12318.03,0.0,1470.93,2199.03,0.0,2199.03,826.95,10118.99,599.58,-407.41,13.17,245.34,14.5825,2.15,0.22,0.45,0.0,0.0,11.999999999999998,13.040000000000001,14.599999999999998,15.16,15.72,10.37,9.96,0.0,3.22,2.15,3,2007,0.0,821.7333333333332,369.78
2007-06-30,4058.2799999999997,432.36,0.5228379085945097,1.0,568.5300000000001,442.76,602.6999999999999,28.25,3615.53,351.96000000000004,2235.77,2319.72,2232.27,7001.52,5276.15,12285.55,180.0,1516.44,2595.85,0.0,2595.85,828.53,9689.7,854.9599999999999,-308.49999999999994,-633.78,159.93999999999997,13.506289203441577,2.42,0.27,0.97,1.0,1.03,14.07889296132845,14.919745680305184,17.851950033659957,18.304716882339743,18.692802752636698,10.65,10.32,0.0,2.7,1.84,6,2007,826.9484536082474,826.9484536082474,802.14
2007-09-30,4728.160000000001,1033.65,1.249981207000801,-1.9374225978640258e-05,796.98,1063.21,1279.7000000000003,24.6,3664.9300000000003,596.73,3048.05,2287.0,2232.39,7726.11,5547.62,13301.26,0.0,1291.6,2546.17,0.0,2546.17,830.33,10755.09,1444.3200000000002,-459.42999999999995,-172.62,216.49,4.919593963140327,1.9,0.24,2.22,1.0,0.45,31.08061379569559,33.558054025787264,38.44536793424085,40.0669651757554,39.864265520566086,15.78,14.69,0.0,3.03,2.16,9,2007,-0.01602117581501261,826.9324324324324,1835.79
2007-12-31,3600.3500000000004,613.3699999999999,0.7388008541704094,0.003964348725409569,697.7099999999998,650.3799999999999,839.3899999999999,21.6,2949.99,496.56999999999994,3386.43,2449.54,2205.35,8203.88,5566.94,13773.45,0.0,1519.43,2482.6,0.0,2482.6,830.41,11290.85,545.7799999999997,-209.01999999999998,1.6200000000000045,189.01,7.30711120530838,1.59,0.22,2.95,1.0,0.34,17.81136160969475,19.594501298404346,21.728258341635495,23.19083359192539,22.65989874079276,15.66,15.21,0.0,3.3,2.42,12,2007,3.2912963811268128,830.2237288135592,2449.16
2008-03-31,3829.98,447.64,0.54,0.0,539.53,484.86,709.44,18.5,3345.11,329.86,3721.2,2160.99,2031.6,8161.61,5524.38,13688.19,0.0,1419.61,2220.08,0.0,2220.08,830.41,11468.11,660.41,-59.87,0.0,224.58,8.565,1.34,0.19,0.54,0.0,0.0,13.08,14.919999999999998,15.6,16.6,16.92,12.18,11.69,0.0,3.68,2.76,3,2008,0.0,828.9629629629629,447.64
2008-06-30,4037.2999999999997,545.91,0.6593447737909516,1.3000000000000003,654.0799999999999,562.8000000000001,807.6599999999999,18.3,3474.4999999999995,450.74,3505.78,2381.9,2157.77,8158.51,5666.36,13827.12,0.0,1634.86,2538.92,0.0,2538.92,830.45,11288.2,1196.6999999999998,-682.05,-1078.39,244.85999999999999,6.938706700738217,1.35,0.22,1.2,1.3,1.08,15.802296411856476,17.626483619344775,19.340780031201252,20.81331669266771,20.39573166926677,13.07,12.63,0.0,3.21,2.36,6,2008,1076.3458333333335,827.9583333333334,993.55
2008-09-30,4110.150000000001,580.27,0.7005330978129646,0.0005775226307116273,825.3500000000001,618.3499999999999,861.06,13.3,3491.8100000000004,572.67,3905.42,2103.4,2305.86,8757.78,5877.97,14638.02,0.0,1597.12,2661.88,0.0,2661.88,830.48,11976.13,922.1600000000001,-635.38,0.25,242.70999999999998,4.746385303393248,0.92,0.22,1.9,1.3,0.68,15.854170108398673,17.59444180401825,19.378957695289166,20.426070325704334,20.51455871700703,13.5,13.14,0.0,3.29,2.42,9,2008,0.478377192982407,828.3263157894737,1573.82
2008-12-31,3535.5599999999995,335.73,0.4043774711319421,0.0029951118271181517,542.4099999999999,373.01,625.0300000000002,10.0,3162.539999999999,309.0799999999999,4316.3,1540.27,2060.58,8416.49,5875.21,14311.61,0.0,1087.99,1914.13,0.0,1914.13,830.48,12397.48,766.4900000000002,-456.48,-41.039999999999964,252.01999999999998,6.185433607363059,0.67,0.15,2.3,1.3,0.57,9.381557330261057,10.21141022754052,10.83028357466419,11.3366344950381,11.568712000209475,12.64,12.31,0.0,4.4,3.32,12,2008,2.4866590389015073,830.2391304347826,1909.55
2009-03-31,2686.56,201.21,0.23999999999999996,1.2,364.64,213.95,463.36,10.1,2472.62,189.95,4361.16,1597.55,1827.84,8495.53,5696.4,14211.08,0.0,920.02,1632.31,0.0,1632.31,830.48,12578.78,444.96,-362.83,-150.68,249.41,10.520000000000001,0.67,0.13,0.24,1.2,5.0,5.68,6.12,6.4,6.68,6.799999999999999,7.63,7.49,0.0,5.2,4.08,3,2009,1006.0500000000001,838.3750000000001,201.21
2009-06-30,3359.5800000000004,504.23,0.6147054320707643,-0.02647283964617828,553.74,507.3,757.4699999999999,16.2,2852.2799999999997,375.66,3684.72,1944.64,1478.95,8216.17,5444.25,13678.78,0.0,1131.76,1875.02,0.0,1875.02,830.48,11803.76,838.2,-210.96999999999997,-1052.28,250.17,6.589497649881999,1.14,0.16,0.86,1.2,1.4,14.752930369698344,14.981657972329327,17.097388296665912,17.469070650941255,17.469070650941255,12.05,11.67,0.0,4.38,3.59,6,2009,-21.715116279069775,820.2790697674419,705.44
2009-09-30,3822.1400000000003,687.5899999999999,0.8489801368240454,-0.015376553268773978,730.2099999999999,734.5,982.8899999999999,19.1,3087.630000000001,562.2099999999999,4137.26,2215.38,1552.79,9384.29,5367.28,14770.34,75.89,1370.0,2389.88,0.0,2389.88,830.48,12380.45,927.53,-355.99,75.8900000000001,248.39000000000004,5.622039660262657,1.28,0.19,1.72,1.2,0.7,18.618331837792436,19.54628687106523,22.211689626210486,22.586820384342044,23.21861955593203,14.72,14.12,0.0,3.93,3.28,9,2009,-12.453488372093148,809.9011627906976,1393.03
2009-12-31,4067.3999999999996,649.9300000000001,0.8048727826291264,-0.003577128398283819,852.6299999999999,723.1599999999999,983.6800000000003,20.8,3344.24,694.04,4272.07,2293.06,1756.82,10157.24,5605.41,15810.9,43.91,1506.49,2804.61,0.0,2804.61,830.47,13006.29,720.96,-518.2,-31.980000000000018,260.52,6.459592263782253,1.33,0.22,2.53,1.2,0.47,16.44103770998943,18.41345322473274,19.991385636527394,20.462220307788698,21.31481282061323,15.18,14.66,0.0,3.62,3.0,12,2009,-2.888509973343048,807.4940711462451,2042.96
2010-03-31,4028.56,597.4,0.74,1.3999999999999997,700.44,624.87,894.43,21.7,3403.69,547.37,4173.13,2442.7,1911.24,10514.98,5604.66,16158.69,41.92,1436.64,2718.21,0.0,2718.21,830.48,13440.48,538.08,-449.76,-2.0,269.56,7.33,1.34,0.2,0.74,1.4,1.89,14.800000000000002,16.48,17.76,18.36,18.6,15.22,14.83,31243.5,3.87,3.17,3,2010,1130.216216216216,807.2972972972973,597.4
2010-06-30,4535.75,743.4499999999999,0.9259510758101204,-0.007660126845718162,790.47,769.9699999999999,1043.12,27.0,3765.78,651.9999999999999,3254.73,2574.05,2156.64,10055.54,5855.42,15991.85,0.0,1740.38,2957.64,0.0,2957.64,830.48,13034.22,801.5600000000001,-559.54,-1168.75,273.15000000000003,7.2908549667092615,1.72,0.23,1.67,1.4,0.84,18.58555692284745,20.84776074877876,22.821644479248235,23.952746392213893,23.730961703397096,16.13,15.66,69742.0,3.4,2.67,6,2010,-6.150347952743232,802.9041916167664,1340.85
2010-09-30,4870.27,843.6399999999999,1.0465895472169704,0.00552417131961604,823.0799999999997,873.0400000000002,1159.6499999999999,25.5,3997.2300000000005,688.1200000000001,3062.78,2725.1,2365.84,10408.68,6314.52,16778.99,0.0,1804.61,3185.46,0.0,3185.46,830.48,13593.52,847.2299999999998,-679.99,0.0,286.61,6.091475896116828,1.56,0.23,2.71,1.4,0.52,20.113056685999933,22.213959688531418,24.824640625500688,25.98322684013202,25.76695741340084,16.84,16.26,113394.0,3.27,2.52,9,2010,4.452950924718834,806.0848708487084,2184.49
2010-12-31,4210.6,564.9300000000003,0.7027157000385539,-0.003763106991152697,556.1200000000003,576.3800000000001,891.0500000000002,25.0,3634.2199999999993,381.04999999999995,2974.54,2431.56,2555.01,10239.27,6526.49,16803.94,0.0,0.0,2725.4,0.0,2725.4,830.47,14078.54,622.0300000000002,-660.3899999999999,-0.7699999999999818,314.66999999999996,8.894137415254983,1.47,0.19,3.42,1.4,0.41,13.446115617111978,14.333756501371207,16.05150599035434,16.68436106524286,16.602172094478117,16.21,15.58,3600.33,3.76,2.82,12,2010,-3.0252519367295463,803.9239766081872,2749.42
2011-03-31,3979.06,457.25,0.57,1.55,516.23,465.91,763.12,24.0,3513.15,312.78,3498.49,2330.06,2582.51,10688.38,6483.41,17190.75,0.0,1610.06,2602.89,280.23,2883.12,830.48,14307.63,809.9,-332.13,0.0,297.21,10.5275,1.39,0.2,0.57,1.55,2.72,10.64,11.16,12.8,13.2,12.76,11.97,11.49,0.0,4.11,3.11,3,2011,1243.3991228070176,802.1929824561404,457.25
2011-06-30,4584.810000000001,617.03,0.7639068957813605,0.010624014844050532,585.8399999999999,640.6799999999998,946.2299999999999,23.3,3944.1299999999997,402.53,2762.23,2735.95,2674.18,10382.3,6563.75,16964.39,0.0,1672.48,2850.1,290.62,3140.73,830.48,13823.66,596.5400000000001,-207.66999999999996,-1247.57,305.55,7.625798421470592,1.4,0.23,1.33,1.55,1.17,14.542949324198531,15.438960420002234,17.851297985627582,18.379714785716946,18.012120490002605,13.17,12.54,110659.0,3.64,2.7,6,2011,8.581328320801958,807.7293233082706,1074.28
2011-09-30,4652.869999999999,485.53999999999996,0.6038822428228897,-0.007129717010917865,581.8100000000002,494.28,797.44,16.9,4158.599999999999,369.3900000000001,3552.36,2666.04,2709.81,11122.0,6539.08,17678.45,51.97,1910.37,3022.63,301.01,3323.64,830.48,14354.8,1124.3200000000002,-510.33000000000015,51.97000000000003,303.15999999999997,6.995320776866995,0.98,0.23,1.94,1.55,0.8,10.981940993191522,11.567146465617826,13.534432947391364,13.895517175058659,13.596688848713313,12.3,11.8,160087.0,3.68,2.78,9,2011,-5.732512983489642,804.0309278350516,1559.82
2011-12-31,3781.6099999999988,58.25,0.07235935404525144,0.001885050912443162,369.6700000000001,69.47000000000003,356.3800000000001,18.9,3712.130000000001,27.319999999999936,3824.15,2568.52,2646.58,11507.63,6372.59,17911.71,38.82,2506.44,2994.23,352.9,3347.13,830.47,14564.58,331.4399999999996,-192.62999999999988,-13.700000000000045,286.90999999999997,65.27836051502146,1.08,0.23,2.01,1.55,0.77,1.3003083920967573,1.3852676336623262,1.599825718294017,1.6271854740524208,1.612785602600629,9.92,9.52,2982.75,3.84,2.96,12,2011,1.5174847412422423,805.0099502487562,1618.07
2012-03-31,4235.88,275.08,0.34,1.0,346.82,294.71,586.34,21.9,3941.17,52.79,3905.56,2926.85,2499.37,11428.22,6541.65,18004.98,54.95,2418.45,2945.89,365.38,3311.27,804.88,14693.71,510.9,-252.26,16.04,291.63,16.1025,1.2,0.23,0.34,1.0,2.94,6.12,6.680000000000001,7.48,7.6,7.84,6.9,6.49,3274.56,3.88,3.03,3,2012,809.0588235294117,809.0588235294117,275.08
2012-06-30,4997.650000000001,516.96,0.639640422200899,-0.0010575817620619191,601.3199999999999,537.26,834.65,19.1,4460.389999999999,266.12,3289.52,3379.54,2966.5,12043.47,6570.96,18681.39,0.0,3211.77,3695.11,377.33,4072.44,804.88,14608.95,663.08,-619.3,-859.8299999999999,297.39,7.465209880841843,1.05,0.28,0.98,1.0,1.02,11.069695469925762,12.192329680319176,14.15041260542397,14.542029190444929,14.489813645775468,9.12,8.58,9244.11,3.26,2.46,6,2012,-0.8547418967586964,808.204081632653,792.04
2012-09-30,4898.0,640.7,0.7959895026313218,-0.0040923442537531985,398.7099999999999,688.31,1018.9199999999998,20.9,4209.6900000000005,324.25999999999993,3414.6,2808.72,3026.38,11866.57,6541.91,18519.82,25.61,2479.16,3016.64,389.28,3405.91,804.88,15113.91,629.8199999999999,-323.33000000000015,25.610000000000014,330.61,6.563277508974559,1.11,0.23,1.78,1.0,0.56,13.844851124418946,15.025419824950795,16.957259516730183,17.386557226014492,17.547543866996108,10.88,10.14,16892.0,3.93,2.93,9,2012,-3.293969273102448,804.9101123595506,1432.74
