,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,135.92,-104.76,-2.07,0.0,26.39,34.33,38.45,0.49,0.0,101.6,-5.07,22.23,280.02,6013.74,6412.77,260.02,7954.67,1294.68,88.44,413.93,4850.72,3020.47,7871.19,507.13,83.48,81.47,-6.15,-83.54,4.12,-0.05999999999999999,2.98,94.29,-2.07,0.0,0.0,-5.28,0.0,-501.96000000000004,0.0,4.44,-108.54,-77.07,0.0,1.32,0.08,3,2000,0.0,50.60869565217392,-104.76
2000-06-30,216.99000000000004,-156.85000000000002,-3.0937120140667407,0.0,66.67,-70.42,-51.24,0.34,0.0,287.4,-99.38,30.06,251.86,6947.38,7298.45,423.92,8920.05,1416.87,88.48,508.14,5170.13,3068.38,8238.51,507.13,603.72,182.22,-46.93,-128.42000000000002,19.18,-0.029188237169270003,0.29,13.65,-5.16,0.0,0.0,-7.026803256756241,0.0,-103.91514850349759,0.0,-2.3022973127938537,-91.94,-74.13,0.0,1.41,0.07,6,2000,0.0,50.69961240310078,-261.61
2000-09-30,216.79000000000002,98.02000000000001,1.7975426370805063,0.0,35.129999999999995,48.09,36.849999999999994,0.28,0.0,168.70000000000005,19.430000000000007,29.58,214.64,5907.26,6200.61,374.49,7835.61,1047.06,60.6,1664.47,4495.54,2568.9,7064.44,515.78,696.98,601.23,-11.11,-590.5999999999999,-11.24,0.037551265047949395,0.21,10.14,-3.0,0.0,0.0,5.009152148664344,-0.0,56.2511009230393,-0.0,-0.862820465798643,-34.61,-28.72,0.0,1.38,0.07,9,2000,0.0,54.53,-163.59
2000-12-31,347.19999999999993,-259.63,-4.907707575256367,0.0,-111.99,-220.32,-212.81,0.3,0.0,567.52,-183.72000000000003,65.56,153.58,5515.18,5798.22,416.63,7459.54,961.66,60.46,445.96,2565.97,4099.41,6665.38,568.86,708.41,-374.77,-30.879999999999995,441.72999999999996,7.51,-0.016300889727689408,0.24,9.41,-8.0,0.0,0.0,-13.9133509758518,0.0,-146.5932252729077,0.0,-10.45341713529606,-56.79,-46.16,0.0,2.26,0.11,12,2000,0.0,52.9025,-423.22
2001-03-31,203.46,215.29,3.78,0.0,41.83,46.96,51.8,0.35,0.0,156.5,11.57,51.51,2.58,5164.05,5427.19,413.12,6990.33,753.44,51.09,431.06,2201.51,3785.66,5987.16,557.0,876.65,126.47,-8.39,-132.14,4.84,0.0225,0.22,6.83,3.78,0.0,0.0,12.32,2.52,98.24,179.4,3.92,128.09,105.81,0.0,2.47,0.12,3,2001,0.0,56.955026455026456,215.29
2001-06-30,192.12999999999997,119.12000000000003,2.0232696390658176,0.0,70.29,-94.78,-88.9,0.56,0.0,286.91,-77.87,19.94,22.03,5031.6,5274.81,412.04,6878.66,756.15,81.71,407.92,2268.26,3379.31,5647.57,607.5,1104.83,99.30000000000001,-52.589999999999996,-78.27000000000001,5.880000000000001,0.07018342847548689,0.31,5.11,5.68,0.0,0.0,6.9247115815914615,-0.8691510421339076,43.129839418677676,55.78239885170899,-1.4818312849496131,88.68,84.53,0.0,2.33,0.11,6,2001,0.0,58.87500000000001,334.41
2001-09-30,200.07999999999998,93.56,1.5718307357992383,0.0,-19.820000000000007,-304.31,-297.71999999999997,0.52,0.0,504.37999999999994,-171.78000000000003,14.67,25.68,4935.11,5144.44,412.86,6743.9,595.25,78.98,400.85,1969.72,3391.23,5360.96,607.5,1269.93,23.090000000000003,-13.640000000000008,-12.509999999999991,6.589999999999998,0.08004996793501498,0.25,4.22,7.19,0.0,0.0,5.552781737037642,-4.2236119354160335,29.469093628058044,38.05623010958712,-6.4534691683996535,86.44,71.85,0.0,2.61,0.11,9,2001,0.0,59.522948539638385,427.97
2001-12-31,215.92000000000007,-13.050000000000011,-0.21481610912947094,0.0,65.86,185.04,189.67,0.86,0.0,30.889999999999986,-65.92999999999998,8.35,22.76,4736.95,4934.55,420.75,6533.14,110.81,9.96,20.92,593.05,4576.03,5169.08,646.38,1254.6,-119.66000000000003,67.03,46.309999999999974,4.630000000000003,-1.0333256704980835,0.44,4.12,6.83,0.0,0.0,-0.7988768919309752,0.30067964908898126,-4.160450207268875,-5.317878145184618,0.3535187506025261,61.88,51.12,0.0,8.32,0.33,12,2001,0.0,60.749633967789165,414.92
2002-03-31,261.62,-52.65,-0.8099999999999999,0.0,75.61,-24.7,-18.48,1.47,0.0,286.32,29.93,39.16,23.0,4138.58,4377.84,375.54,5976.53,106.46,5.1,20.92,597.33,4486.76,5084.09,646.38,792.84,101.25,-4.46,-71.85,6.22,-0.4525,1.2,6.41,-0.81,0.0,0.0,-3.52,-1.52,-26.560000000000002,-25.24,-1.84,-20.87,-20.12,0.0,7.33,0.4,3,2002,0.0,65.0,-52.65
2002-06-30,322.93999999999994,454.84999999999997,7.0229201889607165,0.0,109.92,22.15,28.22,1.9,0.0,300.79,62.48,46.54,24.42,3968.96,4241.53,378.5,5703.21,110.73,12.04,0.93,640.4,3721.85,4362.26,649.72,1246.77,186.01999999999998,7.97,-186.60999999999999,6.069999999999999,0.06852918544575136,0.99,3.5,6.21,0.0,0.0,31.891521631029338,-0.18094480358030832,145.93198408751863,154.75304326205867,-0.2261810044753854,64.48,68.8,0.0,6.62,0.43,6,2002,0.0,64.76650563607085,402.2
