,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,18069.99,-737.26,-0.38,0.0,3759.04,1952.46,2703.41,4.17,0.0,16117.53,2112.4,1154.48,5859.87,8962.48,27506.19,130452.08,175908.08,50033.58,4796.56,14191.9,139523.98,1976.62,141500.6,19500.0,34407.43,1247.25,-1330.14,-177.3,750.95,-2.745,2.36,4.11,-0.38,0.0,0.0,-1.68,0.0,-8.56,0.0,21.48,-4.06,-4.08,0.0,0.2,0.13,3,2000,0.0,1940.157894736842,-737.26
2000-06-30,16362.679999999997,-4444.04,-2.2815020168683535,0.0,3002.0299999999997,-1414.73,-681.8499999999999,2.38,0.0,17777.410000000003,1176.27,2030.6,5999.72,9711.86,29645.12,129934.94,176467.19,69234.03,5818.46,11944.86,145784.85,1610.53,147395.38,19500.0,29071.76,3943.1499999999996,-721.8999999999999,-2378.89,732.8799999999999,-0.25941243778183815,1.59,5.07,-2.66,0.0,0.0,-10.08664049562851,0.0,-61.13739239187076,0.0,6.003952675969351,-14.86,-15.05,0.0,0.2,0.14,6,2000,0.0,1947.857142857143,-5181.3
2000-09-30,16599.04,-8160.5199999999995,-4.183683845232509,0.0,3441.91,-4000.03,-3259.18,1.94,0.0,20599.07,1634.2399999999998,1723.02,3894.83,12316.44,30297.79,129446.77,175054.94,74677.57,4487.86,0.0,154793.8,28.03,154821.84,19500.0,20233.06,-601.5299999999997,-943.4499999999998,1236.53,740.8499999999999,-0.1144445942170352,1.87,7.65,-6.84,0.0,0.0,-18.64308239805364,0.0,-161.3287209091413,0.0,-41.81237246492607,-25.39,-26.14,0.0,0.2,0.12,9,2000,0.0,1950.5584795321638,-13341.82
2000-12-31,18890.379999999997,-25934.370000000003,-13.305199804257999,0.0,414.130000000001,-22319.31,-19712.04,1.75,0.0,41209.689999999995,-11304.83,1126.02,4774.14,13459.43,22969.17,108382.44,137706.24,3803.11,3346.14,0.0,161266.46,0.0,161266.46,19500.0,-23560.26,-2046.92,-2467.3200000000006,4050.8900000000003,2607.27,-0.03407502380046247,-1.45,-6.84,-20.15,0.0,0.0,-75.32790043026067,0.0,440.31957506061565,0.0,289.02987882480454,-54.52,-56.17,0.0,0.14,0.06,12,2000,0.0,1949.1905707196033,-39276.19
2001-03-31,19347.0,-6080.01,-3.12,0.0,2752.74,-3165.83,-2169.45,1.07,0.0,22512.84,411.75,2297.0,4109.91,12871.82,22955.76,106261.06,134760.97,75869.2,4938.29,0.0,164604.37,0.0,164604.37,19500.0,-29843.44,3109.67,-439.0,-1468.19,996.38,-0.085,-0.7,-5.52,-3.12,0.0,0.0,-18.04,-8.16,81.48,-1065.72,42.44,-31.68,-31.43,0.0,0.14,0.06,3,2001,0.0,1948.7211538461538,-6080.01
2001-06-30,20100.86,15835.64,4.09054185121822,0.0,2587.0700000000006,988.8499999999999,2077.04,1.6,0.0,19111.999999999996,255.66999999999996,986.54,4594.83,12705.79,22037.5,109056.73,137528.62,2332.27,4176.85,66.95,13488.66,115610.57,129099.23,78489.11,8429.35,16147.929999999998,124.66000000000003,-17583.350000000002,1088.19,0.09856884849617698,14.9,15.32,2.52,0.0,0.0,46.034828135138376,-9.025163766973531,751.4260451452137,337.82681352203804,-11.427545489117568,25.64,24.73,0.0,1.63,0.69,6,2001,0.0,3871.2817460317456,9755.63
2001-09-30,19193.940000000002,-1012.869999999999,-0.19463208414733998,0.0,2154.3599999999997,1249.56,2339.6499999999996,1.12,0.0,17944.390000000007,20.170000000000073,1313.37,5626.84,12648.41,22287.54,107792.05,136432.27,3711.59,4125.07,66.07,14688.02,114687.89,129375.91,78489.11,7056.32,-34680.38,1016.52,33990.68,1090.0899999999997,-1.4242256163179892,12.41,18.33,1.68,0.0,0.0,-2.970456331867737,0.2780458344962,-57.416464823465304,-29.69066102695255,0.3521913903618534,15.31,14.91,0.0,1.52,0.66,9,2001,0.0,5204.02380952381,8742.76
2001-12-31,17806.459999999992,201.97999999999956,0.03432292050970731,0.0,978.0300000000007,2030.98,3041.54,1.28,0.0,15775.469999999994,-1408.65,2605.36,3419.8,12310.22,22928.31,103326.0,132626.7,4419.55,3929.22,67.33,13413.94,114328.94,127742.88,78489.11,4883.78,1512.880000000001,-887.39,666.5,1010.5600000000004,9.299907911674442,20.58,26.16,1.52,0.0,0.0,0.6087802216721769,0.07406524952094735,16.54274445092867,-8.652085672697009,0.08400083177375736,12.4,11.7,0.0,1.71,0.79,12,2001,0.0,5884.6973684210525,8944.74
2002-03-31,17699.0,-456.89,-0.06,0.0,2310.63,1377.12,2443.4,1.5,0.0,16321.89,-59.28,1293.87,3377.77,11804.44,21135.78,102395.03,130272.66,2951.68,3676.1,71.39,12235.25,113202.97,125438.22,78489.11,4834.4,587.78,-346.17,-1553.11,1066.28,-6.265,24.41,25.95,-0.06,0.0,0.0,-1.4,4.16,-37.8,14.6,4.68,-2.81,-2.58,0.0,1.73,0.76,3,2002,0.0,7614.833333333333,-456.89
2002-06-30,22020.300000000003,1454.26,0.18955232260846025,0.0,3154.91,3325.1800000000003,4414.8099999999995,2.14,0.0,18695.11,577.4499999999999,1964.14,3940.92,14009.27,24779.33,101402.75,134831.78,4818.36,4669.16,72.66,15528.57,111041.3,126569.87,78489.11,8261.86,-1220.4499999999998,-201.25999999999993,2101.85,1089.6299999999999,2.827319616162171,20.37,15.32,0.13,0.0,0.0,4.31596057631571,20.121708092282702,70.39681642720355,69.69693092834154,22.979573879302567,2.81,2.51,0.0,1.6,0.69,6,2002,0.0,7672.076923076923,997.37
