,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,179.74,-57.47,-2.61,0.0,17.57,-10.95,7.18,0.23,0.0,190.7,-21.74,35.44,157.52,406.84,607.64,1276.82,1919.91,24.55,103.06,0.0,1753.73,0.0,1753.73,220.0,166.18,29.26,-2.98,-5.05,18.13,-0.0225,0.3,10.55,-2.61,0.0,0.0,-11.96,0.0,-138.32,0.0,-26.36,-34.01,-31.97,0.0,0.35,0.11,3,2000,0.0,22.019157088122608,-57.47
2000-06-30,217.44,-48.42,-2.1994541505335725,0.0,38.37,-1.3800000000000008,12.7,0.25,0.0,218.81,0.41000000000000014,50.45,180.64,367.09,608.75,1247.93,1887.33,31.59,78.59,0.0,1782.84,0.0,1782.84,220.0,104.49,24.2,-1.4600000000000004,-7.7299999999999995,14.080000000000002,-0.027336327963651385,0.53,17.06,-4.81,0.0,0.0,-10.261070922655588,0.0,-185.35774105203515,0.0,-21.583001227689113,-27.28,-26.66,0.0,0.34,0.14,6,2000,0.0,22.014553014553016,-105.89
2000-09-30,224.96999999999997,-73.64999999999999,-3.3473543500055696,0.0,41.56,-26.4,-8.499999999999998,0.24,0.0,251.37,-27.28,68.74,197.14,352.04,627.42,1218.77,1881.67,16.53,89.11,0.0,1864.32,0.0,1864.32,220.0,17.34,26.109999999999992,-1.5099999999999998,-6.299999999999999,17.9,-0.01828309572301426,3.04,107.52,-8.16,0.0,0.0,-15.653804166202514,0.0,-1698.962827225131,0.0,-366.2891723292859,-29.32,-28.86,0.0,0.34,0.15,9,2000,0.0,22.002450980392155,-179.54
2000-12-31,206.11,66.71,3.0153416644509434,0.0,0.18999999999999773,-119.17000000000002,-50.64,0.22,0.0,325.28,-15.100000000000001,42.61,169.83,349.49,602.59,1007.44,1718.32,1.13,50.3,0.0,88.42,1595.6,1684.02,314.29,34.3,15.470000000000013,-36.89,-4.610000000000003,68.53,0.01691350622095638,2.02,49.1,-5.1,0.0,0.0,15.537878223876628,-0.0,777.9581494283435,-0.0,22.91659664982717,-13.88,-13.62,0.0,6.82,2.86,12,2000,0.0,22.123529411764707,-112.83
2001-03-31,211.16,-29.24,-0.93,0.0,34.71,-14.14,4.36,0.2,0.0,225.3,-15.61,55.21,181.27,323.25,602.74,986.12,1700.1,1.93,64.77,0.0,109.79,1595.36,1705.15,314.29,-5.05,32.17,-6.93,-12.64,18.5,-0.055,-12.45,-337.65,-0.93,0.0,0.0,-6.88,-3.12,2316.04,-145.16,-3.56,-13.94,-13.85,0.0,5.49,2.55,3,2001,0.0,31.44086021505376,-29.24
2001-06-30,224.41,-4.430000000000003,-0.1420968220968222,0.0,54.52,10.66,29.450000000000003,0.27,0.0,213.75,7.449999999999999,9.66,195.63,336.39,593.54,971.17,1678.65,0.0,58.29,0.0,98.19,1600.93,1699.12,314.29,-20.47,-28.950000000000003,-12.740000000000002,-3.8599999999999994,18.79,-0.47502821670428863,-4.15,-83.01,-1.08,0.0,0.0,-1.0578318978318983,-0.10525690525690534,86.56327888327894,-42.181704781704816,-0.11578259578259587,-7.81,-7.73,0.0,6.04,2.62,6,2001,0.0,31.175925925925924,-33.67
2001-09-30,208.63000000000005,-5.6299999999999955,-0.17907124681933828,0.0,54.77999999999999,9.59,28.36,0.21,0.0,199.04000000000002,10.09,10.32,183.36,355.69,607.52,964.65,1683.6,7.72,60.04,0.0,109.86,1608.29,1718.15,314.29,-34.55,15.24,-22.409999999999997,7.84,18.770000000000003,-0.296669626998224,-1.91,-49.73,-1.25,0.0,0.0,-1.3351552162849865,0.19482951653944006,65.18193384223913,261.707613231552,0.2234809160305342,-6.14,-6.1,0.0,5.53,2.29,9,2001,0.0,31.439999999999998,-39.3
2001-12-31,197.89999999999998,-28.340000000000003,-0.9008131283264341,0.0,30.400000000000006,-13.33,3.1099999999999994,0.2,0.0,211.23000000000002,-16.990000000000002,7.74,165.83,386.95,587.02,915.0,1663.14,1.41,81.7,0.0,122.61,1616.7,1739.31,314.29,-76.16,16.019999999999996,-10.310000000000002,-8.3,16.439999999999998,-0.053701482004234295,-0.83,-22.84,-2.15,0.0,0.0,-6.821040804257837,-0.7206505026611473,148.83946777055,541.6107510348908,-0.7876877587226494,-8.11,-8.03,0.0,4.79,1.63,12,2001,0.0,31.46046511627907,-67.64
2002-03-31,236.73,-18.3,-0.58,0.0,45.7,-3.48,15.12,0.27,0.0,240.21,-6.34,5.77,202.48,375.69,598.51,948.14,1659.78,17.83,92.02,0.0,153.72,1610.7,1764.42,314.29,-104.64,-9.32,-1.23,8.58,18.6,-0.115,-0.8,-16.86,-0.58,0.0,0.0,-4.4,-0.84,69.96,133.48,-0.92,-7.83,-7.73,0.0,3.89,1.45,3,2002,0.0,31.55172413793104,-18.3
2002-06-30,258.68000000000006,-13.959999999999997,-0.4457160570365778,0.0,68.31,0.77,19.770000000000003,0.56,0.0,257.90999999999997,-1.1600000000000001,4.43,210.87,364.47,598.83,886.66,1637.83,27.6,92.48,39.98,204.67,1562.03,1766.7,314.29,-128.87,5.99,-12.74,5.41,19.0,-0.3119699140401147,-1.37,-13.71,-1.03,0.0,0.0,-3.4099442033477985,-0.2769497830130192,43.32533168009919,74.77644141351519,-0.32887786732796026,-6.58,-6.51,0.0,2.93,1.15,6,2002,0.0,31.32038834951456,-32.26
