,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,389.72,33.73,1.68,0.0,121.73,59.84,81.0,22.75,0.0,329.88,54.74,107.08,336.56,215.34,731.96,941.72,1694.2,181.16,177.86,99.51,568.84,163.55,732.39,200.0,895.3,-29.57,-7.94,18.44,21.16,3.385,5.08,0.82,1.68,0.0,0.0,7.96,0.0,15.08,0.0,21.28,8.82,8.65,0.0,1.29,0.91,3,2000,0.0,20.077380952380953,33.73
2000-06-30,356.56999999999994,12.760000000000005,0.6367648956764898,1.5,105.77999999999999,32.8,55.34,21.75,0.0,323.77,32.07,57.34,292.81,223.46,642.39,931.02,1578.5,195.61,143.97,99.51,527.64,108.67,636.31,200.0,878.05,31.21,-8.52,-72.54,22.540000000000003,8.543812695924762,4.95,0.72,2.32,1.5,0.65,3.2387180038718015,0.0,5.807734996773502,0.0,9.683217896321793,6.34,6.23,0.0,1.22,0.79,6,2000,30.058189655172416,20.038793103448278,46.49
2000-09-30,367.05999999999995,20.07999999999999,1.0044524560612886,-0.003586774098305033,115.88,46.82000000000001,68.84,19.0,0.0,320.24,40.05,31.62,341.0,255.63,685.75,973.48,1664.99,220.35,164.17,114.92,585.9,117.52,703.43,200.0,898.14,-10.280000000000001,-37.44,21.990000000000002,22.019999999999996,4.732503735059763,4.23,0.78,3.33,1.5,0.45,4.826197987081266,0.0,8.940531771068045,0.0,15.58861949827249,6.09,5.98,0.0,1.17,0.73,9,2000,-0.07170316868593574,19.990990990990987,66.57
2000-12-31,503.8700000000001,34.980000000000004,1.7498611521418024,-6.254408026923328e-05,161.33000000000004,65.82,88.84999999999997,18.0,0.0,438.05000000000007,57.010000000000005,101.61,366.82,228.36,754.83,961.4,1721.85,214.12,157.78,118.32,631.41,94.23,725.64,200.0,933.12,107.03,14.530000000000001,-51.56,23.03,2.5692324185248707,3.86,0.78,5.08,1.5,0.3,8.129276218611523,0.0,14.990936484490401,0.0,25.944791728212703,6.4,6.28,0.0,1.2,0.83,12,2000,-0.001250266014043433,19.99015748031496,101.55
2001-03-31,377.68,12.07,0.6,0.0,102.09,31.33,53.7,19.0,0.0,346.35,25.83,104.68,301.73,286.49,752.81,957.5,1716.57,308.71,138.76,84.17,633.54,77.38,710.92,200.0,945.19,-14.05,-10.7,27.82,22.37,7.9175,4.02,0.75,0.6,0.0,0.0,2.8,7.36,5.12,5.24,11.56,3.26,3.2,0.0,1.19,0.74,3,2001,0.0,20.116666666666667,12.07
2001-06-30,371.3,19.91,0.9961225766103815,1.5,109.60999999999999,36.900000000000006,58.89,25.5,0.0,334.4,34.67,130.94,305.29,285.14,775.71,958.84,1742.16,417.26,130.08,36.88,669.53,77.71,747.24,200.0,935.1,13.9,-21.320000000000004,33.67,21.99,6.400818684078352,5.45,0.8,1.6,1.5,0.94,4.5821638524077555,10.23515947467167,8.51684803001876,8.790781738586615,15.838348968105066,4.33,4.27,0.0,1.16,0.73,6,2001,29.981250000000003,19.9875,31.98
2001-09-30,375.3499999999999,30.529999999999998,1.5286978083506637,-0.0012208046712527283,101.03000000000003,51.099999999999994,74.59,22.25,0.0,324.25,43.150000000000006,123.38,303.43,290.46,792.23,976.24,1775.88,357.07,132.04,52.38,615.3,135.71,751.01,200.0,965.63,17.72,-53.46,28.190000000000005,23.489999999999995,3.6394210612512286,4.61,0.78,3.13,1.5,0.48,6.876698128299472,13.558035514317709,12.639840025595904,13.108705807070868,20.08308430651096,5.66,5.56,0.0,1.29,0.82,9,2001,-0.024380990415338033,19.971246006389777,62.51
2001-12-31,497.43000000000006,38.93,1.9457324526813882,0.00274718179619235,141.41999999999996,68.86999999999999,92.98000000000002,24.0,0.0,428.55999999999995,66.71000000000001,239.95,300.2,281.15,878.19,979.35,1868.74,372.95,138.4,52.38,668.69,136.69,805.38,200.0,1004.56,124.77000000000001,-20.819999999999993,12.61999999999999,24.11,3.081243257128179,4.78,0.8,5.07,1.5,0.3,8.335563880126182,16.087791798107258,15.504455835962146,16.072440851735017,24.070283911671925,6.34,6.25,0.0,1.31,0.89,12,2001,0.054965309941962914,20.007889546351084,101.44
2002-03-31,418.87,31.35,1.5699999999999998,0.0,107.18,49.53,72.79,31.25,0.0,369.34,50.84,371.89,244.79,281.69,958.47,961.7,1931.79,438.23,133.53,52.38,716.52,121.16,837.68,200.0,1035.9,86.32,-6.59,52.21,23.26,4.975,6.03,0.81,1.57,0.0,0.0,6.48,10.88,12.12,12.64,16.32,7.48,7.48,0.0,1.34,0.94,3,2002,0.0,19.96815286624204,31.35
2002-06-30,395.88,23.64,1.182214948172395,1.5,97.82,37.17999999999999,61.11999999999999,38.25,0.0,358.7,43.84,301.79,250.12,299.04,895.64,954.82,1871.26,398.37,139.96,52.34,665.92,118.16,784.08,200.0,1029.54,16.820000000000007,-15.719999999999999,-71.2,23.94,8.089159263959392,7.43,0.76,2.75,1.5,0.55,5.055581014729951,8.254009819967266,9.182585924713583,9.629678123295143,12.363818876159302,6.7,6.75,0.0,1.34,0.9,6,2002,29.994545454545452,19.996363636363636,54.99
