,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-25,985.63,98.58,13.32,0.0,197.41,135.08,216.28,175.0,850.55,134.07,398.7,460.74,362.86,1250.07,1324.01,2574.08,2.99,216.11,558.18,84.0,642.18,74.0,1931.9,4.53,-21.9,-9.15,81.2,3.285,6.7,0.33,13.32,0.0,0.0,15.32,0.0,20.4,0.0,26.8,10.01,10.0,2.24,1.59,3,2000,0.0,7.400900900900901,98.58
2000-06-25,1047.8000000000002,54.750000000000014,7.398552142437881,2.0,147.04,82.82,1.6200000000000045,170.0,964.98,81.12,193.63,650.15,345.68,1481.43,1328.1,2809.53,0.03,333.82,750.3,87.37,837.67,74.0,1971.85,144.53,-336.92,-15.81,-81.2,5.741123287671232,6.38,0.42,20.72,2.0,0.1,7.798473879866954,0.0,11.112111132850716,0.0,15.111328507141462,7.55,7.54,1.97,1.51,6,2000,14.800193050193052,7.400096525096526,153.33
2000-09-25,1079.57,68.63,9.272903676338078,0.00028027763881067656,133.23000000000002,91.70000000000002,348.76,180.0,987.8700000000001,90.45999999999998,74.48,665.78,368.4,1506.52,1343.43,2849.96,0.0,316.98,719.63,89.85,809.48,74.0,2040.48,90.34,-207.58999999999997,-1.9100000000000001,257.06,4.851231239982515,6.53,0.4,29.99,2.0,0.07,9.634667507659037,0.0,13.456377725716345,0.0,17.97069562083258,7.14,7.13,2.09,1.58,9,2000,0.002074372281107628,7.40113371123708,221.96
2000-12-31,270.57000000000016,45.03,6.0851807183789655,19.99967860742774,155.17000000000002,82.97999999999996,173.2800000000001,162.0,187.5899999999997,79.76000000000005,394.41,701.8,293.67,1430.18,1296.63,2726.8,0.0,411.42,696.21,93.17,789.38,74.0,1937.42,251.89000000000001,257.38,-149.01999999999998,90.30000000000001,6.655480235398623,6.19,0.41,36.08,22.0,0.61,6.604647365069852,0.0,9.296429079740813,0.0,13.040636727967337,7.91,7.89,2.05,1.63,12,2000,147.99651306533073,7.399944567627495,266.99
2001-03-25,784.57,65.19,8.81,0.0,149.3,90.57,161.91,167.0,694.0,88.3,556.31,568.84,393.42,1565.44,1263.44,2828.88,0.0,436.78,733.86,92.4,826.27,74.0,2002.61,205.23,-38.16,-5.18,71.34,4.74,6.17,0.41,8.81,0.0,0.0,9.2,13.4,13.04,13.24,17.28,8.33,8.31,2.13,1.6,3,2001,0.0,7.399545970488081,65.19
2001-06-30,903.66,73.55000000000001,9.939905578780454,2.0,171.88,104.24000000000001,220.08,184.0,799.4200000000001,102.08,642.35,540.66,319.02,1547.18,1230.97,2778.15,0.0,361.94,621.62,95.17,716.79,74.0,2061.36,185.63000000000002,-83.10000000000001,-16.490000000000002,115.84,4.626238613188307,6.61,0.35,18.75,2.0,0.11,10.581360818797753,14.779976935274616,14.271053769641059,14.589130748162031,19.148234106962665,8.25,8.22,2.49,1.98,6,2001,14.798933333333334,7.399466666666667,138.74
2001-09-30,948.2199999999998,70.14999999999998,9.480274307051557,2.9259418832532457e-05,165.3,102.95999999999998,198.64,165.0,845.25,99.36000000000001,668.05,648.64,289.84,1665.95,1183.65,2849.6,0.0,314.64,618.76,99.33,718.09,74.0,2131.51,75.83999999999997,-47.8,-2.3299999999999983,95.68,4.347532430506059,5.73,0.34,28.23,2.0,0.07,9.846321030207283,14.037388098999468,13.164249126334433,13.446340179041599,17.93293120781272,7.95,7.92,2.69,2.22,9,2001,0.00021650726177568913,7.399574920297555,208.89
2001-12-31,891.6100000000001,53.97000000000003,7.292910294453325,0.00020618451670733313,156.91999999999996,81.05000000000001,180.66999999999996,206.0,810.5699999999997,77.76999999999998,630.7,761.34,285.95,1735.88,1144.61,2880.49,0.0,351.05,593.01,102.0,695.01,74.0,2185.48,27.819999999999993,-60.94,-4.219999999999999,99.62,7.062201222901608,6.98,0.32,35.52,2.0,0.06,7.498228714905277,11.09540744122347,9.879922392147916,10.471239443049537,13.600292170737278,7.48,7.45,2.93,2.45,12,2001,0.0015258350805655851,7.400337837837838,262.86
2002-03-31,839.48,54.89,7.42,0.0,136.73,78.83,170.29,210.0,760.66,75.86,643.17,886.74,299.2,1881.49,1081.0,2962.49,0.0,392.11,620.74,101.37,722.11,74.0,2240.37,46.07,-27.84,-5.77,91.46,7.074999999999999,6.94,0.32,7.42,0.0,0.0,7.4,10.88,9.8,10.36,13.48,6.56,6.54,3.03,2.55,3,2002,0.0,7.3975741239892185,54.89
2002-06-30,884.3399999999999,54.17999999999999,7.322024388007701,3.0000000000000004,143.69000000000003,67.30999999999999,161.00000000000003,210.0,817.0200000000001,65.83,903.62,322.89,310.12,2017.31,964.22,2981.52,0.0,379.0,607.94,101.24,709.17,74.0,2272.35,318.55,-30.599999999999998,-27.500000000000004,93.69000000000001,7.171684662236989,6.84,0.31,14.74,3.0,0.2,7.272349867057852,10.07399284862932,9.537508022370954,9.994513615109563,12.239801962042725,6.35,6.33,3.32,2.81,6,2002,22.19877883310719,7.399592944369063,109.07
2002-09-30,891.1200000000001,78.98000000000002,10.672064876362672,0.00042025977530620143,184.99,105.70000000000002,210.01999999999992,204.0,785.4199999999998,101.96000000000001,782.57,817.94,315.41,2202.8,902.86,3105.65,0.0,355.58,650.92,103.4,754.32,74.0,2351.33,101.06,10.919999999999995,-3.029999999999994,104.32000000000002,4.779822423398327,6.42,0.32,25.41,3.0,0.12,10.180671098112205,14.212620047859614,13.439829832491363,14.095021536825318,17.23658176017017,7.22,7.19,3.38,2.9,9,2002,0.0031101869636493973,7.4006296733569465,188.05
2002-12-31,929.9000000000001,55.44999999999999,7.4942895277207375,-0.0006741997968434355,156.98999999999995,78.53,183.20000000000005,220.0,851.3699999999999,68.11999999999998,996.71,1002.01,316.98,2372.44,837.08,3209.52,0.0,432.85,696.43,106.3,802.73,74.0,2406.78,7.389999999999986,-37.339999999999996,14.099999999999998,104.66999999999996,7.333543733092878,6.76,0.33,32.91,3.0,0.09,6.9136016427104705,9.883080082135521,9.218135523613961,9.65535934291581,11.978110882956877,6.91,6.87,3.41,2.95,12,2002,-0.004988381966921196,7.398966879367974,243.5
2003-03-31,946.86,72.88,9.85,30.0,177.49,97.51,171.89,260.0,849.36,95.4,833.84,920.27,367.77,2275.67,803.31,3078.98,0.0,430.53,717.25,104.06,821.31,74.0,2257.67,216.98,-157.86,-222.0,74.38,6.6,8.52,0.36,9.85,30.0,3.05,9.48,12.920000000000002,12.920000000000002,12.960000000000003,16.52,7.71,7.7,3.17,2.66,3,2003,221.9695431472081,7.398984771573604,72.88
2003-06-30,930.5500000000001,66.70000000000002,9.01248029803697,10.007554207219195,165.45,89.61999999999999,164.72000000000003,344.0,840.92,84.51999999999998,1039.42,787.98,360.63,2224.61,745.28,2969.89,0.0,378.79,609.82,109.7,719.52,74.0,2250.37,178.54,101.06000000000002,-74.0,75.1,9.542500749625184,11.31,0.32,18.86,40.0,2.12,8.983808568562834,12.023011892821323,11.850981515976503,11.79363805702823,15.15778764866027,7.47,7.43,3.65,3.06,6,2003,74.06439110517792,7.400848356309651,139.58
