,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,1809.72,95.86,4.79,6.999999999999999,175.87,160.25,188.92,3.32,1649.47,108.89,198.63,319.39,1412.99,1948.17,1263.57,3317.19,1291.52,71.52,37.8,1745.51,92.88,1838.39,200.0,1391.72,298.07,-68.03,-296.49,28.67,0.1725,0.48,1.32,4.79,7.0,1.46,11.56,0.0,27.56,0.0,40.8,5.46,5.3,1.12,0.31,3,2000,140.0876826722338,20.0125260960334,95.86
2000-06-30,2180.0199999999995,105.64,5.284621339950372,-0.00786025476981041,179.06,172.66000000000003,201.91,3.38,2007.36,125.89999999999999,219.21,430.25,1118.93,1780.43,1324.5,3207.0,1417.81,62.81,38.86,1759.88,0.6,1760.48,200.0,1357.19,218.45,-87.83000000000001,-110.03999999999996,29.25,0.1621308216584627,0.5,1.3,10.08,7.0,0.69,13.169611910669976,0.0,31.141518610421834,0.0,48.253625806451616,5.18,5.05,1.01,0.38,6,2000,-0.15712711667825374,19.990079365079364,201.5
2000-09-30,2121.16,70.70999999999998,3.535370118658388,5.003729249068326,187.86999999999995,127.63,159.26000000000005,3.28,1993.5299999999997,104.85,160.58,428.56,1353.26,1953.1,1384.23,3437.05,1669.78,79.47,33.65,1997.88,0.0,1997.88,200.0,1333.91,-127.62,-95.69999999999999,144.5,31.629999999999995,0.2309800593975393,0.49,1.5,13.61,12.0,0.88,8.22928180448918,0.0,21.207025458285877,0.0,33.24962345248153,4.55,4.45,0.98,0.3,9,2000,100.07826149073395,20.000734753857458,272.21
2000-12-31,2375.1800000000003,133.41000000000003,6.6701710960998,0.00015085622318550046,234.45000000000005,205.44,232.43999999999994,3.48,2169.7400000000007,145.52000000000004,233.41,503.71,1906.35,2700.08,1421.24,4220.16,2307.83,59.6,0.0,2628.38,0.0,2628.38,200.0,1471.6,-472.78,-137.57999999999998,604.8299999999999,27.0,0.12921707518177047,0.47,1.79,20.28,12.0,0.59,12.643065923771019,0.0,36.25836595828609,0.0,55.04535673783345,4.89,4.78,1.03,0.3,12,2000,0.0030172732371056554,20.000986193293883,405.62
2001-03-31,2231.76,118.62,5.93,8.5,282.9,193.17,226.8,3.28,2038.59,169.44,314.07,434.36,1117.57,1879.72,1427.63,3407.56,1228.46,154.82,0.0,1685.69,0.0,1685.69,200.0,1596.78,1191.55,-39.35,-1078.71,33.63,0.1375,0.41,1.06,5.93,8.5,1.43,13.92,23.0,29.72,31.76,44.88,5.38,5.32,1.12,0.45,3,2001,170.0286677908938,20.003372681281622,118.62
2001-06-30,2415.87,107.79999999999998,5.38952389364897,-0.0006824458657264472,180.8,174.94000000000003,210.86,3.98,2240.9300000000003,100.16000000000003,168.18,522.38,1579.48,2304.49,1408.55,3812.61,1787.43,80.1,0.0,2149.68,0.0,2149.68,200.0,1535.1,-530.1099999999999,59.33,398.77,35.919999999999995,0.18378246753246752,0.52,1.4,11.32,8.5,0.75,11.31228690045049,19.9774224891794,28.090274710714596,29.82330182846038,42.163978447133644,4.98,4.87,1.07,0.34,6,2001,-0.013650123049274043,20.001766784452297,226.42
2001-09-30,2220.6899999999996,103.06000000000003,0.516113269394197,14.1485832853225,231.47999999999996,171.97000000000003,206.62999999999994,4.9,2048.7199999999993,147.82,52.72,500.39,1834.04,2481.62,1387.35,3966.35,2047.51,53.84,0.0,2336.74,0.0,2336.74,200.0,1503.16,-143.3900000000001,-15.38,112.07000000000005,34.66,2.3737521831942554,0.65,1.55,1.65,15.0,9.09,10.397336408886733,18.254769940512325,27.42594633968679,29.064996964914418,41.46422726720895,4.89,4.8,1.06,0.28,9,2001,2825.2577096048835,199.68484848484852,329.48
2001-12-31,2235.550000000001,25.909999999999968,0.12904330453867566,0.08221185944250528,119.22000000000003,52.539999999999964,76.91000000000008,5.08,2183.0,52.93000000000001,63.09,458.08,1827.41,2369.56,1431.33,3898.77,1991.39,51.67,0.0,2211.22,0.0,2211.22,204.38,1560.15,60.41000000000008,-70.11999999999999,-47.14999999999998,24.37000000000002,9.84146372057122,0.67,1.42,1.77,15.0,8.47,2.659604378288637,4.257699991558564,6.643178479979734,6.835649849461147,10.241809842707998,3.96,3.9,1.07,0.25,12,2001,16.506933744221442,200.78531073446328,355.39
2002-03-31,2077.14,55.85,0.27,0.0,152.35,91.84,123.82,5.52,1985.3,74.78,57.26,478.17,1528.61,2072.83,1469.94,3643.14,1550.71,131.8,6.27,2016.56,7.03,2023.59,204.38,1492.99,496.71,-70.59,-427.41,31.98,5.11,0.76,1.36,0.27,0.0,0.0,6.12,10.44,14.96,14.48,22.6,2.71,2.69,1.03,0.27,3,2002,0.0,206.85185185185185,55.85
2002-06-30,2047.1799999999998,98.34,0.4783384136455023,0.6,213.08,146.02,177.82,4.92,1901.16,146.3,141.76,471.53,1764.28,2411.86,1466.74,3981.4,1943.44,51.85,6.84,2182.35,58.45,2240.8,208.5,1615.17,-232.15999999999997,-28.379999999999995,356.91,31.8,2.571401260931462,0.64,1.39,0.75,0.6,0.8,9.872904857643167,15.561943057267008,24.363369868344254,24.975643037810496,33.72604708476555,3.78,3.74,1.11,0.3,6,2002,123.352,205.58666666666667,154.19
