,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,47.99,-2506.29,-15.13,0.0,26.26,-2378.26,-2372.06,1.8,0.0,2426.25,-2361.64,92.2,224.38,1737.46,2088.78,456.91,5337.82,0.62,1.75,833.4,3958.15,2991.67,6949.82,1656.3,-2334.95,-62.13,-18.03,62.47,6.2,-0.03,-1.28,-2.98,-15.13,-187.8,0.0,429.36,0.0,-689.52,-5549.8,-5222.53,0.0,0.53,0.09,3,2000,0.0,165.65036351619298,-2506.29
2000-06-30,165.64,-171.30000000000018,-1.0344828745252272,0.0,-23.43,-5.179999999999836,0.849999999999909,1.8,0.0,170.82000000000016,-82.43000000000029,73.38,69.34,1652.98,1846.55,454.56,5164.14,1.59,1.57,833.4,3944.4,2991.79,6936.19,1656.3,-2512.11,20.93,-102.8,63.05,6.03,-0.4298524518388787,-1.19,-2.76,-16.17,-13.268506380737916,0.0,27.276568854828437,0.0,-50.00576339170677,-3326.2,-1253.38,0.0,0.47,0.05,6,2000,0.0,165.5899814471243,-2677.59
2000-09-30,19.50999999999999,-160.0699999999997,-0.966852899924584,0.0,12.4,-95.07000000000016,-88.92000000000007,1.8,0.0,114.57999999999993,-78.64999999999964,88.43,64.57,1649.33,1828.38,455.14,5079.36,0.85,0.25,802.4,3783.41,3234.16,7017.56,1656.3,-2671.13,-88.41000000000001,37.980000000000004,65.49,6.149999999999999,-0.4875095270819025,-1.12,-2.63,-17.14,-12.606317740673632,0.0,23.969377726718456,0.0,-43.15300282627228,-2437.43,-1217.15,0.0,0.48,0.05,9,2000,0.0,165.55775962660442,-2837.66
2000-12-31,116.57,-103.70000000000027,-0.6257904506758795,0.0,-15.870000000000001,53.93000000000029,60.41000000000031,1.8,0.0,62.63999999999987,-68.07000000000016,97.29,60.13,1648.54,1891.42,452.01,5124.18,0.32,1.42,802.4,3922.25,3234.39,7156.65,1656.3,-2777.29,19.530000000000015,-51.81,41.129999999999995,6.48,-0.7091031822565074,-1.07,-2.58,-17.75,-8.094731688742643,0.0,14.935767128131243,0.0,-28.447199934724146,-2650.11,-841.09,0.0,0.48,0.06,12,2000,0.0,165.71042253521128,-2941.36
2001-03-31,8.2,-340.96,-2.06,0.0,0.84,-228.66,-223.02,1.8,0.0,236.86,-50.08,75.17,56.23,1647.16,1854.15,446.63,5063.4,0.81,1.56,802.4,8383.55,814.93,9198.48,1656.3,-4872.7,-83.2,7.97,53.11,5.64,-0.2175,-0.61,-1.89,-2.06,-26.92,-17.6,28.0,37.84,27.56,-1175.32,-4158.05,0.0,0.22,0.02,3,2001,0.0,165.5145631067961,-340.96
2001-06-30,170.76000000000002,-115.82,-0.6998187311178248,0.0,-12.65,44.400000000000006,50.25,1.8,0.0,126.37,-59.730000000000004,74.12,61.62,1646.39,1885.19,448.85,5103.37,0.44,1.12,802.4,8485.78,815.08,9300.86,1656.3,-4955.65,139.41,-153.39,12.930000000000007,5.8500000000000005,-0.6408802452080815,-0.6,-1.88,-2.76,-9.077358903629754,-3.641085861902885,9.351201015806298,12.40403345155217,5.527553745785718,-829.6,-255.24,0.0,0.22,0.03,6,2001,0.0,165.5,-456.78
2001-09-30,116.21000000000001,2.2199999999999704,0.013381731784582716,0.0,-5.589999999999998,99.14999999999999,105.94000000000001,1.8,0.0,17.049999999999955,-63.52000000000001,84.69,59.79,1644.0,1868.18,445.53,5161.4,0.26,1.38,0.0,8497.86,815.13,9312.99,1656.3,-4930.25,-527.74,303.23,234.26999999999998,6.790000000000001,33.78486486486532,-0.6,-1.89,-2.74,0.17210665258711494,0.03242872228088658,-0.18011615628299654,-0.23364308342132742,-0.049815205913410106,-540.76,-154.0,0.0,0.22,0.03,9,2001,0.0,165.8978102189781,-454.56
2001-12-31,146.96999999999997,-1044.92,-6.306536932803373,0.0,-102.84,-817.04,-811.8199999999999,1.8,0.0,964.01,-244.16,100.63,7.56,1610.3,1855.05,434.81,4705.28,0.16,1.27,0.0,8761.34,1033.77,9795.11,1656.3,-5978.4,-194.33000000000004,65.65,150.61,5.219999999999999,-0.07175094744095242,-0.5,-1.64,-9.05,-88.83506388881479,-51.17702456851708,69.90848454130764,95.46912262917812,61.992212767092596,-11929.04,-339.14,0.0,0.21,0.03,12,2001,0.0,165.68839779005523,-1499.48
2002-03-31,187.74,-284.7,-1.72,0.0,-12.29,124.55,130.36,1.8,0.0,63.19,-61.19,80.63,8.11,1521.7,1714.15,434.05,4618.56,0.0,5.18,201.11,9026.63,990.0,10016.64,1656.3,-6281.62,-136.95,4.75,112.9,5.81,-0.2625,-0.47,-1.59,-1.72,-24.64,10.28,18.12,20.4,-11.32,-14235.0,-151.65,0.0,0.19,0.02,3,2002,0.0,165.52325581395348,-284.7
2002-06-30,628.7,339.87,2.032936378466558,0.0,89.30000000000001,552.7900000000001,558.3,1.8,0.0,75.91,36.75,196.72,7.57,1521.7,2164.39,431.86,4690.04,0.0,0.86,201.11,8974.08,832.86,9806.94,1656.3,-6017.52,-85.65,241.24,-286.96000000000004,5.510000000000001,0.22117022685144322,-0.5,-1.63,0.33,29.077150625339858,340.79406199021207,-22.67032082653616,-24.888069603045132,-389.5845350734095,48.12,6.76,0.0,0.24,0.07,6,2002,0.0,167.1818181818182,55.17
2002-09-30,-102.05000000000007,-301.95,-1.823103574033552,0.0,87.42999999999999,-169.70000000000005,-164.29999999999995,1.8,0.0,67.65,30.04,187.04,4.71,1519.78,2127.5,432.73,4736.71,0.0,0.94,201.11,9282.91,832.81,10115.72,1656.3,-6297.96,-124.92999999999998,-371.95,492.19,5.399999999999999,-0.2472295081967213,-0.47,-1.61,-1.49,-25.498978847556526,50.214879649890584,19.1854121079504,21.534646243617797,-54.66863603209336,-116.21,-34.54,0.0,0.23,0.07,9,2002,0.0,165.62416107382552,-246.78
2002-12-31,222.55000000000007,-1341.8,-8.100229135454306,0.0,85.4,21.519999999999982,33.879999999999995,1.8,137.46,201.02999999999997,17.509999999999998,173.46,6.13,1624.92,2216.41,424.08,4843.17,0.0,0.73,201.11,11913.13,834.53,12747.66,1656.3,-8851.29,280.5,28.019999999999996,-322.57,12.36,-0.05623606349679535,-0.34,-1.44,-9.59,-110.81856752571478,37.43505268856463,60.646136801420134,72.3699303780735,-25.272039179644715,-497.83,-169.55,0.0,0.19,0.05,12,2002,0.0,165.64963503649633,-1588.58
