,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,202.46,-339.88,-3.56,0.0,118.84,-19.61,62.37,1.0,0.0,222.07,-24.13,36.67,68.3,1021.9,1164.55,4582.74,5747.62,4533.33,128.07,2765.77,10981.66,199.31,11180.97,955.0,-5433.35,-2.87,-1.79,5.48,81.98,-0.07,-0.18,-2.06,-3.56,-23.64,0.0,25.04,0.0,1.48,-171.71,-167.88,0.0,0.11,0.01,3,2000,0.0,95.47191011235955,-339.88
2000-06-30,241.16,1471.2199999999998,15.410006717697597,0.0,-81.06,-163.42000000000002,-85.62,1.0,0.0,404.58,-194.89000000000001,28.12,73.38,1078.21,1227.08,4195.05,5731.74,464.2,83.46,164.36,1020.45,8556.23,9576.68,955.0,-3844.93,42.519999999999996,-14.95,-36.120000000000005,77.8,0.015379616916572643,-0.25,-2.49,11.85,102.68136121767107,0.0,-153.03372072056146,0.0,-20.18255732140647,277.55,255.02,0.0,1.2,0.15,6,2000,0.0,95.4717299578059,1131.34
2000-09-30,215.43999999999994,-74.68999999999983,-0.8538827426300079,0.0,21.85,-89.54999999999998,-15.630000000000003,1.0,0.0,304.99,-90.53999999999999,18.83,98.35,1002.16,1158.89,4109.09,5577.6,455.5,40.87,109.31,928.71,6644.09,7572.8,200.0,-1995.19,0.20000000000000284,-2.0,-7.490000000000002,73.91999999999999,-0.2829428303655115,-0.1,-3.8,12.08,-5.355145412388195,-0.0,14.97404968532623,-0.0,1.6568718118582273,169.86,160.33,0.0,1.25,0.17,9,2000,0.0,87.47102649006624,1056.65
2000-12-31,197.19000000000005,-306.5200000000001,-4.380433258235241,0.0,-26.520000000000003,-276.93,-139.09,1.0,0.0,474.12,-276.21,23.99,113.97,824.49,989.25,4006.04,5304.91,473.47,18.34,67.66,909.54,6466.07,7375.61,200.0,-2070.7,13.5,20.189999999999998,-28.529999999999994,137.84000000000003,-0.05506304645700115,-0.1,-3.56,10.72,-23.111688907256084,-0.0,59.21757348726222,-0.0,20.431125271619596,91.48,87.61,0.0,1.09,0.18,12,2000,0.0,69.97481343283582,750.13
2001-03-31,235.94,-146.79,-7.339999999999999,0.0,20.86,-120.54,-34.94,1.0,0.0,356.48,-123.41,29.92,127.61,790.07,976.32,3925.35,5211.29,491.36,30.39,83.13,976.47,6451.72,7428.19,200.0,-2216.9,-4.71,-4.91,15.56,85.6,-0.035,-0.09,-3.35,-7.34,-11.28,-8.8,26.48,15.36,-11.4,-62.98,-62.21,0.0,1.0,0.19,3,2001,0.0,19.998637602179837,-146.79
2001-06-30,273.94,-118.53,-5.821068521031207,0.0,24.009999999999998,-91.65999999999998,-5.800000000000004,1.0,0.0,365.6,-94.28,31.45,155.59,788.45,1005.85,3841.42,5156.89,514.69,51.31,93.47,1071.24,6416.79,7488.03,210.12,-2331.14,4.81,-1.9399999999999995,-1.3399999999999999,85.86000000000001,-0.044768413059984816,-0.09,-3.21,-13.03,-9.185047489823608,-6.969199457259159,20.335766621438268,15.350108548168249,-9.274396200814111,-52.6,-52.04,0.0,0.94,0.2,6,2001,0.0,20.36224098234843,-265.32
2001-09-30,308.28,-154.12,-7.5178695403395,0.0,32.440000000000005,-127.12,-42.52,1.0,0.0,435.39,-129.83999999999997,25.33,184.58,717.57,956.45,3760.27,5026.34,512.43,82.56,46.73,1069.5,6442.1,7511.6,210.12,-2485.26,26.049999999999997,-3.450000000000001,-28.72,84.6,-0.03401894627562938,-0.08,-3.02,-20.46,-12.257875262254434,-9.406522983024987,24.809704367728397,27.514079725348086,-12.610619874117871,-51.79,-51.27,0.0,0.89,0.22,9,2001,0.0,20.500488758553274,-419.44
2001-12-31,229.84000000000003,-151.35999999999996,-8.079781359495442,0.0,16.679999999999993,-115.97000000000003,-32.05,1.0,0.0,345.81999999999994,-117.83000000000004,50.51,113.55,666.42,856.64,3665.14,4831.51,540.29,40.49,25.17,1042.03,6426.1,7468.14,210.12,-2636.63,32.58,1.2300000000000004,-8.64,83.92000000000002,-0.0282835623678647,-0.08,-2.83,-30.47,-12.5267105816398,-9.524967063770147,22.96386825508058,25.721653819201116,-12.738847932725996,-54.99,-54.47,0.0,0.82,0.18,12,2001,0.0,18.7331801772235,-570.8
2002-03-31,227.88,-131.62,-6.99,0.0,17.42,-97.79,-16.16,1.0,0.0,325.66,-100.9,35.41,123.28,640.52,828.44,3584.78,4724.51,539.36,48.12,25.16,1078.68,6414.08,7492.76,210.12,-2768.25,8.78,-0.52,-23.36,81.63,-0.035,-0.08,-2.71,-6.99,-11.16,-7.88,19.0,21.12,-10.72,-58.6,-57.76,0.0,0.77,0.17,3,2002,0.0,18.829756795422032,-131.62
2002-06-30,272.18,-136.39999999999998,-7.257159913439295,0.0,23.21,-102.65999999999998,-12.82,1.0,0.0,374.84999999999997,-105.56,8.47,135.06,681.4,851.04,3501.52,4662.52,539.5,83.85,87.92,1225.37,6341.8,7567.17,210.12,-2904.64,-11.91,-4.65,-10.380000000000003,89.84,-0.034386730205278604,-0.07,-2.61,-14.26,-11.705096634579508,-8.305529438101633,18.78922468472502,20.845250354451156,-11.867950152973657,-54.25,-53.6,0.0,0.69,0.14,6,2002,0.0,18.79523141654979,-268.02
