,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2005-03-31,13269.07,4938.07,2.88,0.0,0.0,5071.34,5521.71,50.5,292.23,10630.88,0.0,17023.75,0.0,26574.36,802088.27,714253.27,33590.08,86731.76,-9173.34,6624.63,108.45,450.37,4.3825,2.3,8.24,2.88,0.0,0.0,2.48,2.6,22.759999999999998,24.320000000000004,3,2005,0.0,,1714.607638888889,4938.07
2005-06-30,12441.849999999999,4272.4400000000005,1.600336789168027,2.0,0.0,4366.42,4843.19,46.5,637.68,10454.87,0.0,22450.56,0.0,26542.34,783136.88,697910.18,33697.73,84337.71,15783.779999999999,-2501.4700000000003,-7938.05,476.77,7.265033259682991,2.21,8.28,3.45,2.0,0.58,2.189446273876257,2.2822194210744033,20.26165534807519,21.133722931737765,6,2005,5339.426086956521,,2669.7130434782607,9210.51
2005-09-30,13950.760000000002,5272.5599999999995,2.351762271396879,-0.3815870890452874,0.0,5380.82,5909.5,51.5,218.24,11655.02,0.0,19206.25,0.0,26645.59,796583.8,706297.76,33768.73,89289.34,-11740.099999999999,8502.85,4.020000000000437,528.68,5.473150988324457,2.39,7.91,6.46,2.0,0.31,2.6502831789116534,2.737655151842806,23.619556682388467,24.740830335004937,9,2005,-855.5034863373266,,2241.9613003095974,14483.07
2005-12-31,13556.620000000003,4399.560000000001,2.0806461176223867,-0.1205429976401276,0.0,5048.719999999999,5560.83,52.5,0.0,10860.850000000002,0.0,24047.78,0.0,26670.19,814586.94,716099.24,33991.92,97695.67,6032.639999999999,-1776.7000000000007,575.25,512.1100000000001,6.309145937321003,2.47,7.33,8.93,2.0,0.22,2.16219439770837,2.3485904664763337,18.015180046423623,19.580907024074513,12,2005,-254.89012581516272,,2114.516237402016,18882.63
2006-03-31,16529.66,4222.66,2.25,0.0,0.0,5728.63,6227.95,64.5,169.44,13646.31,0.0,16490.97,0.0,26525.3,926081.92,824228.05,33991.92,101042.68,-12319.2,3034.79,1805.74,499.32,7.1675,2.63,8.16,2.25,0.0,0.0,1.84,2.64,16.72,18.0,3,2006,0.0,,1876.7377777777776,4222.66
2006-06-30,18161.84,4171.389999999999,1.0187394046973748,3.0,0.0,5613.22,6048.179999999999,57.5,1248.81,12179.359999999999,0.0,16475.02,0.0,26500.5,916367.16,820737.41,33991.92,94550.29,834.3299999999999,-15.529999999999745,-810.23,434.96,14.111189705350016,2.53,8.68,2.05,3.0,1.46,1.828761467944556,2.643752991702456,17.651523734073542,18.64541583621732,6,2006,12283.975609756097,,4094.6585365853657,8394.05
2006-09-30,19401.35,3687.9900000000016,1.2240350056778495,-1.0770219429104637,0.0,5252.530000000001,6120.4,60.0,1684.64,14163.14,0.0,14840.14,0.0,26851.77,1025520.61,926194.54,33991.92,98314.16,-2291.4699999999993,881.5,-203.10000000000002,867.8700000000001,12.252427365583959,2.26,9.42,4.01,3.0,0.75,1.440759408179414,2.2221882397343506,15.005875530953386,15.726255235043096,9,2006,-3245.0429414269183,,3012.9775561097263,12082.04
2006-12-31,21105.060000000005,1204.3999999999996,0.42061048708307097,-0.1566505084166549,0.0,1108.9399999999987,1845.7900000000009,58.0,4374.1,15130.940000000002,0.0,19730.83,0.0,26870.13,1031595.7,931036.02,33991.92,99512.17,6689.110000000001,-1829.7900000000004,71.66000000000008,736.8499999999999,34.47370059780805,2.21,9.36,4.64,3.0,0.65,0.46774786925617384,0.6961828751719795,4.84064655393017,4.88415798362842,12,2006,-448.5619786740044,,2863.4568965517246,13286.44
2007-03-31,21585.95,3699.3,1.9499999999999997,0.0,0.0,5191.81,6070.64,68.0,1008.85,16019.04,0.0,16263.41,0.0,26956.91,1077342.11,972751.56,33991.92,103484.69,7009.36,-4017.52,-6420.88,878.83,8.7175,2.52,9.4,1.95,0.0,0.0,1.36,2.08,14.28,14.48,3,2007,0.0,,1897.0769230769233,3699.3
2007-06-30,21726.069999999996,4310.61,1.4207413566444567,2.0,0.0,6190.55,7139.569999999999,73.0,1776.54,15516.379999999997,0.0,15295.44,0.0,26888.76,1093183.54,990517.05,33991.92,101610.58,20699.43,-18536.46,-3110.63,949.0199999999999,12.844702460904605,2.79,9.75,2.64,2.0,0.76,1.5714260459855354,2.432481413648842,16.962790742967147,17.587055884523046,6,2007,6068.113636363636,,3034.056818181818,8009.91
2007-09-30,22871.260000000002,5322.210000000001,2.1756513217702818,-0.4805671804770598,0.0,7441.950000000001,8414.64,79.0,2689.84,16803.560000000005,0.0,16047.7,0.0,26781.27,1127368.7,1019370.69,33991.92,107119.95,3491.739999999998,-2665.970000000001,-68.28999999999905,972.69,9.080614068216022,2.93,9.52,5.45,2.0,0.37,1.8842338052762801,2.7944145417232975,19.88026345397431,20.726571858039083,9,2007,-1175.5925354462051,,2446.2605504587154,13332.12
2007-12-31,21316.540000000008,4023.8399999999983,1.7527253116508674,-0.13110997737582827,0.0,6090.0,7042.860000000001,86.5,3570.38,17719.02999999999,0.0,21460.45,0.0,26463.28,1165567.66,1053750.06,33991.92,110902.69,10152.32,-4806.639999999999,87.18999999999869,952.8600000000001,12.335988906119532,3.06,9.5,7.56,2.0,0.26,1.3817781557459219,2.1051251097605657,14.513307474780992,15.301570181079002,12,2007,-300.9972913936217,,2295.7619047619046,17355.96
2008-03-31,24284.77,6787.28,3.57,0.0,0.0,9432.65,10396.02,90.5,870.31,16276.25,0.0,17430.66,0.0,26314.02,1196016.0,1076864.0,33991.92,118223.24,-9518.24,8189.53,-2617.6,963.37,6.3375,3.06,9.11,3.57,0.0,0.0,2.28,3.3200000000000003,22.96,24.48,3,2008,0.0,,1901.1988795518207,6787.28
2008-06-30,23381.289999999997,5818.410000000001,2.335544869023433,2.0,0.0,8009.430000000002,8368.52,77.5,2357.52,16551.96,0.0,19352.36,0.0,26124.85,1206315.89,1090395.59,33991.92,115109.23,10873.4,-12016.06,3021.14,359.09000000000003,8.297763942382884,2.66,9.47,5.06,2.0,0.4,1.9201317500271704,2.8063464038858648,20.21677179115146,21.47224255078461,6,2008,4982.486166007906,,2491.243083003953,12605.69
2008-09-30,22523.119999999995,4825.08,2.101017751940964,-0.1695582008138484,0.0,7010.66,8316.099999999999,68.5,3477.02,17052.660000000003,0.0,17039.14,0.0,25904.72,1196777.64,1075321.52,33991.92,120712.71,3687.4400000000005,-6409.049999999999,335.19,1305.44,8.15529758573951,2.29,8.91,7.59,2.0,0.26,1.6165933690823755,2.3252370377212253,15.988772773664042,16.941012703397497,9,2008,-389.39789196310994,,2296.544137022398,17430.77
2008-12-31,23666.020000000004,3982.9300000000003,1.6795723251936845,0.0631284124357535,0.0,5726.689999999999,6402.840000000004,48.25,4840.43,19702.090000000004,0.0,29940.84,0.0,29111.79,1241639.67,1113744.01,33991.92,127204.52,19338.22,-2312.620000000001,-4158.83,676.1500000000001,7.177452152058911,1.58,8.76,9.03,2.0,0.22,1.2796741525285216,1.8674314667712724,12.52146278317152,13.384498839527966,12,2008,149.7024236296229,,2371.3953488372094,21413.7
2009-03-31,21918.16,5547.11,2.23,0.0,0.0,7267.16,7951.53,54.5,1453.97,16242.19,0.0,19424.94,0.0,28813.52,1314567.17,1182209.61,33991.92,131631.49,-1582.61,-9326.24,360.57,684.37,6.11,1.66,8.98,2.23,0.0,0.0,1.68,2.32,16.84,17.76,3,2009,0.0,,2487.493273542601,5547.11
2009-06-30,21537.859999999997,5234.29,1.7574832396534774,2.0,0.0,7225.799999999999,7936.429999999999,73.25,2837.16,18008.17,0.0,22659.22,0.0,28411.26,1299242.04,1168539.54,33991.92,129997.11,18607.93,-4439.130000000001,-10854.31,710.63,10.417254393623587,2.25,8.99,3.62,2.0,0.55,1.6118354573617528,2.252685699445341,16.09893486931196,17.089339788895693,6,2009,5956.574585635359,,2978.2872928176794,10781.4
2009-09-30,20912.420000000006,5198.280000000001,1.5712262323150403,0.1995725040414587,0.0,7397.209999999999,8084.330000000002,85.0,4194.63,17165.92,0.0,20690.2,0.0,28022.72,1299415.18,1162659.7,33991.92,136006.29,2456.9000000000015,-2788.120000000001,-1610.1900000000005,687.1199999999999,13.525741591449478,2.65,8.55,4.83,2.0,0.41,1.6005037397494821,2.2771394671232468,15.289364993541799,16.200220780391096,9,2009,660.2701348615356,,3308.422360248447,15979.68
2009-12-31,20406.61,4780.040000000001,1.4298867422103962,0.020657036111965232,0.0,6038.02,6698.25,86.75,5459.9,19690.380000000005,0.0,32868.01,0.0,27752.37,1294046.52,1152241.86,33991.92,141017.54,21888.159999999996,-7356.539999999997,-2399.3500000000004,660.23,15.167932088434405,2.69,8.17,6.21,2.0,0.32,1.473635289878669,2.02624852358317,13.557444666883756,14.257421429576125,12,2009,69.05544053370159,,3342.950080515298,20759.72
2010-03-31,21531.39,6374.71,1.88,0.0,0.0,8505.3,9148.42,92.0,1118.95,17756.54,0.0,25575.98,0.0,27450.57,1311508.28,1162284.54,33991.92,148398.44,-23285.45,17225.84,-1180.4,643.12,12.235,2.78,7.83,1.88,0.0,0.0,1.96,2.6,17.2,18.2,3,2010,0.0,,3390.803191489362,6374.71
2010-06-30,20415.809999999998,5315.7,1.564188766689962,2.5,0.0,7443.780000000001,8091.609999999999,81.25,2223.13,18242.019999999997,0.0,26254.05,0.0,27483.3,1266281.19,1119606.64,33991.92,145944.51,-1766.8400000000001,8105.450000000001,-5665.039999999999,647.83,12.98641214703614,2.57,7.67,3.44,2.5,0.73,1.6733182155287967,2.2553419426692476,14.568781419984413,15.405440527748812,6,2010,8495.9375,,3398.375,11690.41
2010-09-30,18723.340000000004,6479.48,1.907838627531592,0.9984292351247035,-19626.22,9364.85,9950.300000000003,103.5,3357.52,-13732.419999999998,-19626.22,26459.78,0.0,27646.4,1363229.88,1212635.27,33991.92,149806.95,5098.310000000001,-2718.5200000000004,-2066.590000000001,585.45,13.565416186947102,3.05,8.09,5.35,3.5,0.65,1.8971404670033776,2.710200667147682,17.302491627632307,18.12981604181423,9,2010,3390.9064252336448,,3396.241121495327,18169.89
2010-12-31,22494.96,6036.080000000002,1.7754665316035678,0.003576235628501874,-7724.399999999998,8577.620000000003,9233.729999999996,103.5,4661.41,8535.220000000001,-7724.399999999998,33273.01,0.0,28534.78,1476763.79,1321658.71,33991.92,154315.64,19338.44,-10653.640000000001,-1859.08,656.1100000000001,14.577126371751199,2.82,8.56,7.12,3.5,0.49,1.6358230965336242,2.4437601137240117,15.650039258910098,16.348256434259817,12,2010,12.15818150792802,,3399.7148876404494,24205.97
2011-03-31,31198.73,13051.3,3.84,0.0,-6432.55,15961.52,16717.0,108.0,850.52,11089.33,-6432.55,25074.66,0.0,34004.96,1593063.34,1418679.17,33991.92,173197.98,-2465.06,-6719.99,983.88,755.48,7.0325,2.82,8.19,3.84,0.0,0.0,3.28,4.4,30.160000000000004,32.48,3,2011,0.0,,3398.7760416666665,13051.3
2011-06-30,39749.06,8132.470000000001,2.391703086844316,2.0,-6815.63,11254.86,11896.96,111.0,1684.14,14772.500000000002,-6815.63,25155.06,0.0,33799.96,1686270.15,1510962.92,33991.92,174206.02,-37764.310000000005,11190.04,26629.78,642.0999999999999,11.604554993747287,2.97,8.67,6.23,2.0,0.32,1.9348609241886598,2.825511190878678,18.672943522328655,20.316039703980927,6,2011,6800.568218298555,,3400.2841091492774,21183.77
2011-09-30,46254.70000000001,8351.05,2.4571209338672113,0.9990757412093779,-6392.860000000001,12261.48,12949.910000000003,106.0,3555.85,15603.79,-6392.860000000001,23849.2,0.0,33674.45,1782900.58,1603597.95,33991.92,177827.99,82383.85,-81068.7,-2643.0999999999985,688.4300000000003,10.78681135905066,2.78,9.02,8.69,3.0,0.35,1.8774779057397335,2.838837074341404,18.78608916526324,20.392124482221323,9,2011,3395.572172955761,,3398.7134637514387,29534.82
2011-12-31,46652.479999999996,6737.830000000002,1.9820069970073875,0.0006928643293628511,-8557.369999999999,8043.659999999996,8761.04,116.5,6630.49,17855.379999999997,-8557.369999999999,33701.26,0.0,34772.02,1877836.45,1690653.54,33991.92,185870.96,88543.38,-51302.990000000005,-27421.190000000002,717.3799999999997,14.696769508877484,2.89,9.1,10.67,3.0,0.28,1.434029429887257,2.102747816881315,14.496328589171183,15.848625771759165,12,2011,2.3553913136329356,,3399.498594189316,36272.65
2012-03-31,50199.82,10342.34,3.04,0.0,-7219.11,13219.82,13868.42,143.5,1446.74,17370.54,-7219.11,26060.47,0.0,34605.22,1969272.38,1771154.1,33991.92,196985.67,-42880.39,-2879.94,38164.0,648.6,11.8,3.24,8.99,3.04,0.0,0.0,2.12,2.96,20.999999999999996,22.36,3,2012,0.0,,3402.0855263157896,10342.34
2012-06-30,51963.52,10073.970000000001,2.965499627503697,2.5000000000000004,-7273.2300000000005,12642.39,13295.22,147.0,3811.57,17751.0,-7273.2300000000005,25923.71,0.0,34742.68,2027204.7,1827192.05,33991.92,198671.93,15856.52,-8427.66,-7618.450000000001,652.83,12.392903259588822,3.1,9.2,6.01,2.5,0.42,1.99344733695756,2.743457226109909,20.28974121180566,21.612127068995328,6,2012,8492.64143094842,,3397.056572379368,20416.31
2012-09-30,55258.080000000016,10025.07,2.9507409716642283,1.000308224485951,-7502.59,13236.39,13966.020000000004,168.5,5844.65,18850.82,-7502.59,25360.15,0.0,34867.18,2173197.68,1965353.72,33991.92,206412.11,-19531.49,-12333.710000000001,31357.31,729.6299999999999,14.279260838078937,3.25,9.52,8.96,3.5,0.39,1.8442131072901422,2.608244251738916,19.430102380378287,20.865954013911328,9,2012,3398.5226315515774,,3397.475446428571,30441.38
2012-12-31,-5958.390000000014,9778.52,2.876185460431279,0.0024161954809691836,-8787.84,12088.520000000004,12829.219999999994,181.5,9396.16,-11570.79,-8787.84,31322.45,0.0,35392.51,2269883.56,2050728.17,33991.92,217601.22,106232.6,-100037.38,-222.05999999999767,740.7000000000003,15.773687275784066,3.37,9.42,11.83,3.5,0.3,1.721335000832921,2.402088955964585,17.971904415475922,19.391762664750534,12,2012,8.214635724854816,,3399.8224852071007,40219.9
2013-03-31,43541.2,13116.4,3.86,0.0,-6966.29,16205.75,16906.12,180.0,2518.47,10824.74,-6966.29,28346.74,0.0,34992.29,2364518.68,2134960.43,33991.92,228042.9,-28789.44,26036.14,-160.14,700.37,11.657499999999999,3.25,9.36,3.86,0.0,0.0,2.2,3.0,23.0,24.68,3,2013,0.0,,3398.0310880829015,13116.4
2013-06-30,43615.42,12643.53,3.7204277107895867,3.5,-8040.71,15783.720000000001,16504.530000000002,172.0,5205.42,11312.710000000001,-8040.71,26992.82,0.0,34765.16,2441269.6,2211307.61,33991.92,228363.84,7289.59,3183.760000000002,-11899.62,720.8100000000001,11.557152387426614,2.97,9.68,7.58,3.5,0.46,2.0810835743730673,2.8074995390127224,22.145870489554902,23.677233874470936,6,2013,11894.42678100264,,3398.4076517150397,25759.93
2013-09-30,105948.28,12720.970000000001,3.7421520910373722,1.5009937095818993,-7646.110000000001,15641.150000000001,16334.869999999995,148.0,9396.25,41497.619999999995,-7646.110000000001,26485.84,1360.6,34730.01,2422537.07,2185506.58,33991.92,235363.15,10387.939999999999,-5805.240000000002,-5100.6,693.72,9.884178702567493,2.53,9.29,11.32,5.0,0.44,2.1024812101588064,2.7371925188859927,21.6198539535198,23.03473124589082,9,2013,5102.4371765945325,,3399.3727915194345,38480.9
2013-12-31,-13443.130000000005,11751.89,3.4577600447834964,-0.0009893795125889792,-9965.599999999999,14942.879999999997,15089.54,143.5,13641.29,-16318.21,-9965.599999999999,35755.18,0.0,35374.69,2534205.79,2286165.72,33991.92,246272.12,52813.770000000004,-43640.16,0.0,146.65999999999985,10.376211632767157,2.36,9.28,14.78,5.0,0.34,1.852872770952997,2.442423198074405,19.09020430678845,20.26930516103127,12,2013,-3.362604417197872,,3398.700270635995,50232.79
2014-03-31,44701.38,13128.72,3.86,0.0,-7802.9,16647.19,17349.73,157.5,3207.05,11024.02,-7802.9,31851.72,0.0,34894.4,2517577.85,2255030.2,33991.92,260541.5,-32222.94,28335.35,0.0,702.54,10.2,2.61,8.66,3.86,0.0,0.0,2.08,2.72,20.16,21.48,3,2014,0.0,,3401.222797927461,13128.72
2014-06-30,43667.02,14723.140000000001,4.329424196445049,3.7499999999999996,-8975.9,18592.13,19280.84,168.5,6427.29,11783.829999999998,-8975.9,31934.63,0.0,34003.54,2552630.18,2288701.32,33991.92,263156.01,-52752.72,34305.92,18521.38,688.71,9.728100802546196,2.8,8.7,8.19,3.75,0.46,2.304797252319953,2.981434977771682,22.3713347977478,23.95720446677529,6,2014,12752.683150183151,,3400.715506715507,27851.86
2014-09-30,44174.06,13252.29,3.8979077806012286,1.499042024084812,-9367.32,16615.46,17309.39,182.0,9649.69,11971.54,-9367.32,27341.32,0.0,33690.69,2622310.66,2349051.31,33991.92,272380.88,37641.66,-37130.95,-5101.800000000001,693.9299999999998,11.67001056987132,2.94,8.62,12.09,5.25,0.43,2.024719674290796,2.65663855352805,19.46052221977586,20.87911562214521,9,2014,5096.51349994092,,3399.8469809760136,41104.15
2014-12-31,44229.76000000001,12230.470000000001,3.5979645922292125,-0.0008838619352057145,-11009.240000000002,14972.39,15674.120000000003,182.0,13214.06,13309.21,-11009.240000000002,42131.8,0.0,33775.73,2699703.08,2413405.04,33991.92,285332.46,49666.53,-34888.520000000004,-1.2800000000006548,701.73,12.646316780957722,2.84,8.46,15.69,5.25,0.33,1.8161809796338666,2.3390209586193733,17.143647731998467,18.40947083901601,12,2014,-3.004489512215514,,3399.2746972594014,53334.62
2015-03-31,44658.06,13151.7,3.87,0.0,-9705.11,16443.23,17122.52,178.0,3600.6,12498.16,-9705.11,30412.85,0.0,33225.18,2688020.43,2390585.62,33991.92,297197.83,-5553.0,-2753.29,-3401.47,679.29,11.4975,2.8,8.04,3.87,0.0,0.0,1.96,2.52,17.72,18.88,3,2015,0.0,,3398.3720930232557,13151.7
2015-06-30,45234.19,13217.7,3.8897112562288108,4.5,-8792.029999999999,16363.359999999997,17067.45,155.5,8731.58,11766.220000000001,-8792.029999999999,29392.12,0.0,32896.28,2779025.42,2484531.52,33991.92,294285.58,44374.41,-30017.089999999997,-15415.92,704.0900000000001,9.994983544792209,2.4,8.44,7.76,4.5,0.58,1.9047555120708093,2.466157136681153,17.964851987531006,18.967354888620903,6,2015,15291.53350515464,,3398.118556701031,26369.4
