,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2000-03-31,12713.93,1318.83,0.42,0.0,0.0,1371.08,1770.37,32.25,2012.51,6559.95,0.0,6964.71,0.0,23433.96,698021.77,643897.29,31299.9,53297.26,-2855.42,-1630.15,-162.73,399.29,19.1975,1.61,12.08,0.42,0.0,0.0,0.7600000000000001,0.0,9.88,0.0,3,2000,0.0,,3140.0714285714284,1318.83
2000-06-30,14556.91,714.1500000000001,0.22833353008883514,0.0,0.0,767.2400000000002,1332.8000000000002,22.0,4502.93,9361.869999999999,0.0,10964.96,0.0,23519.84,695909.89,642033.02,31303.2,53033.87,15883.64,-12515.460000000001,589.05,565.56,24.090307708464607,1.1,12.11,0.65,0.0,0.0,0.407487530620075,0.0,5.381645663016853,0.0,6,2000,0.0,,3127.6615384615384,2032.98
2000-09-30,12726.310000000001,754.0099999999998,1.1119455398117681,0.0,0.0,794.6699999999996,1176.6400000000003,16.0,5750.82,9056.130000000001,0.0,7312.61,0.0,22985.29,703150.57,648828.21,31304.62,53464.42,1040.5,-4846.3499999999985,282.09999999999997,381.9699999999999,3.594578022837894,0.78,12.14,4.11,0.0,0.0,0.4328741760824401,0.0,5.638186143473782,0.0,9,2000,0.0,,678.0997566909974,2786.99
2000-12-31,11838.080000000002,773.1800000000003,1.11410786563563,0.0,0.0,806.8500000000004,1451.6499999999996,19.75,6577.47,8845.130000000001,0.0,9516.6,0.0,27250.43,718788.92,657745.43,31304.78,60174.53,-1036.7199999999993,2068.3600000000006,1315.73,644.8,4.431909290204091,0.94,10.93,5.13,0.0,0.0,0.434350045082117,0.0,5.142704533772266,0.0,12,2000,0.0,,693.9902534113061,3560.17
2001-03-31,11247.9,558.53,0.75,0.0,0.0,624.22,1085.39,23.5,1814.03,7080.11,0.0,8486.47,0.0,26912.51,739619.45,676866.85,31304.88,61871.69,-3219.25,2141.65,-0.28,461.17,7.8325,1.1,10.94,0.75,0.0,0.0,0.32,0.36,3.6,3.88,3,2001,0.0,,744.7066666666666,558.53
2001-06-30,10776.42,545.5899999999999,0.7115617867623083,0.0,0.0,596.8799999999999,1021.7699999999998,20.25,2581.0,7504.830000000001,0.0,8487.28,0.0,25802.41,729585.28,666951.98,31311.55,61733.7,6186.469999999999,-6184.83,-0.21999999999999997,424.88999999999993,7.11336681390788,0.95,10.8,1.44,0.0,0.0,0.29648407781762853,0.3360152881933123,3.5380433286237003,3.7949961960656444,6,2001,0.0,,766.75,1104.12
2001-09-30,10421.86,503.1500000000001,0.6354840817037586,0.0,0.0,536.6200000000001,920.54,15.0,3399.69,7375.33,0.0,8968.18,0.0,25495.19,729725.18,667094.24,31311.55,61729.56,2703.5900000000006,-2203.2999999999997,-4.17,383.9200000000001,5.901682053065685,0.7,10.81,2.03,0.0,0.0,0.27548078418685107,0.31304634566687617,3.2556819949355127,3.4935972176423387,9,2001,0.0,,791.7586206896552,1607.27
2001-12-31,10900.529999999999,-1202.61,-1.4859511688825184,0.0,0.0,-1159.87,-840.7999999999997,16.8,4083.11,7241.869999999999,0.0,11326.37,0.0,25266.26,723081.32,660204.65,31311.55,61941.26,-11726.35,14309.4,-0.3799999999999999,319.06999999999994,-2.826472422481104,0.79,10.66,0.5,0.0,0.0,-0.7132565610636088,-0.9510087480848118,-7.726946078189097,-7.845822171699698,12,2001,0.0,,809.32,404.66
2002-03-31,10951.23,327.05,0.37,0.0,0.0,374.77,790.54,23.0,2737.06,7007.66,0.0,9502.74,0.0,25068.24,730541.58,666208.08,31311.55,63368.69,-4238.08,2558.58,-5.23,415.77,15.54,1.07,10.51,0.37,0.0,0.0,0.15999999999999998,0.2,2.08,2.08,3,2002,0.0,,883.918918918919,327.05
2002-06-30,10735.170000000002,363.45,0.39476828385228097,0.0,0.0,406.78,811.1700000000001,29.0,5391.02,8008.33,0.0,9118.24,0.0,24800.51,728893.26,662705.19,31311.55,65266.83,-2276.4800000000005,1942.8000000000002,-2.0299999999999994,404.39,18.36678704085844,1.35,10.15,0.75,0.0,0.0,0.18948877624909485,0.23159739319333816,2.231756698044895,2.29491962346126,6,2002,0.0,,920.6666666666666,690.5
2002-09-30,10559.8,355.45000000000005,0.37381806013671787,0.0,0.0,394.53999999999996,795.0099999999998,23.2,7847.69,8308.890000000001,0.0,10126.44,0.0,24642.0,705258.6,640401.86,31318.61,63938.23,15670.84,-14718.07,-6.35,400.47000000000014,15.514900478266984,1.13,10.02,1.1,0.0,0.0,0.20390076007457336,0.21749414407954493,2.2293149768153353,2.2565017448252784,9,2002,0.0,,950.8636363636364,1045.95
2002-12-31,10438.899999999998,-13533.490000000002,-13.969659844933432,0.0,0.0,-13506.51,-13164.16,28.25,24223.98,8090.8499999999985,0.0,7688.35,0.0,24635.99,675721.57,622657.02,31318.61,52118.22,7051.189999999999,-5989.189999999999,-2.030000000000001,342.3499999999999,-0.5051858870106676,1.41,11.95,-12.89,0.0,0.0,-8.019820236812055,-7.629666819886062,-103.86750966163072,-94.93733145199134,12,2002,0.0,,968.77734678045,-12487.54
2003-03-31,10233.85,3076.53,2.59,0.0,0.0,3108.49,3470.51,32.75,524.52,7068.67,0.0,8301.84,0.0,24647.0,699079.22,643180.99,31324.41,54929.13,-4071.96,4708.16,-0.05,362.02,3.16,1.59,11.71,2.59,0.0,0.0,1.76,1.7199999999999998,22.4,20.8,3,2003,0.0,,1187.849420849421,3076.53
2003-06-30,10350.769999999999,2894.8699999999994,2.365771108952674,0.0,0.0,2953.5700000000006,3238.63,36.25,1171.74,7510.02,0.0,8476.04,0.0,24665.08,707565.31,646315.41,31380.38,60194.67,-412.39999999999964,575.8100000000004,-1.91,285.06000000000006,3.8315625572132777,1.75,10.74,4.88,0.0,0.0,1.6288915832133164,1.6288915832133164,19.236433935090595,18.46077127641759,6,2003,0.0,,1223.6475409836064,5971.4
2003-09-30,10314.55,3232.220000000001,2.5742232512859076,0.0,0.0,3296.239999999999,3614.4399999999996,38.5,811.81,8345.87,0.0,8414.64,0.0,24565.57,708626.72,640898.52,31544.23,66694.81,9029.04,-9031.44,5.08,318.19999999999993,3.7372924027448615,1.84,9.61,7.33,0.0,0.0,1.8261883910895937,1.8542835971063565,19.385692151566456,19.79307263880952,9,2003,0.0,,1255.6098226466577,9203.62
2003-12-31,10447.849999999999,3256.1399999999994,2.5296984211573896,0.0,0.0,3388.25,3767.7800000000007,55.0,1493.34,8223.379999999997,0.0,13190.31,0.0,25154.65,746838.02,670179.51,31630.54,75524.11,-859.3400000000001,5630.94,15.239999999999998,379.53,5.4336911803546535,2.53,8.87,9.68,0.0,0.0,1.7457009765838183,1.8711405677155897,17.247943780618563,20.404840157434812,12,2003,0.0,,1287.1652892561983,12459.76
2004-03-31,14056.66,6857.79,4.81,0.0,0.0,6938.46,7304.12,45.25,0.0,8517.72,0.0,10469.48,0.0,25240.41,765989.16,689282.8,32034.25,75573.82,-3441.12,722.36,4.34,365.66,2.3525,2.06,9.12,4.81,0.0,0.0,3.6000000000000005,3.7999999999999994,36.28,42.04,3,2004,0.0,,1425.735966735967,6857.79
2004-06-30,12383.400000000001,4869.490000000001,2.6491519090530797,1.4,0.0,4998.78,5349.56,46.5,0.0,9001.92,0.0,10760.98,0.0,25623.34,754509.95,676013.78,32144.76,77453.72,1946.1499999999999,-1542.67,-160.35,350.78000000000003,4.389159398622853,2.15,8.73,6.38,1.4,0.22,2.5744109461017395,2.7072837691263447,25.146181757406666,28.301911304241056,6,2004,2573.3843260188087,,1838.1316614420064,11727.28
2004-09-30,11203.959999999995,3636.92,2.0641453769151665,-0.06053236243240865,0.0,3753.9699999999993,4151.639999999999,44.5,45.2,9103.119999999999,0.0,12136.26,0.0,25974.36,782530.06,700289.96,33365.95,81175.6,-4876.3,6222.35,-1.1100000000000136,397.66999999999985,5.386248528975067,2.03,8.63,8.72,1.4,0.16,1.8558371278686818,1.9883969227164449,17.923977974772523,19.67566097811796,9,2004,-106.6549682206437,,1761.9495412844037,15364.2
2004-12-31,14352.010000000002,3124.5099999999984,1.7710735254109122,0.0017778595843208006,0.0,3213.09,3633.5999999999985,49.0,3148.88,11405.490000000002,0.0,19467.92,0.0,26530.72,764893.58,681795.03,33454.98,82032.96,5568.070000000001,1821.7200000000003,24.610000000000014,420.51,6.923258590947063,2.3,8.31,10.48,1.4,0.13,1.6358770730894685,1.689955654018046,15.236640176626702,15.865303679921414,12,2004,3.1364818964912047,,1764.189885496183,18488.71
