,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,depreciation,dividend,ROCE%,number_of_shares,return_old
2012-03-31,1106.61,-686.68,-11.64,0.7500000000000001,,-899.65,-899.65,68.75,0.0,0.0,441.65,0.0,283.32,18527.58,15315.68,590.0,3211.89,-431.85,623.36,0.0,-1.4775,12.63,4.77,-11.64,0.75,-0.06,-14.839999999999998,-23.999999999999996,-85.52,-73.08,0.0,0.0,3,2012,,,44.24484536082474,,58.993127147766316,-686.68
2012-06-30,1172.8300000000002,55.76999999999998,0.9449545894026086,0.00032509088900718253,,38.539999999999964,38.539999999999964,72.0,0.0,0.0,245.02,0.0,277.65,18364.93,15170.47,590.0,3194.45,59.60000000000002,-211.99,-44.25,19.061921283844367,13.3,4.75,-10.69,0.75,-0.07,1.2163306969298313,2.040182593396839,6.983293972198886,6.085189329698371,0.0,0.0,6,2012,,,0.019186444600890695,,59.018709073900844,-630.91
2012-09-30,1292.2599999999998,-312.39,-5.295363193045691,-0.0003253138648954445,,-355.19999999999993,-355.19999999999993,77.0,0.0,0.0,328.92,0.0,283.58,16632.33,13714.54,590.0,2917.79,-289.70000000000005,173.61,200.0,-3.638645603252345,15.57,4.7,-15.99,0.75,-0.05,-7.510871620905332,-11.524617831018764,-42.82653959503869,-35.75280865048235,0.0,-27.49,9,2012,,,-0.019191280097302865,,58.99312070043777,-943.3
2012-12-31,1368.6100000000006,80.84999999999991,1.370545538871817,-2.5588127195932575e-05,,163.45000000000005,163.45000000000005,77.5,0.0,0.0,1244.06,0.0,280.43,18105.0,15085.67,590.0,3019.34,101.49000000000001,13.649999999999977,800.0,14.13415275200991,15.14,5.0,-14.62,0.75,-0.05,1.7848965157400407,2.2348704272711437,10.709379094440244,9.415704098788323,0.0,0.0,12,2012,,,-0.0015094719767532183,,58.991108071135436,-862.45
2013-03-31,1437.1,294.17,4.99,0.0,,365.99,365.99,78.5,0.0,256.12,778.3,0.0,276.94,18360.87,15032.85,590.0,3328.03,556.29,-222.05,-800.0,3.9324999999999997,13.92,4.52,4.99,0.0,0.0,6.4,7.919999999999999,35.36,36.0,0.0,0.0,3,2013,,,0.0,,58.95190380761523,294.17
2013-06-30,1395.77,157.96999999999997,2.6762732781881713,0.0,,240.22000000000003,240.22000000000003,102.5,0.0,-256.12,771.41,0.0,270.33,17620.94,14230.37,590.0,3390.57,799.5699999999999,-606.47,-200.0,9.57402228271191,17.84,4.2,7.66,0.0,0.0,3.5916565665501827,4.709681956915999,18.64307338434998,19.18811076215331,0.0,0.0,6,2013,,,0.0,,59.02610966057441,452.14
2013-09-30,1365.83,160.90999999999997,2.7271101867710623,0.0,,197.55999999999995,197.55999999999995,90.0,0.0,0.0,174.49,0.0,305.54,16726.57,13217.3,590.0,3509.27,152.09000000000015,-749.0,0.0,8.24841992418122,15.13,3.77,10.39,0.0,0.0,3.8531258461789406,5.060508604518391,18.341718946252342,20.032054807927572,0.0,0.0,9,2013,,,0.0,,59.003849855630406,613.05
2013-12-31,1399.6900000000005,159.34000000000003,2.7003982444102075,0.0,,221.01999999999998,221.01999999999998,89.0,0.0,0.0,423.56,0.0,331.1,16514.17,12896.1,590.0,3618.07,417.28,-168.22000000000003,0.0,8.240636375047067,14.51,3.56,13.09,0.0,0.0,3.8618376726783112,4.885059620140086,17.617571434120073,19.20191509470605,0.0,0.0,12,2013,,,0.0,,59.0061115355233,772.39
2014-03-31,1408.33,287.84,4.88,5.24,,357.49,357.49,99.5,0.0,0.0,134.46,0.0,329.09,17168.79,13220.09,590.0,3948.7,466.39,-755.49,0.0,5.0975,14.87,3.35,4.88,5.24,1.07,6.72,8.04,29.16,31.64,0.0,0.0,3,2014,,,309.07409836065574,,58.983606557377044,287.84
2014-06-30,1387.37,186.15000000000003,3.1536203295428176,0.003887403033681956,,213.68999999999994,213.68999999999994,132.0,0.0,484.5,253.16,0.0,335.76,17140.31,13274.67,590.0,3865.64,564.32,-136.47000000000003,-309.16,10.465210314262691,20.15,3.43,8.03,5.24,0.65,4.351446233042892,5.1683242262495,19.259469609063487,20.516204983227496,0.0,0.0,6,2014,,,0.22946328317993903,,59.02739726027398,473.99
2014-09-30,1449.6999999999998,238.40999999999997,4.039315974171814,-0.0004463630560033832,,300.84000000000003,300.84000000000003,153.0,0.0,336.67999999999995,174.72,0.0,332.84,16868.33,12750.93,590.0,4117.4,164.64999999999986,-243.07999999999993,0.0,9.47237112537226,21.92,3.1,12.07,5.24,0.43,5.649018528916338,6.947489612577203,23.158298708590678,25.005608085345308,0.0,0.0,9,2014,,,-0.026345405227573337,,59.02236951118475,712.4
2014-12-31,1413.8900000000003,143.21000000000004,2.4269760755484397,-0.0013127890742475918,,174.5999999999999,174.5999999999999,145.0,0.0,-821.18,373.25,0.0,354.53,17575.97,13433.35,590.0,4142.62,532.6000000000001,-334.06999999999994,0.0,14.936282382515184,20.65,3.24,14.5,5.24,0.36,3.260516824254042,4.110795338997908,13.825394747606973,14.76270964574982,0.0,0.0,12,2014,,,-0.07746451447013669,,59.007586206896555,855.61
2015-03-31,1553.19,237.56,4.03,5.8,,294.36,294.36,153.0,0.0,0.0,355.86,0.0,386.96,18221.05,13842.3,590.0,4378.75,231.54,-248.93,0.0,9.4925,20.62,3.16,4.03,5.8,1.44,5.2,6.64,21.72,22.84,0.0,0.0,3,2015,,,341.8977667493796,,58.94789081885856,237.56
2015-06-30,1640.8400000000001,274.59999999999997,4.653873789440799,0.0055751808329133,,327.0,327.0,152.0,0.0,0.0,349.72,0.0,409.94,18272.25,13923.47,590.0,4348.78,327.49,8.560000000000002,-342.2,8.164531682447196,20.62,3.2,8.68,5.8,0.67,6.004998437988128,7.527694470477974,25.263886285535765,26.74368947203999,0.0,0.0,6,2015,,,0.32896136121945574,,59.004608294930875,512.16
2015-09-30,1700.0899999999997,264.24,4.478874806800619,-0.0007518572069607039,,323.15999999999997,323.15999999999997,150.0,0.0,0.0,389.05,0.0,454.43,17590.11,13090.55,590.0,4499.56,356.48,-317.14,0.0,8.373978201634877,19.67,2.91,13.16,5.8,0.44,6.0035981452859355,7.460253477588873,23.497075734157654,24.53170942812983,0.0,0.0,9,2015,,,-0.04435728993041721,,58.99696048632219,776.4
2015-12-31,1671.8500000000004,151.35000000000002,2.564507679870655,0.001986667420197204,,178.16000000000008,178.16000000000008,152.0,0.0,0.0,449.58,0.0,458.81,18664.27,14099.64,590.0,4564.63,540.3800000000001,-479.8499999999999,0.0,14.818867690782952,19.65,3.09,15.72,5.8,0.37,3.2431560226354086,4.045788197251415,13.2597445432498,13.90576556184317,0.0,0.0,12,2015,,,0.11724749994198191,,59.01717557251908,927.75
2016-03-31,1749.36,209.9,3.56,6.3,,257.58,257.58,145.0,0.0,0.0,473.02,702.14,497.66,19687.3,14736.73,590.0,4950.57,73.08,-49.64,0.0,10.1825,17.28,2.98,3.56,6.3,1.77,4.28,5.44,16.96,18.0,0.0,0.0,3,2016,,,371.4522471910112,,58.96067415730337,209.9
2016-06-30,1845.93,202.15,3.4243586943332125,0.007713419746976203,,247.35000000000002,247.35000000000002,147.0,0.0,678.01,321.96,0.0,529.36,19861.04,15117.81,590.0,4743.23,265.36,-44.709999999999994,-371.7,10.73184887459807,18.29,3.19,6.98,6.3,0.9,4.062133236257735,5.20031549569227,17.053110059458803,17.779191845649798,0.0,0.0,6,2016,,,0.45534593219792896,,59.03295128939828,412.05
2016-09-30,1833.0500000000002,169.79000000000002,2.8773020074247215,-0.0024351508917262316,,205.59999999999997,205.59999999999997,137.0,0.0,-678.01,457.71,744.17,525.42,19792.92,14878.43,590.0,4914.48,147.45999999999998,-11.719999999999999,0.0,11.89963719889275,16.45,3.03,9.86,6.3,0.64,3.4317516843118385,4.435597415096934,13.82038773545992,14.427364223841606,0.0,0.0,9,2016,,,-0.14369859988255484,,59.01014198782962,581.84
2016-12-31,1866.04,51.379999999999995,0.8706411673667919,0.0004096708327367137,,74.71000000000004,74.71000000000004,138.5,0.0,0.0,339.1,689.88,525.72,19948.53,14992.68,590.0,4955.86,-101.89999999999998,-16.700000000000003,0.0,39.77651907356949,16.49,3.03,10.73,6.3,0.59,1.0288657970373645,1.3209728056599601,4.147919522440858,4.316692460756135,0.0,0.0,12,2016,,,0.02417630612353605,,59.013979496738116,633.22
2017-03-31,1848.93,172.75,2.93,4.3,,217.39,217.39,131.5,0.0,0.0,396.35,868.77,531.84,20489.66,15298.61,590.0,5191.05,77.15,-19.9,0.0,11.22,14.95,2.95,2.93,4.3,1.47,3.36,4.32,13.319999999999999,13.64,0.0,0.0,3,2017,,,253.5238907849829,,58.95904436860068,172.75
2017-06-30,1908.2899999999997,210.52999999999997,3.5703532665414315,0.0005184457775279085,,253.35000000000002,253.35000000000002,134.5,0.0,0.0,393.0,448.94,600.25,19733.8,14691.11,590.0,5042.69,332.34000000000003,-82.0,-253.7,9.416785256258017,15.74,2.91,6.5,4.3,0.66,4.26245251513254,5.2291943226883735,16.69826758505531,17.203609893550407,0.0,0.0,6,2017,,,0.0305707534785995,,58.966153846153844,383.28
2017-09-30,1877.35,151.59000000000003,2.5705709798642666,0.00037772514097627393,,182.20000000000005,182.20000000000005,134.0,0.0,0.0,293.86,550.8,611.91,19736.99,14441.58,590.0,5295.41,-70.69,-28.439999999999998,0.0,13.028613200079157,14.93,2.73,9.07,4.3,0.47,3.072214930730832,3.7410735318862534,11.449952324863986,11.88074261035392,0.0,0.0,9,2017,,,0.02227495547452918,,58.97133406835722,534.87
