,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,248.18,13.21,0.55,3.0,20.64,18.49,24.04,20.0,0.0,229.7,10.29,175.06,139.22,183.72,514.43,202.44,772.63,5.52,33.39,0.0,145.68,0.0,145.68,240.0,626.96,54.53,-0.28,-71.85,5.55,9.09,7.66,0.23,0.55,3.0,5.45,6.84,0.0,8.44,0.0,11.8,5.52,5.32,0.0,3.53,2.27,3,2000,72.05454545454546,24.01818181818182,13.21
2000-06-30,286.77000000000004,27.189999999999998,1.1306732673267326,0.003672367236723203,53.08,36.489999999999995,42.04,18.25,0.0,250.27000000000004,35.410000000000004,134.7,154.31,173.13,482.03,199.03,736.03,7.11,46.31,0.0,81.88,0.0,81.88,240.0,654.15,-39.9,-1.84,1.3699999999999903,5.55,4.034056638470026,6.7,0.13,1.68,3.0,1.79,14.779514851485148,0.0,16.637049504950493,0.0,22.613465346534653,7.71,7.55,0.0,5.89,3.77,6,2000,0.08831168831167702,24.047619047619047,40.4
2000-09-30,315.28,36.830000000000005,1.535576848374984,-0.007898485044671819,62.66,51.23,56.93000000000001,17.0,0.0,264.04999999999995,45.09,58.48,137.96,207.45,511.16,195.47,771.54,5.03,45.88,0.0,80.57,0.0,80.57,240.0,690.98,8.83,-12.09,-1.9599999999999937,5.700000000000001,2.7679500407276674,5.9,0.12,3.22,3.0,0.93,19.09456428848893,0.0,21.326396478052573,0.0,29.319026285122362,9.27,9.08,0.0,6.34,3.77,9,2000,-0.1894409937888213,23.98447204968944,77.23
2000-12-31,411.03999999999996,21.739999999999995,0.9050095988683438,0.0046673281382084856,65.42000000000002,36.15000000000002,41.83,18.0,0.0,374.9000000000001,43.89999999999999,86.02,207.38,159.86,567.69,177.59,813.02,7.04,46.06,0.0,100.3,0.0,100.3,240.0,712.72,45.24,-0.40999999999999837,1.7000000000000028,5.68,4.9735384084636625,6.06,0.14,4.12,3.0,0.73,10.693171668182275,0.0,12.204449833282812,0.0,17.546642416894002,7.98,7.85,0.0,5.66,4.07,12,2000,0.11211783151419752,24.021844660194173,98.97
2001-03-31,444.49,39.44,1.6399999999999997,3.0,72.61,57.1,62.55,18.0,0.0,387.39,53.34,31.65,269.07,296.38,658.63,175.86,892.71,103.7,41.3,0.0,211.24,0.0,211.24,240.0,681.48,-135.13,-22.89,24.65,5.45,2.745,6.34,0.31,1.64,3.0,1.83,17.68,27.44,23.159999999999997,24.12,33.52,8.96,8.87,0.0,3.12,1.71,3,2001,72.14634146341464,24.04878048780488,39.44
2001-06-30,449.22,38.620000000000005,1.6079297975915963,-0.0037869556251288565,70.86,56.440000000000005,61.870000000000005,28.75,0.0,392.78,49.95,40.34,226.18,229.98,552.78,182.35,827.79,9.63,46.83,0.0,107.08,0.6,107.68,240.0,720.11,114.58,-17.450000000000003,-93.44999999999999,5.430000000000001,4.471976954945624,9.58,0.15,3.25,3.0,0.92,18.661880604663082,28.734942352036896,21.452257238022035,22.481332308480656,31.169100691775558,8.85,8.73,0.0,5.16,3.01,6,2001,-0.09095684803001802,24.01846153846154,78.06
2001-09-30,416.72,14.959999999999994,0.624003440120404,-0.005535286042704124,43.80000000000001,22.679999999999993,28.14,23.5,0.0,394.0400000000001,22.179999999999993,8.6,231.85,377.56,633.76,184.52,917.4,108.67,46.84,0.0,181.72,0.6,182.32,240.0,735.07,-111.74,-25.00999999999999,99.03,5.459999999999999,9.420140374331554,7.67,0.25,3.88,3.0,0.77,6.52308750806278,10.37646957643517,8.137776822188773,8.395097828423992,11.9139625886906,7.17,7.1,0.0,3.49,1.41,9,2001,-0.13270420301348906,23.97422680412371,93.02
2001-12-31,412.3799999999999,16.99000000000001,0.7073375147713847,0.0056733361634415305,48.06,25.05000000000001,30.370000000000005,24.5,0.0,387.3399999999999,21.289999999999992,4.24,219.74,354.65,601.32,188.7,889.04,43.38,60.16,0.0,135.78,0.6,136.38,240.0,752.66,70.00999999999999,-9.219999999999999,-65.17,5.32,8.66029281930547,7.81,0.18,4.58,3.0,0.66,7.641716207617493,11.706590309971826,9.031680756294888,9.272607944732302,13.226284883192445,6.45,6.39,0.0,4.43,1.82,12,2001,0.13627155269436741,24.019650655021834,110.01
2002-03-31,337.07,31.09,1.3,0.0,57.14,41.15,46.51,27.25,0.0,295.92,34.63,13.54,222.64,347.33,602.87,182.67,885.17,13.81,42.7,0.0,99.06,0.6,99.66,240.0,785.51,37.88,0.91,-29.49,5.36,5.24,8.33,0.13,1.3,0.0,0.0,14.04,18.52,15.840000000000002,16.96,20.92,9.43,9.22,0.0,6.09,2.58,3,2002,0.0,23.915384615384614,31.09
2002-06-30,495.81,56.81999999999999,2.365614833352292,2.0,103.8,76.02000000000001,81.42000000000002,23.7,0.0,419.79,74.25999999999999,15.44,352.64,253.57,634.84,203.16,947.75,33.87,66.23,0.0,152.65,0.6,153.25,240.0,794.5,65.44999999999999,-35.65,-27.890000000000004,5.3999999999999995,2.5064097148891236,7.16,0.19,3.66,2.0,0.55,23.992246615857123,34.1269025139347,28.594207712433168,30.016161983847113,38.108374473893754,10.69,10.55,0.0,4.16,2.5,6,2002,48.038251366120214,24.019125683060107,87.91
