,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2000-03-31,12575.51,-9110.66,-0.41,0.0,0.0,-9103.04,-8765.72,15.5,10000.13,7929.11,0.0,6740.9,0.0,18921.91,986809.51,899591.56,219850.0,87217.48,-2687.01,-320.17,-458.97,337.32,-9.45,3.81,10.31,-0.41,0.0,0.0,-3.68,0.0,-41.8,0.0,3,2000,0.0,,22221.121951219513,-9110.66
2000-06-30,11910.499999999998,-1493.6399999999994,-0.06760910196806953,0.0,0.0,-1463.7699999999986,-1106.1100000000006,13.25,10738.72,9398.14,0.0,6478.72,0.0,18597.6,993693.6,907843.52,219850.0,85849.61,-10133.75,9225.33,646.0,357.66,-48.98748694464531,3.17,10.57,-0.48,0.0,0.0,-0.6028478258819534,0.0,-6.958103410880489,0.0,6,2000,0.0,,22092.291666666664,-10604.3
2000-09-30,12025.140000000003,88865.63,7.948490141938554,0.0,0.0,-16290.460000000001,-13178.679999999998,11.25,25786.8,10369.919999999998,0.0,6378.43,0.0,18410.41,993266.49,926934.58,111850.0,66331.45,970.460000000001,7064.200000000001,-8134.969999999999,3111.78,0.3544698363698091,1.38,13.97,7.0,0.0,0.0,35.790915610557605,0.0,535.9099153413314,0.0,9,2000,0.0,,11180.19,78261.33
2000-12-31,15253.760000000002,-2000.5,-0.17890455690031173,0.0,0.0,-2023.9199999999983,-4667.0,10.75,27790.26,15622.590000000004,0.0,8743.59,0.0,17783.36,990092.64,924531.21,111850.0,65560.96,14234.609999999999,-9311.25,-2558.2,-2643.08,-15.057749487628094,1.32,14.1,6.82,0.0,0.0,-0.8079560634207626,-0.0,-12.205383025597806,-0.0,12,2000,0.0,,11181.939882697947,76260.83
2001-03-31,13019.57,2202.94,0.2,0.0,0.0,2227.57,2453.29,11.25,0.37,8812.57,0.0,6796.63,0.0,17486.56,1036029.49,967410.94,111850.0,68618.08,1114.12,-1921.1,-1139.98,225.72,14.0625,1.34,14.1,0.2,0.0,0.0,0.84,0.88,12.84,11.32,3,2001,0.0,,11014.699999999999,2202.94
2001-06-30,11817.599999999999,-9249.65,-0.8269503782616284,0.0,0.0,-9243.53,-8989.779999999999,12.0,10490.37,10250.439999999999,0.0,6704.68,0.0,17000.62,981945.68,922532.16,111850.0,59413.05,5283.2,1758.1899999999998,-7133.33,253.75000000000003,-3.628240676674253,1.49,15.53,-0.63,0.0,0.0,-3.780344586338873,-3.7278398004174997,-62.27067610274865,-50.929642343732034,6,2001,0.0,,11185.253968253968,-7046.71
2001-09-30,11599.0,1350.6099999999997,0.12092679201558958,0.0,0.0,1368.54,1643.33,8.7,15830.76,10541.990000000002,0.0,6224.81,0.0,16908.42,973067.0,911312.29,111850.0,61754.24,3735.3600000000006,244.12,-4459.360000000001,274.78999999999996,17.98732905872162,1.07,14.76,-0.51,0.0,0.0,0.5595828022682184,0.5406138937167534,8.74466684222538,8.431679851126207,9,2001,0.0,,11168.823529411766,-5696.1
2001-12-31,12156.07,1280.54,0.11310243774289104,0.0,0.0,1266.87,1542.23,10.6,15049.7,12000.839999999997,0.0,7227.64,0.0,17181.96,976740.94,913253.9,111850.0,63486.57,2901.41,-1898.57,0.0,275.3599999999999,23.43052946413232,1.27,14.38,-0.39,0.0,0.0,0.5220112511210355,0.5220112511210355,8.073774017338684,7.93457101703974,12,2001,0.0,,11321.948717948719,-4415.56
2002-03-31,12488.98,2512.71,0.21999999999999997,0.0,0.0,2518.49,2851.22,11.2,13.8,9389.04,0.0,6848.18,0.0,15572.1,1052822.42,987032.14,111850.0,65789.81,-1362.08,982.62,0.0,332.73,12.7275,1.25,15.0,0.22,0.0,0.0,0.96,0.96,15.28,14.96,3,2002,0.0,,11421.409090909092,2512.71
2002-06-30,12604.41,2283.3500000000004,0.20471814364290689,0.0,0.0,2337.9800000000005,2549.97,11.2,6.44,8873.46,0.0,6472.83,0.0,15678.41,1046776.28,978157.07,111850.0,68618.75,-5302.4400000000005,4927.09,0.0,211.99,13.679173473186326,1.24,14.25,0.43,0.0,0.0,0.8760032193091831,0.9140903158008865,13.311440223850413,14.263617636143003,6,2002,0.0,,11153.627906976746,4796.06
