,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2000-03-31,20046.2,-22280.04,-15.19,0.0,0.0,-22279.93,-20561.43,39.0,25545.69,10701.13,0.0,10426.46,29283.25,1162180.1,1138662.72,14668.41,23499.8,-6319.38,-10677.11,-1265.0,1718.5,-0.6425,0.58,48.45,-15.19,0.0,0.0,-7.68,0.0,-379.24,0.0,0.0,3,2000,0.0,,1466.7570770243583,-22280.04
2000-06-30,20504.429999999997,199.40999999999985,0.13600674437278273,0.0,0.0,199.59000000000015,2147.4399999999987,30.5,29573.92,10435.35,0.0,10720.84,28989.78,1183127.73,1157691.28,14668.41,25418.64,14606.369999999999,-13047.0,-1265.0,1947.85,56.19537498119456,0.44,45.54,-15.06,0.0,0.0,0.06755182257027988,-0.0,3.1380892121284556,-0.0,0.0,6,2000,0.0,,1466.1772908366534,-22080.63
2000-09-30,23230.100000000006,1766.9900000000016,1.2047477212355846,0.0,0.0,1767.1800000000003,3823.3300000000017,22.0,33497.63,12596.000000000004,0.0,11020.83,29155.89,1216368.28,1189833.68,14668.41,26511.06,6634.050000000001,-5160.950000000001,-1265.0,2056.15,4.5697326527031805,0.31,44.88,-13.85,0.0,0.0,0.5810624388342025,-0.0,26.659283870345273,-0.0,0.0,9,2000,0.0,,1466.68880866426,-20313.64
2000-12-31,23032.6,1626.2200000000012,1.1086625548096,0.0,0.0,1626.2999999999993,4014.74,25.5,35081.53,16529.799999999996,0.0,16177.51,34075.12,1240400.22,1206421.37,14668.41,33956.64,4192.739999999998,2174.640000000003,-1265.0,2388.4399999999996,5.745661718586656,0.35,35.53,-12.74,0.0,0.0,0.5256139584811604,-0.0,19.155321943853153,-0.0,0.0,12,2000,0.0,,1466.8304552590266,-18687.42
2001-03-31,20007.19,1830.62,1.25,0.0,0.0,1831.22,4492.91,35.0,1764.38,11923.74,0.0,12228.06,33901.87,1250812.33,1213422.28,14668.41,37312.09,30426.04,-33121.48,-1265.0,2661.69,7.000000000000001,0.47,32.52,1.25,0.0,0.0,0.6,0.6,19.64,24.08,0.0,3,2001,0.0,,1464.4959999999999,1830.62
2001-06-30,17736.530000000002,1555.4,1.0611201351439152,0.0,0.0,1554.7699999999998,4173.120000000001,38.0,0.0,11489.94,0.0,11834.21,30580.2,1260364.03,1225920.73,14668.41,34366.15,8376.449999999997,-7505.759999999995,-1265.0,2618.35,8.952685643564354,0.51,35.67,2.31,0.0,0.0,0.49610811513222014,0.5144824897667468,18.09875901500877,20.818166460918718,0.0,6,2001,0.0,,1465.8095238095239,3386.02
2001-09-30,17909.85,1778.7400000000002,1.212285720924109,0.0,0.0,1779.3500000000004,4562.3099999999995,31.25,0.0,11523.120000000003,0.0,12426.45,30317.78,1244334.75,1208108.32,14668.41,36148.98,30603.060000000005,-12804.060000000005,-17208.7,2782.96,6.446005149712718,0.42,33.42,3.52,0.0,0.0,0.5785909122592338,0.5785909122592338,19.685866990915358,22.71658129322563,0.0,9,2001,0.0,,1467.2613636363637,5164.76
2001-12-31,17739.21,1319.6099999999997,0.8994977461187438,0.0,0.0,1321.5,3716.5200000000004,36.5,0.0,14115.57,0.0,16141.83,30311.35,1252505.44,1209174.16,14668.41,43197.14,15965.649999999994,-10949.579999999994,-1265.0,2395.0200000000004,10.147107137714933,0.48,27.99,4.42,0.0,0.0,0.4232930569970559,0.4232930569970559,12.218516895241939,13.68376209253944,0.0,12,2001,0.0,,1467.052036199095,6484.37
2002-03-31,16998.9,1552.92,1.06,0.0,0.0,1564.17,4111.23,49.5,0.0,12538.49,0.0,14072.64,30084.84,1258294.78,1214983.4,14668.41,43117.07,13852.4,-14633.86,-1265.0,2547.06,11.674999999999999,0.64,28.18,1.06,0.0,0.0,0.48000000000000004,0.48000000000000004,14.399999999999999,15.44,0.0,3,2002,0.0,,1465.0188679245282,1552.92
2002-06-30,17380.25,1548.12,1.0533669994582462,0.0,0.0,1549.77,4099.57,56.0,451.65,13299.6,0.0,13971.3,30243.28,1261604.55,1214042.04,14668.41,47369.61,-4678.449999999999,5837.33,-1265.0,2549.7999999999997,13.290572048678397,0.72,25.63,2.11,0.0,0.0,0.49922606609395553,0.49922606609395553,13.079722931661635,15.156503366612492,0.0,6,2002,0.0,,1469.6872037914693,3101.04
2002-09-30,17771.47,1631.29,1.1099720011072771,0.0,0.0,1633.4299999999998,4100.18,42.5,0.0,12988.859999999997,0.0,14982.95,30151.28,1237553.6,1185248.26,14668.41,52112.58,24073.8,-21628.1,-1475.46,2466.75,9.573214449913872,0.56,22.74,3.22,0.0,0.0,0.5239619384108885,0.5239619384108885,12.519932633607546,14.781242052012436,0.0,9,2002,0.0,,1469.6677018633538,4732.33
2002-12-31,17596.659999999996,1538.6499999999996,1.0501424019850165,0.0,0.0,1539.1400000000003,4023.7700000000004,49.5,0.0,15593.14,0.0,23899.82,30027.94,1250955.68,1195261.14,14668.41,55502.12,34973.67999999999,-24824.359999999997,-1265.0,2484.63,11.788782146687034,0.64,21.54,4.28,0.0,0.0,0.49072074859112924,0.49072074859112924,11.090288918159521,12.474121429186505,0.0,12,2002,0.0,,1465.182242990654,6270.98
2003-03-31,17476.52,1910.59,1.3,0.0,0.0,1906.8,4421.41,54.0,285.9,14969.68,0.0,16722.22,29851.72,1260586.18,1203051.51,14668.41,57346.46,2222.39,-8136.52,-1265.0,2514.61,10.385,0.7,20.98,1.3,0.0,0.0,0.6,0.6,13.32,15.2,0.0,3,2003,0.0,,1469.6846153846152,1910.59
2003-06-30,17674.19,2734.8099999999995,1.8662220045636542,0.0,0.0,2747.3099999999995,5249.43,56.0,580.52,14341.07,0.0,16838.78,29635.05,1284340.07,1220814.3,14668.41,63334.34,6049.67,-4659.939999999999,-1265.0,2502.1199999999994,7.503649065200144,0.71,19.28,3.17,0.0,0.0,0.8477475351961078,0.8712960778404443,17.26108175829853,19.757227278598183,0.0,6,2003,0.0,,1465.4258675078863,4645.4
2003-09-30,17646.879999999997,3545.7800000000007,2.419786917147469,0.0,0.0,3583.830000000001,6073.35,76.0,1016.62,14306.239999999998,0.0,16793.78,29879.66,1289250.09,1226235.29,14668.41,62806.62,17032.129999999997,-15766.830000000002,-1265.0,2489.5200000000004,7.854410595129984,0.96,19.52,5.59,0.0,0.0,1.1081671749369446,1.1254822870453343,22.578906189340245,24.691349866563794,0.0,9,2003,0.0,,1465.3273703041145,8191.18
2003-12-31,18373.14,3163.629999999999,2.142555859587258,0.0,0.0,3275.869999999999,5956.749999999998,109.0,0.0,16952.83,0.0,28379.32,30040.51,1363338.93,1260848.91,19088.43,102228.53,-21584.11,-2394.8199999999997,35534.990000000005,2680.879999999999,12.714639330452679,1.7,12.33,7.69,0.0,0.0,0.9250046103809749,0.9807277796810336,12.381688218473048,16.048272758416914,0.0,12,2003,0.0,,1476.5682704811443,11354.81
2004-03-31,16691.69,3317.5,1.74,0.0,0.0,3381.55,5947.23,91.5,0.0,14046.51,0.0,17311.91,29911.04,1365067.67,1259176.53,19088.43,105602.47,-27896.77,27867.63,-11032.99,2565.68,13.1475,1.41,11.92,1.74,0.0,0.0,0.96,1.04,12.56,16.28,0.0,3,2004,0.0,,1906.6091954022988,3317.5
2004-06-30,16421.8,4294.8,2.2511267291094677,0.0,0.0,4351.74,5378.08,94.0,0.0,14195.679999999998,0.0,20709.23,29710.32,1366467.24,1259707.26,19088.43,106505.27,69062.8,-35994.340000000004,-29708.870000000003,1026.3400000000001,10.439705457762877,1.41,11.83,3.99,0.0,0.0,1.2637904444123327,1.3089258174270588,16.135895852764605,20.220647110597323,0.0,6,2004,0.0,,1907.844611528822,7612.3
2004-09-30,17076.43,4632.909999999999,2.4289728146761056,0.0,0.0,4668.990000000001,5529.870000000001,94.5,508.23,14048.530000000002,0.0,19314.7,29407.7,1390676.69,1278015.67,19088.43,112398.56,-26808.55,25426.77,-46.90999999999622,860.8799999999997,9.726580658808397,1.39,11.37,6.42,0.0,0.0,1.331773256644843,1.4074421916814819,16.480694050979935,21.15703423624421,0.0,9,2004,0.0,,1907.353582554517,12245.21
2004-12-31,20008.160000000003,5374.970000000001,2.8155769748095656,0.7499999999999999,0.0,5414.519999999999,6222.130000000001,104.0,0.0,18809.58,0.0,30553.31,29516.33,1407347.46,1292096.56,19088.43,114965.9,-14935.15,27642.139999999996,-1445.3300000000017,807.6100000000006,9.236304044487687,1.52,11.24,9.23,0.75,0.08,1.5252312972966229,1.5740386988101147,18.70543663004578,19.80360316409935,0.0,12,2004,1431.7589382448537,,1909.011917659805,17620.18
2005-03-31,18386.56,6003.0,3.15,0.0,0.0,6041.05,6736.65,101.0,1723.74,14514.08,0.0,28460.36,29270.82,1433495.13,1310200.53,19088.43,122723.2,-7990.64,5603.46,318.12,695.6,8.015,1.45,10.68,3.15,0.0,0.0,1.68,1.7200000000000002,19.56,21.04,0.0,3,2005,0.0,,1905.7142857142858,6003.0
2005-06-30,18836.48,5573.780000000001,2.922474522276488,1.0,0.0,5602.11,6082.41,101.0,2450.27,15667.230000000001,0.0,29807.64,33663.02,1425647.26,1292930.58,19088.43,132169.81,10913.210000000001,-7695.74,-1917.3899999999999,480.30000000000007,8.640349062933952,1.46,9.78,6.07,1.0,0.16,1.5599369772942044,1.5984539396965305,16.870429532218804,18.680726765128128,0.0,6,2005,1907.2125205930809,,1907.2125205930809,11576.78
2005-09-30,19421.92,4816.210000000001,2.5237155576865478,0.7506121182350162,0.0,5136.869999999999,5502.530000000001,105.0,3265.04,16485.069999999996,0.0,26127.46,33327.16,1411571.62,1276041.21,19088.43,134968.34,22019.21,-5597.0599999999995,-20076.02,365.65999999999985,10.398339036296175,1.53,9.45,8.59,1.75,0.2,1.363217716841162,1.4102252243184437,14.278530396224241,15.571236851849482,0.0,9,2005,1432.453661013439,,1908.3806752037256,16392.99
2005-12-31,20759.310000000005,3913.0599999999977,2.050372100925585,7.580635852984206e-05,0.0,5870.25,6184.049999999999,105.0,9907.67,18211.57,0.0,34221.51,33083.12,1398841.54,1259033.34,19088.43,139231.96,-5114.139999999999,13229.220000000001,0.0,313.79999999999995,12.80460263195556,1.54,9.04,10.64,1.75,0.16,1.1176840399782324,1.241014692665486,11.238505726125952,12.317648937139417,0.0,12,2005,0.1446736566376785,,1908.4633458646615,20306.05
2006-03-31,24267.35,5183.65,2.72,0.0,0.0,8146.78,8372.18,109.0,849.81,17417.62,0.0,31901.29,32436.02,1437684.2,1295359.92,19088.43,141718.92,-24171.74,21884.71,41.49,225.4,10.0175,1.6,9.14,2.72,0.0,0.0,1.44,2.28,14.640000000000002,15.68,0.0,3,2006,0.0,,1905.753676470588,5183.65
2006-06-30,25039.85,4390.640000000001,2.302104156026191,1.25,0.0,5641.0199999999995,6080.799999999999,102.0,1975.52,18160.210000000003,0.0,31001.77,31888.58,1507139.09,1363843.46,19088.43,142710.84,-11593.349999999995,12947.129999999997,-2257.62,439.78,11.077517901718199,1.39,9.56,5.02,1.25,0.25,1.1739814022763049,1.7242851845933227,12.308461264490633,12.785391209165383,0.0,6,2006,2384.0363545816735,,1907.229083665339,9574.29
2006-09-30,26707.92,4232.66,2.2164295372982448,1.0016009804029493,0.0,4786.420000000002,4955.779999999999,107.0,3714.07,21479.46,0.0,30642.89,31761.85,1478944.33,1331502.26,19088.43,146848.84,1010.3499999999985,784.1800000000003,-2128.0599999999995,169.36,12.069411433944612,1.49,9.07,7.23,2.25,0.31,1.140403579356773,1.5818501262045563,11.526659834358783,12.017155997522986,0.0,9,2006,1912.7323176174968,,1909.6749654218534,13806.95
2006-12-31,29770.130000000005,4047.8099999999977,2.119716170925847,-8.832855004762354e-05,0.0,4616.989999999998,4702.580000000002,110.0,12218.26,18398.450000000004,0.0,33114.86,31293.26,1493598.52,1344683.75,19088.43,148267.85,-9093.75,11404.75,186.3199999999997,85.59000000000003,12.968245643940804,1.53,9.07,9.35,2.25,0.24,1.0881965369458895,1.4509287159278528,10.91823858735709,11.262834157389957,0.0,12,2006,-0.1686721991709419,,1909.6,17854.76
2007-03-31,26038.69,4632.15,2.43,0.0,0.0,6859.84,7795.24,108.0,1409.39,16763.14,0.0,28648.65,30937.08,1503750.82,1348106.22,19088.43,155017.87,-9052.5,13916.38,-9297.54,935.4,11.11,1.47,8.7,2.43,0.0,0.0,1.2400000000000002,1.88,11.96,12.48,0.0,3,2007,0.0,,1906.2345679012342,4632.15
2007-06-30,27479.73,5342.780000000001,2.801296791055176,1.75,0.0,7994.639999999999,7090.530000000001,117.0,3169.24,17858.86,0.0,27015.87,30550.85,1559858.82,1400162.47,19088.43,159107.85,10340.92,-8575.609999999999,-3385.0699999999997,-904.11,10.441155358259183,1.54,8.8,5.23,1.75,0.33,1.3711892514533939,2.07820870923405,13.433369697832465,14.161813987667083,0.0,6,2007,3337.691682600382,,1907.2523900573613,9974.93
2007-09-30,25963.97,5153.049999999999,2.701199135641374,1.0004012404153741,0.0,7637.700000000001,7789.02,116.0,4673.58,17765.309999999998,0.0,26467.11,30450.8,1551285.57,1388210.94,19088.43,162456.97,-12922.05,14235.349999999999,-1883.8400000000001,151.32000000000002,10.73744420294777,1.53,8.55,7.93,2.75,0.35,1.3352711994595443,2.0165320155103323,12.685076394865671,13.32546156195341,0.0,9,2007,1908.4552278662009,,1907.689785624212,15127.98
2007-12-31,25673.460000000006,4089.9000000000015,2.1430716083147576,0.0010651857333643083,0.0,6065.540000000001,6240.489999999998,118.0,6065.75,19678.119999999995,0.0,35715.06,30189.11,1592935.93,1426298.99,19088.43,165979.44,-11095.06,20363.540000000005,-19.049999999999272,174.95,13.767668744957085,1.56,8.59,10.07,2.75,0.27,1.0300364035991487,1.5748490468251448,9.857703763370365,10.411029104146767,0.0,12,2007,2.0328313407653695,,1908.428997020854,19217.88
2008-03-31,26682.98,5625.99,2.95,0.0,0.0,8327.36,9158.74,135.0,1766.01,18712.67,0.0,29760.65,29967.18,1624789.12,1453540.59,19088.43,170570.98,-21804.22,15889.66,-11.22,831.38,11.44,1.76,8.52,2.95,0.0,0.0,1.4,2.12,13.199999999999998,13.84,0.0,3,2008,0.0,,1907.115254237288,5625.99
2008-06-30,26159.920000000002,5033.48,2.6349169705435638,2.0,0.0,7747.41,7603.280000000001,119.0,3810.91,19577.68,0.0,26168.79,29926.76,1639004.86,1470540.37,19088.43,167851.26,-35249.1,35496.880000000005,-3920.1000000000004,-144.13,11.292708777029013,1.57,8.76,5.58,2.0,0.36,1.227739090217431,1.9077176632609312,11.994066496739517,12.315167489565615,0.0,6,2008,3820.5985663082433,,1910.2992831541217,10659.47
2008-09-30,26834.27999999999,4315.6500000000015,2.2622758615623786,0.997231491599419,0.0,6315.619999999999,8148.509999999998,102.0,0.0,21857.75,0.0,24955.79,30247.04,1651790.89,1482298.87,19088.43,168872.89,-7324.82,8000.779999999999,-1843.7599999999998,1832.8899999999999,11.268685412394422,1.33,8.78,7.85,3.0,0.38,1.0490043485461222,1.613852843917111,10.224910518246267,10.420878363579059,0.0,9,2008,1902.377229870101,,1907.6585987261149,14975.12
2008-12-31,27285.270000000004,5267.870000000001,2.758457223957528,0.0032320601111573174,0.0,7099.110000000001,6354.970000000001,69.0,663.04,19685.71,0.0,41505.78,30822.51,1677111.16,1501508.14,19088.43,174972.58,29350.059999999998,-12815.279999999999,-4.369999999999891,-744.1399999999999,6.254039341327709,0.88,8.58,10.6,3.0,0.28,1.2595219777315507,1.8736690577824722,12.043528332524,12.355806508821079,0.0,12,2008,6.172317029203441,,1909.7160377358493,20242.99
2009-03-31,24867.8,4868.63,2.55,0.0,0.0,7126.54,7860.58,74.5,2951.26,19463.41,0.0,34843.05,30391.55,1743613.84,1564546.55,19088.43,178444.14,-1926.63,-4702.88,6.96,734.04,7.304999999999999,0.93,8.77,2.55,0.0,0.0,1.12,1.68,10.92,11.159999999999998,0.0,3,2009,0.0,,1909.2666666666669,4868.63
2009-06-30,22857.930000000004,4859.339999999999,2.547564805401332,2.0,0.0,7285.12,8237.7,108.0,5260.31,19311.890000000003,0.0,31213.88,30235.47,1753532.96,1571487.18,19088.43,181439.33,6878.75,-6615.47,-3889.5,952.5799999999999,10.600122887058737,1.33,8.66,5.1,2.0,0.39,1.098949523898614,1.6983765369342214,10.709762632902857,11.129361542027782,4.4,6,2009,3814.8901960784315,,1907.4450980392157,9727.97
2009-09-30,22344.32,5068.8200000000015,2.6548565601052667,1.0019045333746146,0.0,7509.77,8355.83,121.0,7238.48,18976.159999999996,0.0,28966.17,30047.34,1717417.08,1526490.95,19088.43,190285.4,16770.38,-17097.64,-1946.1899999999996,846.06,11.392093815720422,1.5,8.02,7.75,3.0,0.39,1.1784137505499506,1.781323111296437,10.6605336968356,11.290848028525108,6.58,9,2009,1912.8994813409245,,1909.2632258064518,14796.79
2009-12-31,22641.47,5967.25,3.1267364154567225,-0.00126332304901175,0.0,7364.669999999998,8205.54,116.0,8965.44,20998.890000000007,0.0,35779.9,29504.04,1771931.62,1574469.89,19088.43,196776.13,23740.65,-16899.41,-20.170000000000073,840.8700000000003,9.273311257279317,1.42,8.0,10.88,3.0,0.28,1.3449564728251342,1.9542102596604514,12.127598964363388,12.840310941416023,7.46,12,2009,-2.41100094876856,,1908.4595588235293,20764.04
2010-03-31,23812.38,6032.48,3.16,0.0,0.0,8876.51,9680.8,131.5,2270.08,19671.58,0.0,31563.71,29062.68,1791097.8,1584848.9,19088.43,205532.13,-19494.75,15379.39,-47.61,804.29,10.4025,1.62,7.71,3.16,0.0,0.0,1.36,2.0,11.76,12.559999999999999,13.96,3,2010,0.0,,1909.0126582278479,6032.48
2010-06-30,19938.079999999998,6825.6900000000005,3.5778925461399256,3.0,-14493.59,9096.69,9954.73,125.0,3932.57,-3595.100000000002,-14493.59,32862.75,37798.41,1806320.98,1588590.01,19088.43,217046.85,-9523.560000000001,16571.5,-5727.650000000001,858.04,8.736078458734575,1.52,7.32,6.74,3.0,0.45,1.5075986396197905,2.1446121493182937,12.570399924717126,13.695790458517816,0.0,6,2010,5723.221068249258,,1907.740356083086,12858.17
2010-09-30,22600.000000000007,6221.1799999999985,3.2606876020409494,1.5003060543208981,-7134.200000000001,9278.52,10188.710000000003,156.0,5744.33,7555.240000000002,-7134.200000000001,31871.08,37095.01,1832068.72,1608613.47,19088.43,222723.06,-21700.789999999997,23495.04,-2773.8099999999995,910.19,11.960667429651611,1.89,7.22,10.0,4.5,0.45,1.356446042449035,2.008583562857225,11.177637099796375,12.05150137714335,0.0,9,2010,2862.4864317507427,,1907.935,19079.35
2010-12-31,24958.949999999997,5514.07,2.8878139599941774,0.0035162819973795765,-7882.919999999998,9060.989999999998,9968.139999999996,147.0,7567.65,8962.759999999998,-7882.919999999998,40507.97,36510.34,1949687.77,1718339.82,19088.43,230571.67,-51542.21,24766.969999999994,35476.880000000005,907.1500000000001,12.722495461610027,1.73,7.45,12.88,4.5,0.35,1.1300141582585912,1.7488314354002006,9.569246879856482,10.322589652028876,0.0,12,2010,6.714083850931274,,1909.4270186335402,24593.42
2011-03-31,26284.88,6468.81,3.39,0.0,-6841.9,9592.97,10474.17,172.0,1760.22,8098.87,-6841.9,34159.77,35939.0,1991326.46,1753657.78,19088.43,236803.25,10359.32,-16805.28,39.84,881.2,12.685,1.95,7.41,3.39,0.0,0.0,1.28,2.04,10.92,11.68,0.0,3,2011,0.0,,1908.203539823009,6468.81
2011-06-30,27554.38,7405.81,3.880483840278148,3.5,-7745.66,10099.960000000001,10978.050000000001,158.0,3296.72,8790.84,-7745.66,36186.33,35721.46,2011856.76,1774785.0,19088.43,236321.68,4561.0599999999995,4147.199999999999,-6881.68,878.0899999999999,10.177667689287194,1.77,7.51,7.27,3.5,0.48,1.4731960659102734,2.1991187650544664,12.53284189404827,13.066608584595471,0.0,6,2011,6679.665749656122,,1908.4759284731776,13874.62
2011-09-30,30473.32,7551.159999999998,3.954302489804338,2.0020713499745777,-6994.9,11119.45,11990.080000000002,141.0,4981.68,8666.420000000002,-6994.9,33588.4,35218.76,2014637.0,1780205.88,19088.43,233608.22,54907.52,-53331.34999999999,-3873.709999999999,870.6300000000001,8.916578863379932,1.52,7.62,11.22,5.5,0.49,1.4943175184287338,2.255573612722617,12.927256267916498,13.23739763966586,0.0,9,2011,3823.16758367721,,1909.6060606060603,21425.78
2011-12-31,29873.240000000005,5911.860000000001,3.0967499462279853,-0.0015931636137331393,-9356.600000000002,3335.2000000000007,4189.669999999998,153.5,12027.42,10502.889999999996,-9356.600000000002,45289.07,35239.76,2106912.46,1862225.95,19088.43,243814.66,-39196.26999999999,50877.149999999994,-34.150000000001455,854.4699999999998,12.392863701102529,1.6,7.64,14.32,5.5,0.38,1.1245181368984303,1.453223438453356,9.696806395870311,9.973610860337615,0.0,12,2011,-3.0414338919927104,,1909.0530726256982,27337.64
2012-03-31,30963.97,8083.98,4.24,0.0,-7174.58,10849.68,11703.94,185.0,1533.66,8522.57,-7174.58,36214.26,34672.66,2205636.72,1952573.1,19088.43,253016.23,-19437.93,10214.58,-43.61,854.26,10.9075,1.86,7.72,4.24,0.0,0.0,1.48,2.08,12.8,13.2,0.0,3,2012,0.0,,1906.5990566037733,8083.98
2012-06-30,32370.510000000002,8873.59,4.646743560545527,4.0,-8089.700000000001,10550.73,11403.289999999999,191.5,3197.32,9833.650000000001,-8089.700000000001,39978.78,34453.31,2208552.78,1954407.21,19088.43,254083.84,-4768.779999999999,16567.08,-7667.110000000001,852.56,10.305152280531328,1.9,7.69,8.88,4.0,0.45,1.611708352081106,2.114059007275217,13.961161958936334,14.4844438914302,0.0,6,2012,7638.545045045044,,1909.636261261261,16957.57
2012-09-30,32000.329999999994,7802.5999999999985,4.087198189673172,1.9987379232762041,-8272.289999999999,10511.330000000002,11370.34,194.0,4736.85,9177.18,-8272.289999999999,37061.99,34141.85,2359393.15,2098357.51,19088.43,260984.75,-13056.059999999998,-22757.739999999998,32924.89,859.01,11.868228000922771,1.82,8.04,12.97,6.0,0.46,1.323533723718375,1.8403421301226928,11.962223845797505,12.617688166115174,0.0,9,2012,3815.6585016010613,,1909.0339244410175,24760.17
