,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2012-12-31,33755.69,8261.29,4.32810411774646,-0.000877046532092646,-9211.95,8390.310000000001,9262.739999999998,195.5,7248.42,10327.089999999997,-9211.95,46431.77,33576.94,2418838.25,2145224.12,19088.43,273543.38,4465.759999999995,-14728.81,19966.550000000003,872.4300000000003,11.291895636153676,1.77,7.84,17.3,6.0,0.35,1.370983269667665,1.7812775328528783,12.078662821086654,12.779165221646773,0.0,12,2012,-1.6740668773200014,,1908.7549132947975,33021.46
2013-03-31,33771.6,9014.18,4.72,0.0,-8322.3,11428.16,12261.36,227.0,1741.46,9611.58,-8322.3,43221.94,32997.75,2437922.22,2152769.64,19088.43,285086.3,-49473.71,47051.19,-64.71,833.2,12.0225,2.05,7.55,4.72,0.0,0.0,1.48,1.96,12.640000000000002,13.4,0.0,3,2013,0.0,,1909.783898305085,9014.18
2013-06-30,35700.46,10250.369999999999,5.368733414484117,4.5,-6064.800000000001,12536.2,13409.64,204.0,5120.18,8097.3200000000015,-6064.800000000001,46205.5,32696.3,2474605.6,2191415.9,19088.43,283089.72,27561.95,-16831.160000000003,-8617.87,873.44,9.500369279352842,1.81,7.74,10.09,4.5,0.45,1.660103890306288,2.1709050873236073,14.493983965366436,15.260185760892416,0.0,6,2013,8591.72200198216,,1909.2715559960357,19264.55
2013-09-30,34104.130000000005,8954.690000000002,4.690073800711856,2.0000329140934943,-8558.289999999999,11193.82,12069.449999999997,196.0,6856.02,9679.099999999999,-8558.289999999999,39108.92,32549.75,2472330.84,2185678.57,19088.43,286572.44,-5675.620000000003,3278.779999999999,-3876.6000000000004,875.6299999999999,10.44667996323714,1.73,7.63,14.78,6.5,0.44,1.4470051780274735,1.853182070105361,12.50263245927247,13.086511741634434,0.0,9,2013,3818.6338843507237,,1909.2855209742897,28219.24
2013-12-31,34648.09,7686.319999999996,4.026665485791057,-0.0014664643002791152,-9108.170000000002,9758.989999999998,10637.970000000001,178.0,8593.18,10559.080000000002,-9108.170000000002,53550.47,32275.1,2596507.24,2300455.55,19088.43,295935.87,-9417.389999999996,-5828.799999999999,31061.83,878.98,11.047764001498773,1.52,7.77,18.81,6.5,0.35,1.1816689782863705,1.5327445442989882,10.386699062763535,10.797714359558793,0.0,12,2013,-2.799267513106315,,1908.8548644338118,35905.56
2014-03-31,34667.24,8965.12,4.7,0.0,-8382.97,11222.28,12076.37,178.5,2103.24,9412.22,-8382.97,43283.26,32083.83,2598862.02,2291961.59,19088.43,306799.05,-40950.62,29929.83,-78.34,854.09,9.495,1.52,7.47,4.7,0.0,0.0,1.36,1.8,11.68,12.12,0.0,3,2014,0.0,,1907.472340425532,8965.12
2014-06-30,36397.00000000001,9029.22,4.731795920272708,4.5,-8922.890000000001,10952.56,11818.63,193.0,4434.57,10960.97,-8922.890000000001,43204.34,31992.69,2558136.75,2244901.91,19088.43,313095.33,33722.51,-23900.13,-8608.14,866.07,10.198669979245162,1.66,7.17,9.43,4.5,0.48,1.4049871237289058,1.7662695269734816,11.540965659201724,12.123031753317987,0.0,6,2014,8586.90668080594,,1908.201484623542,17994.34
2014-09-30,35631.45,9574.650000000001,5.014980454488903,2.0023766749947036,-8943.619999999999,12072.579999999998,12963.010000000002,204.0,7747.14,10656.380000000001,-8943.619999999999,39252.41,31394.68,2595934.98,2276993.56,19088.43,318834.25,-47011.81,46499.04,-3906.92,890.4300000000001,10.171385604173521,1.74,7.14,14.44,6.5,0.45,1.4725427373291515,1.8754082032022212,12.016504413110528,12.655532393460915,0.0,9,2014,3822.9572388616507,,1909.209833795014,27568.99
2014-12-31,36578.0,8763.189999999999,4.5899669576667295,-1.4873626473264449e-05,-10513.009999999998,10836.440000000002,11733.849999999999,194.0,8686.54,12057.330000000002,-10513.009999999998,59898.6,31454.59,2759890.14,2436246.55,19088.43,323491.28,36192.2,-16085.36,-17.420000000000073,897.4099999999999,10.561933331355364,1.55,7.53,19.03,6.5,0.34,1.273516843745682,1.620839619312686,10.834541026715158,11.31693377055822,0.0,12,2014,-0.02839680894794583,,1909.2054650551759,36332.18
2015-03-31,37520.51,9406.9,4.93,0.0,-8910.43,11692.21,12590.07,184.5,2979.53,10376.35,-8910.43,48031.3,31193.12,2819000.04,2485040.83,19088.43,333829.35,6304.45,-18699.95,-85.27,897.86,9.355,1.44,7.44,4.93,0.0,0.0,1.32,1.72,11.28,11.76,0.0,3,2015,0.0,,1908.0933062880324,9406.9
2015-06-30,36099.38999999999,8035.3200000000015,4.210635159973903,4.5,-9881.529999999999,10034.86,11322.7,178.0,5901.23,11582.999999999998,-9881.529999999999,47209.58,46972.89,2861697.36,2511687.51,19088.43,349822.84,-17003.65,25037.35,-8600.5,1287.8399999999997,10.56585249249563,1.37,7.18,9.14,4.5,0.49,1.1240645284831863,1.4741829881746706,9.195216388739508,9.692753147248458,0.0,6,2015,8587.52625820569,,1908.3391684901533,17442.22
