,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2001-09-30,,,,,,,,,,,131.45,104.02,875.43,1172.96,867.67,2211.64,5.0,1079.62,116.27,1402.92,433.14,1836.06,300.0,375.58,,,,,,0.0,4.89,1.12,0.0,0.0,,,,,,2.61,2.59,0.84,0.21,9,2001,,53.28571428571428,59.68
2001-12-31,954.2600000000002,26.199999999999996,0.09762459245458778,0.0,184.93,30.819999999999993,83.08,0.65,923.4399999999996,22.970000000000006,266.88,81.33,819.95,1230.44,886.43,2286.91,5.0,959.17,120.28,1256.76,369.25,1626.01,375.0,660.9,11.359999999999996,-95.22,204.22,52.26,1.6799045801526717,0.37,2.46,0.32,0.0,0.0,4.5883558453656255,0.0,15.851793199813692,0.0,13.472193758733113,2.66,2.63,0.98,0.33,12,2001,0.0,268.375,85.88
2002-03-31,932.86,19.85,0.05,0.0,189.29,27.42,46.29,0.85,905.44,17.26,116.21,0.0,851.66,1119.71,912.99,2202.74,11.05,981.64,123.97,1307.56,214.44,1522.0,375.0,680.75,19.97,-27.04,-143.6,18.87,4.2375,0.47,2.24,0.05,0.0,0.0,3.6,0.0,11.68,0.0,12.239999999999998,2.15,2.13,0.86,0.21,3,2002,0.0,397.0,19.85
2002-06-30,1054.0500000000002,15.829999999999998,0.035493273542600894,0.0,200.14000000000001,29.07,48.809999999999995,0.86,1024.99,20.87,419.53,124.65,976.78,1593.87,973.69,2736.24,0.0,1170.77,110.7,1490.78,173.88,1664.66,750.0,1071.57,53.769999999999996,-63.580000000000005,313.12,19.74,6.034946304485156,0.6,1.55,0.08,0.0,0.0,2.307062780269058,0.0,5.909630044843049,0.0,8.056973094170402,1.81,1.8,1.07,0.41,6,2002,0.0,446.0,35.68
2002-09-30,1223.5199999999998,26.57,0.04695100401606426,0.0,233.59999999999997,41.559999999999995,63.870000000000005,0.67,1181.95,27.309999999999995,150.46,127.3,1198.88,1583.12,1189.36,2981.58,5.04,1436.55,99.84,1818.0,65.44,1883.44,750.0,1098.14,66.67999999999999,-242.74,-113.01000000000002,22.310000000000002,3.5670163718479486,0.46,1.72,0.11,0.0,0.0,3.568276305220883,6.453628915662651,9.680443373493977,14.426763052208834,14.392616867469881,1.96,1.94,0.87,0.21,9,2002,0.0,565.9090909090909,62.25
2002-12-31,1404.0300000000002,47.03,0.07746522693997072,0.0,282.87,63.980000000000004,89.28999999999999,0.67,1340.0599999999995,45.769999999999996,84.05,140.7,1245.87,1629.4,1277.47,3145.65,140.2,1427.04,83.42,1947.59,52.89,2000.48,750.0,1145.17,25.74000000000001,-171.07999999999998,98.94,25.310000000000002,2.160969593876249,0.44,1.75,0.18,0.0,0.0,5.97342972181552,10.277053440702781,16.42262811127379,20.829538799414347,23.27399707174231,2.39,2.37,0.84,0.2,12,2002,0.0,607.1111111111111,109.28
2003-03-31,1344.99,26.63,0.04,0.0,262.3,34.0,61.08,0.61,1311.0,21.87,261.12,108.13,1352.3,1820.18,1606.07,3696.88,507.07,1393.08,87.37,2471.42,53.65,2525.08,750.0,1171.8,-30.56,-169.17,376.8,27.08,3.79,0.39,2.15,0.04,0.0,0.0,2.88,4.6,9.08,11.48,11.08,2.0,1.98,0.74,0.19,3,2003,0.0,665.75,26.63
2003-06-30,1578.24,47.0,0.06383267689800354,0.06,329.17,70.5,103.42,0.78,1507.7399999999998,50.67999999999999,59.1,112.43,1532.06,1848.8,1882.28,4000.37,571.48,1669.24,64.4,2763.65,53.91,2817.57,753.0,1182.8,146.98,-336.30000000000007,-12.699999999999989,32.92,3.058778191489361,0.5,2.38,0.1,0.06,0.6,4.69808501969306,7.915251935352439,15.907103082982482,16.673095205758525,21.575444791525193,2.55,2.52,0.67,0.11,6,2003,44.178,736.3,73.63
2003-09-30,1832.5499999999997,57.31999999999999,0.07441313478426881,0.00264788087056127,376.5899999999999,84.15,124.14999999999998,1.15,1748.38,53.81,80.08,134.98,1578.58,1964.86,1969.13,4236.56,723.21,1900.17,79.14,2905.04,91.4,2996.44,753.0,1240.12,138.63,-261.75,144.08999999999997,40.0,3.86087752965806,0.7,2.42,0.17,0.06,0.35,5.410272623138602,9.157192821687667,18.489475372279497,19.61004963726613,24.81021458571974,2.79,2.75,0.68,0.13,9,2003,2.039647058823519,770.2941176470587,130.95
2003-12-31,2110.9300000000003,75.69,0.09889808362369339,-0.0003889116622258558,457.68000000000006,115.39000000000001,159.54000000000002,1.24,1995.5600000000004,63.92999999999999,36.29,121.24,1702.34,2030.31,2032.77,4414.87,527.11,2119.1,54.04,3025.5,73.56,3099.06,753.0,1315.81,414.62999999999994,-231.75,-226.66000000000003,44.150000000000006,3.139595719381688,0.71,2.36,0.27,0.06,0.22,6.856933797909408,11.7798606271777,23.00296167247387,24.599982578397213,32.057630662020905,3.06,3.01,0.67,0.11,12,2003,-0.2976470588235216,765.3333333333333,206.64
