,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2004-06-30,,,,,,,,,,,5.84,129.55,301.05,459.5,364.62,1360.1,89.58,296.53,47.99,518.12,336.32,854.44,220.0,504.96,,,,,,0.0,1.69,0.24,0.0,0.0,,,,,,7.58,7.53,0.89,0.31,6,2004,,223.16666666666669,53.56
2004-09-30,433.9599999999999,35.39999999999999,0.15917266187050358,0.0,248.8,36.169999999999995,144.49999999999997,,397.80000000000007,35.7,5.8,200.51,376.73,599.4,373.14,1592.56,225.82,317.28,45.68,688.46,318.68,1007.14,220.0,584.64,191.02,-319.67999999999995,128.64,108.33000000000001,0.0,0.0,1.72,0.4,0.0,0.0,8.89775179856115,0.0,24.226079136690643,0.0,12.128956834532373,7.8,7.77,0.87,0.32,9,2004,0.0,222.39999999999998,88.96
2004-12-31,402.23,11.080000000000013,0.046517393042782934,0.4,207.14,-0.4099999999999966,92.75,3.83,402.6299999999999,-3.460000000000008,172.6,198.89,391.68,778.66,588.9,2013.23,46.52,400.3,161.8,693.92,274.51,968.43,293.0,967.83,220.67000000000002,-318.89,265.01,93.15999999999997,20.563276173285175,1.16,1.0,0.42,0.4,0.95,2.2018232706917256,0.0,4.58085565773691,0.0,2.2992882846861282,6.5,6.47,1.12,0.56,12,2004,95.2761904761905,238.1904761904762,100.04
2005-03-31,465.72,0.34,0.0,,243.65,3.93,107.65,4.83,461.78,2.39,6.04,214.4,414.67,703.74,584.08,2093.9,111.74,0.0,143.7,786.28,264.79,1051.07,293.0,968.17,39.93,-249.54,43.06,103.72,0.0,1.46,1.09,0.0,0.0,0.0,0.08,0.0,0.16,0.0,1.2,0.07,0.07,0.9,0.37,3,2005,,inf,0.34
2005-06-30,465.3299999999999,10.88,0.03878787878787879,,268.48,19.47,143.94,3.25,445.87,18.34,5.25,286.48,423.03,749.93,581.11,2224.55,189.35,517.22,148.98,971.26,245.41,1216.67,293.0,935.1,150.4,-192.51000000000002,41.31999999999999,124.47,20.962734375,1.02,1.3,0.04,0.15,3.75,1.9393939393939394,5.081212121212122,4.654545454545454,6.050909090909092,7.253333333333334,1.21,1.21,0.77,0.34,6,2005,,280.5,11.22
2005-09-30,428.6600000000001,5.459999999999999,0.01964028776978417,-0.0013489208633093526,268.17999999999995,16.85,157.79999999999998,3.02,411.81000000000006,15.95,14.25,197.55,448.22,673.5,587.67,2157.62,109.85,413.65,92.96,714.45,428.16,1142.61,293.0,940.56,100.72,-125.96999999999997,34.24000000000001,140.95,38.477032967032976,0.94,1.21,0.06,0.15,2.5,1.0082014388489209,2.815107913669064,2.3175539568345322,2.8674820143884885,3.6530935251798557,1.23,1.23,0.94,0.32,9,2005,-0.375,278.0,16.68
2005-12-31,406.28999999999996,-12.34,-0.028433179723502303,0.05391705069124424,253.0,-4.799999999999997,144.12,2.49,411.0899999999999,-6.259999999999998,38.75,194.89,468.82,712.1,629.08,2232.28,130.48,453.47,110.34,822.6,404.02,1226.61,293.0,928.21,185.89,-198.11,36.74000000000001,148.91999999999996,-21.867058346839546,0.79,1.32,0.01,0.15,15.0,-2.1609216589861755,-18.99336405529954,-5.345437788018433,-5.231705069124424,-28.546912442396312,0.25,0.25,0.87,0.3,12,2005,23.4,434.0,4.34
2006-03-31,317.55,-91.82,-0.31,0.0,183.2,-87.63,66.69,2.18,405.17,-88.24,4.49,183.74,472.17,672.86,644.78,2164.4,177.26,447.56,123.98,849.35,399.98,1249.32,293.0,836.4,25.59,-117.46,57.62,154.32,-1.76,0.76,1.49,-0.31,0.0,0.0,-16.96,-16.48,-43.92,-40.72,-26.64,-28.97,-28.92,0.79,0.24,3,2006,0.0,296.19354838709677,-91.82
2006-06-30,306.05,-85.02000000000001,-0.2884641483827189,0.0,180.64,-72.33000000000001,83.77000000000001,1.34,378.38999999999993,-74.10000000000001,4.64,191.23,477.79,687.74,642.62,2146.04,174.94,515.56,134.89,947.99,365.1,1313.09,293.0,751.38,120.65,-110.26,-10.239999999999995,156.10000000000002,-1.1595895083509762,0.52,1.75,-0.6,0.0,0.0,-15.846297217824025,-14.077050441076683,-45.269640352861344,-40.327287943904096,-25.67330920606198,-28.47,-28.36,0.73,0.22,6,2006,0.0,294.73333333333335,-176.84
2006-09-30,240.72000000000003,-169.48999999999998,-0.5774787052810902,0.0,102.14000000000004,-145.29,2.4000000000000057,1.17,386.01,-145.92,5.67,128.17,469.18,615.11,632.98,1937.74,189.98,498.53,161.92,940.8,332.26,1273.06,293.0,581.88,-0.6200000000000045,-13.560000000000002,15.21,147.69,-0.5057329340964068,0.59,2.19,-1.18,0.0,0.0,-34.98150665550198,-29.18714405335951,-116.5136696214593,-89.06874945860883,-59.94033205324401,-40.21,-40.07,0.65,0.16,9,2006,0.0,293.5,-346.33
