,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2008-03-31,429.95,78.69,0.63,0.0,295.28,243.42,285.73,6.55,5.22,186.52,178.34,2029.83,13.96,3863.11,204.13,11128.79,0.0,0.0,25.86,986.57,8254.09,9240.66,125.0,1047.04,984.64,-35.05,-440.39,42.31,2.6,0.78,8.83,0.63,0.0,0.0,2.84,17.0,30.08,46.8,9.6,22.67,18.3,0.0,3.92,3.92,3,2008,0.0,124.9047619047619,78.69
2008-06-30,490.94,-54.75,-0.43452380952380953,0.24,-345.35999999999996,234.68000000000004,275.54999999999995,9.5,-237.04,256.28,-616.91,1960.04,26.99,3622.44,190.5,10298.26,0.0,47.86,307.33,763.26,7661.88,8425.13,125.0,961.39,808.7299999999999,-2.0900000000000034,-876.43,40.870000000000005,-5.465753424657534,1.24,8.76,0.19,0.24,1.26,-2.1040100250626566,-55.070175438596486,-22.778195488721806,-37.68922305764411,-45.83082706766917,45.32,2.6,0.0,4.75,4.75,6,2008,30.24,126.0,23.94
2008-09-30,667.91,-3.7900000000000027,-0.03009429280397025,-0.00011910669975189378,-21.11,130.36,170.10000000000002,8.1,0.0,537.54,-194.75000000000006,1955.95,24.73,3434.28,169.32,9756.15,165.26,3.0,11.35,566.37,7289.61,7855.98,125.0,958.34,-2162.2599999999998,48.35,2109.8199999999997,39.739999999999995,-67.29515171503952,1.06,8.2,0.16,0.24,1.5,-0.1579950372208438,-5.672774193548391,-1.579950372208438,-2.6106799007444192,-4.980605459057076,24.38,1.27,0.0,6.06,6.06,9,2008,-0.015000000000004121,125.93749999999999,20.15
2008-12-31,33.549999999999955,-150.29,-1.2010265867527279,-0.001539880129091723,1181.69,-91.38,-64.63999999999999,7.0,-353.28,124.92999999999995,520.69,1342.48,66.06,3251.94,148.34,9045.02,0.0,31.31,45.03,1236.25,6065.69,7301.94,125.0,808.08,248.95999999999998,-412.64,-449.79,26.739999999999995,-1.4569202874442744,1.08,9.04,-1.04,0.24,-0.23,-6.6518395573997235,27.161678192715538,-74.3712617181497,-82.13174120178272,30.579984631934842,-9.91,-8.02,0.0,2.63,2.63,12,2008,-0.1926923076923046,125.13461538461537,-130.14
2009-03-31,266.68,-45.03,-0.36,0.0,-15.46,-48.35,-14.01,6.95,0.0,315.03,-278.7,1694.0,40.04,3007.05,130.18,8660.12,0.0,2.53,812.53,1049.04,5939.94,6988.98,125.0,762.81,205.76,410.02,-264.39,34.34,-4.8275,1.14,9.16,-0.36,0.0,0.0,-2.08,-1.96,-23.6,-19.92,-2.56,-151.92,-16.89,0.0,2.87,2.87,3,2009,0.0,125.08333333333334,-45.03
2009-06-30,255.07999999999998,80.28999999999999,0.6375836642087351,0.5,-10.3,125.44999999999999,155.94,6.5,0.0,129.63000000000005,-85.21000000000004,1890.26,27.73,3564.55,112.62,8497.57,0.0,0.77,4213.22,4393.27,2406.45,6799.72,125.0,782.17,403.1,-452.11,-195.41000000000003,30.489999999999995,2.548214597085565,1.04,8.69,0.28,0.5,1.79,3.7344186046511623,7.4688372093023245,41.07860465116279,36.797685762904145,17.123675553034598,53.68,6.76,248.71,0.81,0.81,6,2009,62.96428571428571,125.92857142857142,35.26
2009-09-30,214.34000000000003,-5.819999999999997,-0.045468749999999974,0.008091517857142905,-3.8199999999999967,-1.6199999999999903,21.78,7.45,0.0,215.95999999999998,-169.39999999999992,1987.28,18.55,3331.18,92.48,8357.01,0.0,0.72,4100.01,4392.48,2313.75,6706.23,125.0,776.46,308.69999999999993,-4.709999999999994,-206.95999999999998,23.400000000000006,-40.96054982817872,1.2,8.64,0.23,0.5,2.17,-0.2767663043478259,-0.65633152173913,-2.9969836956521716,-2.6806793478260857,-1.502445652173912,27.9,4.0,55.91,0.76,0.76,9,2009,1.0357142857142918,128.0,29.44
2009-12-31,295.7399999999999,83.01,0.6643752779012895,-0.012227656736327263,-0.5,132.33999999999997,151.14000000000001,6.95,0.0,163.39999999999998,-116.2700000000001,1438.98,22.78,2722.0,80.6,7115.93,0.0,0.77,3410.14,3735.3,2522.62,6257.93,125.0,858.0,702.6800000000001,-763.46,-487.53999999999996,18.799999999999997,2.6144862064811467,1.01,7.29,0.9,0.5,0.56,4.6653908403735,7.588642063139173,38.71093285904847,39.86251667407737,18.159590929301913,77.04,10.9,0.0,0.73,0.73,12,2009,-1.5277777777777786,124.94444444444444,112.45
2010-03-31,48.42,-4.42,-0.04,0.0,27.0,6.69,24.43,6.8,0.0,41.73,5.13,1209.82,36.02,2510.3,99.24,6411.35,0.0,0.06,3247.12,3504.54,2208.2,5712.74,125.0,698.61,259.78,-6.59,-482.04,17.74,-42.5,1.22,8.18,-0.04,0.0,0.0,-0.28,0.36,-2.52,-2.4,0.92,-11.25,-9.13,0.0,0.72,0.72,3,2010,0.0,110.5,-4.42
2010-06-30,322.71,-121.63,-0.974583895279651,0.0,124.16,-2.9400000000000004,14.259999999999998,7.2,0.0,325.65,-121.44999999999999,1291.07,30.79,2992.33,89.1,6324.1,0.0,96.85,3239.05,3492.92,2100.21,5593.13,125.0,730.96,171.53000000000003,28.68,-118.92000000000002,17.2,-1.8472755487955275,1.23,7.65,-1.01,0.0,0.0,-7.680879016263387,0.19298690995636655,-66.54188655295516,-64.30323839746133,0.501765965886553,-53.42,-33.96,0.0,0.86,0.86,6,2010,0.0,124.80198019801979,-126.05
2010-09-30,167.78999999999996,-11.720000000000013,-0.09357625027219289,0.0,32.879999999999995,-7.38,9.490000000000002,8.1,0.0,175.15999999999997,-76.28,1376.8,37.24,5196.13,84.06,6232.78,0.0,98.79,3238.6,3517.79,1996.13,5513.92,125.0,718.86,212.59999999999997,-8.49,-118.37,16.870000000000005,-21.62941979522182,1.41,7.67,-1.1,0.0,0.0,-0.7520127749147137,-0.017013863685853253,-6.523115337156137,-6.271310154605509,-0.044236045583218454,-42.13,-25.56,0.0,1.48,1.48,9,2010,0.0,125.24545454545455,-137.77
2010-12-31,1653.62,359.4,2.8702702702702703,3.5000000000000004,-232.70999999999998,363.06,380.86,5.3,0.0,1290.56,-1453.94,990.54,35.32,3862.43,75.92,4716.58,0.0,105.36,1779.44,2626.88,1448.58,4075.46,125.0,641.12,564.57,-0.049999999999998934,-949.5199999999999,17.799999999999997,0.4609583333333334,1.03,6.36,1.77,3.5,1.98,30.486486486486488,39.43783783783784,224.23783783783782,191.8054054054054,111.56756756756755,141.83,10.11,0.0,1.47,1.47,12,2010,438.25141242937855,125.21468926553672,221.63
2011-03-31,310.88,113.88,0.91,0.0,5.21,111.58,122.68,6.3,0.0,199.3,-150.81,1051.58,33.81,2136.61,62.19,2941.36,0.0,0.0,813.79,1067.89,1118.28,2186.18,125.0,755.18,1361.42,0.62,-1301.19,11.1,1.73,1.04,2.89,0.91,0.0,0.0,15.48,9.56,60.31999999999999,62.68,23.84,268.27,36.63,0.0,2.0,2.0,3,2011,0.0,125.14285714285714,113.88
2011-06-30,73.51999999999998,-30.019999999999996,-0.2398449797281183,0.0,12.439999999999998,-16.340000000000003,-7.790000000000006,8.65,0.0,89.87,-42.0,987.02,40.49,1986.72,58.24,2833.9,0.0,87.83,759.78,976.3,1127.12,2103.42,125.0,725.33,-10.180000000000064,4.6899999999999995,-59.87999999999988,8.549999999999999,-9.015927714856762,1.49,2.9,0.67,0.0,0.0,-4.238454567135702,-2.9783734796088717,-16.552883377057,-16.495606963987594,-7.345699976150726,103.52,21.82,0.0,2.03,2.03,6,2011,0.0,125.1641791044776,83.86
2011-09-30,110.57000000000005,37.620000000000005,0.3003901876852157,0.0,92.78999999999999,27.67,31.42,6.8,0.0,82.88999999999999,44.69,954.32,34.47,1975.87,55.81,2801.41,0.0,73.16,712.91,907.53,1131.31,2038.84,125.0,760.59,7.690000000000055,7.97,-47.8900000000001,3.75,5.659056353003721,1.12,2.68,0.97,0.0,0.0,5.376055317747778,3.3693249917681927,19.782397102403692,20.339822192953577,8.039308528152784,59.96,24.54,0.0,2.18,2.18,9,2011,0.0,125.23711340206187,121.48
2011-12-31,443.02,271.65,2.15589754025386,0.0,21.72,285.83000000000004,294.73,7.0,0.0,157.19,-85.96000000000001,864.44,73.33,1031.25,47.87,1102.26,0.0,0.0,5.71,43.69,23.52,67.21,125.0,1033.36,111.95000000000005,-180.15,-21.649999999999864,8.899999999999999,0.8104281244248115,0.85,0.07,3.12,0.0,0.0,98.59085289853229,38.833795436624015,105.14146465545748,129.79608780810418,106.71692824256606,146.75,41.91,0.0,23.6,23.6,12,2011,0.0,126.00320512820512,393.13
2012-03-31,53.74,-14.82,-0.13,0.0,7.99,-15.62,-12.0,7.5,0.0,69.37,-28.55,786.88,25.51,952.19,50.89,1081.68,0.0,0.0,5.63,36.75,26.07,62.82,125.0,1018.62,8.87,-82.84,-2.5,3.62,-14.4225,0.92,0.06,-0.13,0.0,0.0,-5.48,-3.12,-5.8,-6.68,-5.96,-42.67,-27.58,0.0,25.91,25.91,3,2012,0.0,114.0,-14.82
2012-06-30,44.85999999999999,-22.18,-0.17983783783783783,0.0,7.73,-21.990000000000002,-18.3,6.9,0.0,66.82999999999998,-24.52,579.02,19.6,1675.48,47.93,1808.32,0.0,0.0,4.72,778.36,34.67,813.03,125.0,996.34,-161.23000000000002,-44.31999999999999,-3.0300000000000002,3.6899999999999995,-9.591974752028856,0.87,0.82,-0.3,0.0,0.0,-4.915567567567567,-3.8844972972972975,-8.895978378378379,-10.310702702702702,-8.752108108108107,-51.76,-37.53,0.0,2.15,2.15,6,2012,0.0,123.33333333333334,-37.0
2012-09-30,50.48000000000002,-21.909999999999997,-0.17480393821083007,0.0,14.1,-22.910000000000004,-19.169999999999998,6.9,0.0,73.4,-25.29,584.19,20.2,1655.9,48.26,1787.93,0.0,0.0,4.79,781.07,35.06,816.12,125.0,974.59,-10.409999999999997,18.189999999999998,-1.3199999999999994,3.740000000000001,-9.867626654495664,0.88,0.84,-0.47,0.0,0.0,-4.8945102699032415,-3.9275097606518417,-8.985666270582243,-10.101436088949244,-8.941035477847564,-51.57,-39.52,0.0,2.12,2.12,9,2012,0.0,125.34042553191489,-58.91
2012-12-31,84.79999999999998,-3.8400000000000034,-0.03365737051792832,0.0,36.6,-0.8399999999999963,2.8100000000000023,7.0,0.0,85.63000000000002,-3.0700000000000074,740.02,32.98,924.46,45.73,1028.53,0.0,0.0,4.85,31.12,30.63,61.76,125.0,970.61,142.91000000000003,14.019999999999996,-0.6200000000000001,3.6499999999999986,-52.005696614583286,0.9,0.06,-0.55,0.0,0.0,-1.4931633466135472,-1.409937848605579,-1.5837322709163362,-1.532328286852591,-1.5054023904382485,-32.78,-26.83,0.0,29.71,29.71,12,2012,0.0,114.09090909090908,-62.75
2013-03-31,41.19,-24.12,-0.2,0.0,2.67,-23.7,-20.19,6.2,0.0,64.89,-22.7,732.93,18.47,902.43,46.59,1007.17,0.0,0.14,5.2,33.6,33.42,67.02,125.0,945.12,-5.58,0.92,-1.33,3.51,-7.75,0.82,0.07,-0.2,0.0,0.0,-9.56,-9.08,-10.2,-9.84,-9.72,-87.55,-58.56,0.0,26.86,26.86,3,2013,0.0,120.6,-24.12
2013-06-30,32.3,-36.81999999999999,-0.30814243518214635,0.0,-4.99,-37.39,-33.8,5.8,0.0,69.67999999999999,-50.03999999999999,689.31,16.18,899.72,42.95,971.48,0.0,0.1,5.07,34.46,32.17,66.63,125.0,910.51,-48.24,4.51,-1.4100000000000001,3.59,-4.704561379684955,0.8,0.07,-0.51,0.0,0.0,-15.153357400722017,-10.633935018050542,-16.16841483426321,-15.443373810305214,-15.757558254020344,-119.61,-82.92,0.0,26.11,26.11,6,2013,0.0,119.49019607843137,-60.94
2013-09-30,41.5,-11.950000000000003,-0.09836740293593088,0.0,5.38,-12.780000000000001,-9.479999999999997,5.0,0.0,54.29000000000002,-18.60000000000001,610.63,21.66,882.97,42.2,950.11,0.0,0.0,4.89,152.12,31.03,183.15,125.0,773.2,-15.720000000000006,-62.35,-0.8199999999999998,3.3000000000000007,-12.702378661087865,0.81,0.24,-0.6,0.0,0.0,-5.029853203457265,-3.541226505693512,-6.184030731238854,-5.469227603237757,-6.072547674578133,-89.1,-63.39,0.0,5.8,5.8,9,2013,0.0,121.48333333333333,-72.89
2013-12-31,27.10000000000001,-34.7,-0.2838181987173529,1.0,-5.46,-31.11999999999999,-27.870000000000005,6.8,0.0,58.22,-4.859999999999999,479.38,13.37,732.6,38.93,791.78,0.0,0.0,4.7,27.81,30.3,58.11,125.0,740.02,-9.259999999999991,3.25,-126.43,3.25,-5.991863832853026,1.15,0.08,-0.88,1.0,-1.14,-17.532224184403756,-14.887554605446603,-18.75780276977414,-16.229240635746816,-17.725736592620134,-103.21,-75.72,0.0,26.34,26.34,12,2013,122.26136363636364,122.26136363636364,-107.59
2014-03-31,30.04,-19.26,-0.15,0.0,0.23,-18.56,-15.85,6.25,0.0,48.6,-19.4,491.33,13.22,710.1,36.64,766.46,0.0,0.16,4.47,23.66,27.55,51.21,125.0,720.57,-20.87,34.53,-1.4,2.71,-10.4175,1.08,0.07,-0.15,0.0,0.0,-10.04,-8.36,-10.68,-9.24,-10.0,-101.37,-64.11,0.0,30.01,30.01,3,2014,0.0,128.4,-19.26
2014-06-30,74.06,16.900000000000002,0.07161016949152545,0.0,2.82,17.009999999999998,19.71,13.5,0.0,57.050000000000004,-34.910000000000004,255.76,16.89,725.85,33.58,779.89,0.0,0.0,3.28,23.57,24.2,47.78,125.0,737.55,-29.830000000000002,-204.16,-1.5900000000000003,2.7,47.13017751479289,2.29,0.06,-0.01,0.0,0.0,8.593220338983052,5.155932203389831,9.166101694915255,8.30677966101695,5.7288135593220355,-5.72,-2.27,0.0,30.8,30.8,6,2014,0.0,235.99999999999997,-2.36
2014-09-30,26.05000000000001,-19.37,-0.15153704555913486,0.0,1.4100000000000001,-18.66,-16.12,17.8,0.0,44.69999999999999,-18.939999999999998,472.21,16.68,709.0,31.44,760.22,0.0,0.0,2.56,22.18,25.41,47.58,125.0,718.08,-11.059999999999995,228.65,-1.0699999999999994,2.54,-29.366911461022198,3.1,0.07,-0.17,0.0,0.0,-10.197551771744132,-8.414763000460193,-10.803699953980672,-10.375830648872528,-9.769682466635988,-34.18,-16.7,0.0,31.97,31.97,9,2014,0.0,127.8235294117647,-21.73
2014-12-31,37.079999999999984,-21.249999999999996,-0.16810144253140996,0.0,4.079999999999999,-21.17,-18.660000000000004,10.6,0.0,58.26000000000002,-28.730000000000004,565.16,15.39,694.15,31.82,743.7,0.0,0.0,1.84,22.17,24.87,47.04,125.0,696.69,-12.270000000000003,105.82,-1.08,2.5100000000000007,-15.766075294117648,1.9,0.07,-0.34,0.0,0.0,-11.430898092135877,-10.659609120521171,-12.20218706375058,-11.826430898092136,-11.351791530944624,-47.93,-25.7,0.0,31.31,31.31,12,2014,0.0,126.41176470588233,-42.98
2015-03-31,27.54,-24.0,-0.19,0.0,4.16,-23.94,-21.49,11.7,0.0,51.48,-23.42,628.64,21.8,660.38,34.62,712.21,0.0,0.0,1.25,13.49,26.9,40.39,125.0,671.84,-30.08,94.88,-0.98,2.45,-15.395000000000001,2.18,0.06,-0.19,0.0,0.0,-13.48,-12.96,-14.28,-13.8,-13.719999999999999,-97.52,-87.15,0.0,48.95,48.95,3,2015,0.0,126.3157894736842,-24.0
2015-06-30,33.9,-19.310000000000002,-0.1560494112214269,0.0,8.35,-19.219999999999995,-17.24,10.4,0.0,53.12,-18.28,277.88,32.22,671.3,23.5,712.06,0.0,0.0,0.64,40.31,19.15,59.46,125.0,652.62,-0.4200000000000017,-348.89,-1.7000000000000002,1.9799999999999995,-16.658986276540652,1.99,0.09,-0.35,0.0,0.0,-10.843204802586008,-10.326012468252136,-11.84192103440314,-11.110718078965599,-11.467402447471715,-80.76,-70.49,0.0,16.65,16.65,6,2015,0.0,123.74285714285716,-43.31
2015-09-30,42.69,3.8200000000000003,0.0309546720688782,0.0,10.9,3.809999999999995,5.309999999999995,13.9,0.0,38.890000000000015,4.010000000000005,277.66,21.7,660.66,25.48,702.97,0.0,8.28,0.88,21.7,22.31,44.01,125.0,658.99,0.5599999999999987,-0.4800000000000182,-0.2999999999999998,1.5,112.26738219895287,2.64,0.07,-0.32,0.0,0.0,2.1745657128386933,2.0817016966320585,2.3177310711572554,2.2209977209420106,2.2364750569764498,-47.41,-37.92,0.0,30.45,30.45,9,2015,0.0,123.40625,-39.49
2015-12-31,49.99000000000001,14.350000000000001,0.1141607000795545,0.0,9.7,15.330000000000002,16.840000000000003,14.1,0.0,34.64999999999998,-2.0,43.64,18.09,1145.69,25.97,1178.87,0.0,9.71,0.6,491.4,9.76,501.16,125.0,677.73,35.33,-719.16,449.79,1.5100000000000007,30.87752613240418,2.6,0.74,-0.2,0.0,0.0,4.863245823389022,5.7080350039777255,8.470723945902943,8.35656324582339,7.968416865552904,-22.31,-16.31,0.0,2.33,2.33,12,2015,0.0,125.7,-25.14
2016-03-31,65.69,16.68,0.13,0.0,8.28,25.44,27.0,15.5,0.0,40.25,-6.84,6.58,21.75,1667.93,24.81,1698.36,0.0,10.17,0.54,993.9,10.04,1003.94,125.0,694.41,-5.4,-536.7,505.04,1.56,29.8075,2.79,1.45,0.13,0.0,0.0,3.92,8.44,9.6,9.76,14.44,53.62,25.39,0.0,1.68,1.68,3,2016,0.0,128.3076923076923,16.68
2016-06-30,91.27000000000001,26.840000000000003,0.10484375000000001,0.0,11.53,46.28,47.879999999999995,9.2,0.0,44.989999999999995,-3.4700000000000006,370.58,26.7,2508.46,26.49,2540.15,0.0,11.03,0.98,1102.53,716.37,1818.9,125.0,721.25,334.17999999999995,535.24,-505.42,1.6,21.938360655737704,3.19,2.52,0.17,0.0,0.0,4.218419117647059,10.879080882352943,14.875477941176472,15.640220588235294,12.309889705882354,66.02,27.73,0.0,2.28,2.28,6,2016,0.0,256.0,43.52
2016-09-30,132.85,50.74,0.2045533630384044,0.0,5.030000000000001,35.230000000000004,36.96000000000001,9.1,0.0,97.62000000000002,-8.929999999999998,73.43,35.22,2779.4,25.3,2809.47,0.0,10.33,1.0,1322.5,714.98,2037.47,125.0,771.99,-1849.1299999999999,-0.32000000000000006,1552.3000000000002,1.7299999999999995,11.123014387071343,2.95,2.64,0.38,0.0,0.0,7.234729471674092,13.112947167409292,26.290490133672822,28.357555697008276,15.481459792064504,87.78,32.52,0.0,2.1,2.1,9,2016,0.0,248.05263157894737,94.26
2016-12-31,178.99,118.18999999999998,0.4673080724876441,0.0,-2.5599999999999987,157.82999999999998,159.6,21.8,0.0,21.159999999999997,-30.09,72.21,30.93,4448.66,27.97,4527.68,0.0,21.38,1.73,1588.52,1938.98,3527.51,152.34,1000.18,-1572.5500000000002,-0.9099999999999999,1572.25,1.7700000000000005,11.661471994246552,6.64,3.53,0.84,0.0,0.0,10.436546952224052,20.65056625088256,47.26487361732171,56.34400188279595,20.04974158625559,144.62,45.32,0.0,2.8,2.8,12,2016,0.0,252.91666666666666,212.45
2017-03-31,193.82,73.51,0.24,0.0,8.66,92.9,94.72,24.4,0.0,100.92,-10.18,130.9,66.65,4621.1,26.76,4697.8,0.0,51.41,1.74,1270.4,2391.83,3662.23,152.34,1035.57,-51.53,-0.38,110.59,1.82,25.4175,7.18,3.54,0.24,0.0,0.0,6.24,11.6,28.4,34.0,10.84,192.38,37.93,0.0,3.64,3.64,3,2017,0.0,306.2916666666667,73.51
2017-06-30,190.16000000000003,91.01,0.2987199124726477,0.0,12.61,96.75999999999999,98.6,18.6,0.0,93.39999999999999,-2.6899999999999995,26.55,82.46,4578.78,25.55,4847.18,0.0,46.69,1.76,1774.3,1933.28,3707.58,156.18,1139.6,-121.97,-0.41000000000000003,18.03,1.84,15.564412701900888,5.1,3.25,0.54,0.0,0.0,7.501188913202043,11.351356673960613,31.951966934111354,39.1212448334549,13.652606370046195,210.81,42.85,0.0,2.58,2.58,6,2017,0.0,304.6666666666667,164.52
2017-09-30,177.31999999999994,59.139999999999986,0.19302602163998922,0.0,18.570000000000004,226.25000000000003,228.01,19.7,0.0,-48.93000000000001,-8.540000000000001,88.83,40.55,4259.08,21.56,4743.99,0.0,38.31,703.81,1611.92,1933.34,3545.25,156.18,1198.73,219.16,0.22999999999999998,-157.11,1.7599999999999998,25.518191579303352,5.13,2.96,0.73,0.0,0.0,4.981657873558078,11.645021908253597,19.736249664669582,24.009264061521947,14.04594831440579,190.45,39.85,0.0,2.64,2.64,9,2017,0.0,306.3835616438356,223.66
