,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,month,year,operating_profit,depreciation,dividend,ROCE%,number_of_shares,return_old
2000-03-31,28.49,4.2,0.7,2.5,,6.75,6.75,28.0,2.0,11.19,369.35,0.0,100.39,620.14,127.19,60.0,492.95,-0.67,10.76,-10.94,10.0,3.41,0.26,0.7,2.5,3.57,2.72,0.0,3.4,0.0,14.74,3,2000,,,15.000000000000002,,6.000000000000001,4.2
2000-06-30,30.250000000000004,-0.38000000000000034,-0.06366492146596864,-0.013089005235602393,,2.6400000000000006,2.6400000000000006,26.0,3.48,12.1,370.51,0.0,99.24,617.24,147.34,60.0,469.9,24.990000000000002,5.610000000000001,-20.15,-102.1096052631578,3.32,0.31,0.64,2.5,3.91,-0.2467015706806285,-0.0,-0.3223036649214663,-0.0,6.5,6,2000,,,-0.07812500000000178,,5.96875,3.82
2000-09-30,30.249999999999993,5.85,0.9739917269906928,0.01559268355739411,,6.84,6.84,22.0,5.18,11.32,359.66,0.0,97.31,610.13,135.34,60.0,474.78,1.0700000000000003,-8.38,-2.0400000000000027,5.644965811965812,2.78,0.29,1.61,2.5,1.55,3.823371251292657,0.0,4.936504653567735,0.0,10.87,9,2000,,,0.09365295031055965,,6.0062111801242235,9.67
2000-12-31,30.91000000000001,6.220000000000001,1.0373190685966016,-0.004162936961798456,,8.11,8.11,20.5,5.78,15.46,360.44,0.0,95.86,618.35,136.14,60.0,482.21,6.950000000000003,-5.710000000000001,0.9299999999999997,4.943271704180064,2.55,0.28,2.65,2.5,0.94,4.0240151038388925,0.0,5.16702328508496,0.0,13.25,12,2000,,,-0.024961912574708478,,5.99622641509434,15.89
2001-03-31,33.0,9.0,1.5,2.5,,9.44,9.44,23.5,0.0,12.07,353.67,0.0,94.38,633.26,133.88,60.0,499.38,7.9,-10.75,0.12,3.9175,2.82,0.27,1.5,2.5,1.67,5.68,6.04,7.2,7.24,27.27,3,2001,,,15.0,,6.0,9.0
2001-06-30,32.019999999999996,-1.0,-0.16625,0.006250000000000009,,2.5200000000000014,2.5200000000000014,31.5,0.0,11.440000000000001,370.77,0.0,93.2,635.72,154.34,60.0,481.39,10.909999999999998,2.79,-5.3500000000000005,-47.36,3.93,0.32,1.33,2.5,1.88,-0.63,-0.955,-0.83,-0.84,12.3,6,2001,,,0.03759398496240607,,6.015037593984962,8.0
2001-09-30,32.260000000000005,7.449999999999999,1.2440776699029126,-0.011132199430615466,,8.98,8.98,31.5,1.0,10.389999999999997,363.29,0.0,92.71,622.75,145.53,60.0,477.22,3.490000000000002,-2.1100000000000003,-10.36,6.330352348993289,3.96,0.3,2.58,2.5,0.97,4.783430420711974,6.557928802588996,6.249320388349515,6.268608414239481,15.88,9,2001,,,-0.06666375240426703,,5.988372093023256,15.45
2001-12-31,30.069999999999993,6.960000000000001,1.1615528781793845,0.0015047269180078148,,8.009999999999998,8.009999999999998,33.5,0.0,12.54,348.87,0.0,91.57,642.98,149.31,60.0,493.67,4.829999999999998,-7.449999999999999,8.99,7.212413793103448,4.07,0.3,3.74,2.5,0.67,4.335635876840697,5.702168674698796,5.640053547523428,5.702168674698796,17.6,12,2001,,,0.009016291506030782,,5.991978609625668,22.41
2002-03-31,33.26,4.07,0.68,0.0,,5.4,5.4,40.0,0.0,10.99,349.3,0.0,90.47,653.86,157.1,60.0,496.76,8.41,22.82,-6.78,14.705,4.83,0.32,0.68,0.0,0.0,2.48,3.36,3.28,3.28,12.24,3,2002,,,0.0,,5.985294117647059,4.07
2002-06-30,33.74,-0.23000000000000043,-0.03833333333333341,3.0,,2.75,2.75,33.5,0.0,11.9,370.64,0.0,89.32,652.61,167.44,60.0,485.16,15.21,-22.95,-17.919999999999998,-218.46260869565177,4.14,0.35,0.64,3.0,4.69,-0.14135416666666695,-0.30427083333333393,-0.1892708333333337,-0.1892708333333337,5.73,6,2002,,,18.0,,6.0,3.84
