,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda
2012-12-31,,,,,,,
2013-03-31,94.5,14.71,0.1,0.029999999999999995,35.72,15.84,18.44
2013-06-30,95.30000000000001,11.419999999999998,0.07429774205893608,0.001289322617680826,29.680000000000007,11.95,14.7
2013-09-30,103.19999999999999,13.370000000000001,0.08462025316455697,0.0008153387937453523,36.81999999999999,13.79,17.11
2013-12-31,110.68,8.530000000000001,0.05150322714969811,0.0013803872579637774,32.19,8.75,12.009999999999998
2014-03-31,97.12,0.83,0.0,,23.05,0.74,4.31
2014-06-30,58.49000000000001,-8.4,-0.04438573315719947,,11.459999999999997,-7.82,-4.02
2014-09-30,71.48999999999998,-6.449999999999999,-0.036804564907275315,-0.008787446504992863,13.730000000000004,-5.880000000000001,-1.95
2014-12-31,84.47999999999999,-3.9499999999999993,-0.024179187534780187,0.11199638286032275,19.999999999999993,-4.099999999999998,-0.5000000000000002
2015-03-31,93.63,-16.19,-0.05,0.0,14.51,-12.37,-8.37
2015-06-30,69.16,-24.81,-0.06656341463414633,0.02,3.5900000000000016,-25.990000000000002,-21.64
2015-09-30,95.50000000000003,-7.920000000000002,-0.019427636958299268,0.0017141158105998672,16.019999999999996,-13.530000000000001,-8.620000000000001
2015-12-31,120.07,-5.609999999999999,-0.013374289381991563,0.0005623815636652587,31.390000000000008,3.020000000000003,8.930000000000003
2016-03-31,52.82,-23.43,-0.06,0.0,11.07,-22.03,-16.58
2016-06-30,82.70000000000002,-1.4200000000000017,-0.0034285714285714327,0.0,25.22,-0.07000000000000028,5.439999999999998
2016-09-30,49.379999999999995,-14.719999999999999,-0.03347990902198635,0.0,8.079999999999998,-13.54,-7.899999999999999
2016-12-31,50.69999999999999,-38.800000000000004,-0.08911573306112033,0.0,4.460000000000001,-36.760000000000005,-30.78
2017-03-31,47.33,-18.43,-0.04,0.0,9.06,-15.9,-9.91
2017-06-30,-47.33,,,,-9.06,15.9,21.87
