,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda
2000-03-31,238.02,12.07,0.58,0.0,82.88,37.38,83.19
2000-06-30,263.17999999999995,17.38,0.8380169779286926,0.0,95.55000000000001,44.9,89.28
2000-09-30,263.90000000000003,35.53,1.7169005847953216,0.0,109.25999999999999,56.120000000000005,102.04999999999998
2000-12-31,363.2199999999999,68.63000000000001,3.313101564254173,0.0,139.99,89.00999999999999,133.77000000000004
2001-03-31,290.47,135.62,6.55,0.0,116.54,71.37,114.36
2001-06-30,260.16999999999996,31.24000000000001,1.5090159415078512,2.0,93.68999999999998,51.94,96.52999999999999
2001-09-30,304.09000000000003,45.839999999999975,2.2154922425952033,-0.0011185502245152322,126.77000000000001,76.06,119.36000000000001
2001-12-31,344.3899999999999,60.93000000000001,2.943736432408728,0.0007269323752385615,143.75,94.88,141.73000000000002
2002-03-31,275.94,42.23,2.04,0.0,121.86,69.19,107.53
2002-06-30,278.98999999999995,55.839999999999996,2.6932109717548696,3.0,137.87,84.14000000000001,122.88
2002-09-30,299.57000000000005,48.34,2.3342927395669695,-0.0036198269131268025,129.96999999999997,72.42999999999998,111.91
2002-12-31,363.8599999999999,69.97,3.379177835289768,-0.00034886762810400164,145.95,100.5,143.11
2003-03-31,320.36,65.57,3.17,0.0,145.61,93.0,135.4
2003-06-30,285.19999999999993,28.27000000000001,1.3646962915601026,6.27,113.45999999999998,46.620000000000005,85.88999999999999
2003-09-30,327.1700000000001,29.060000000000002,1.4045272579332793,-0.007574854913541384,109.92000000000002,43.41999999999999,81.44000000000003
2003-12-31,406.31999999999994,57.54999999999998,2.781025214740925,0.0010821711154206835,140.57,77.56000000000003,116.32999999999998
2004-03-31,295.13,30.71,1.48,0.0,101.84,42.9,78.53
2004-06-30,258.89,35.93,1.7091551620648258,4.36,31.97999999999999,41.9,44.47
2004-09-30,315.45000000000005,37.370000000000005,1.7677184886068649,0.0243699086201673,119.92000000000002,50.97000000000001,111.43
2004-12-31,405.9200000000001,76.17999999999999,3.5978234086242296,0.00693293934992691,147.90999999999997,96.17999999999998,103.25
2005-03-31,339.97,57.62,2.7,0.0,139.37,77.34,110.62
2005-06-30,337.62,44.440000000000005,2.081356065059769,4.23,129.52999999999997,59.650000000000006,93.07
2005-09-30,383.67999999999995,47.41,2.2234836422024484,-0.005766567674401929,142.54000000000002,67.81,110.29000000000002
2005-12-31,403.3600000000001,35.03999999999999,1.6427077123191154,0.0016338977332176466,136.63000000000005,53.76999999999998,99.75999999999999
2006-03-31,384.68,36.19,1.6999999999999997,0.0,123.75,56.14,101.49
2006-06-30,361.7,23.310000000000002,1.093023529411765,4.33,113.9,39.44,84.98
2006-09-30,330.7399999999999,7.799999999999997,0.3662407132243684,-0.005834305282611386,97.42999999999998,18.820000000000007,58.91999999999999
2006-12-31,536.22,73.10000000000001,3.425911680911681,0.008100499477082423,175.14000000000004,102.03,140.29000000000002
2007-03-31,393.1,21.62,1.01,0.0,123.83,38.31,74.51
2007-06-30,371.14,20.74,0.9743295561850802,3.2900000000000005,107.14999999999999,36.489999999999995,78.74
2007-09-30,388.03999999999996,28.450000000000003,1.3339076401638188,0.006460369919076867,123.31000000000003,46.58,88.36000000000001
2007-12-31,523.2,63.579999999999984,2.980534265942406,0.00052943823810744,185.47999999999996,95.48000000000002,137.68
2008-03-31,407.59,52.09,2.44,3.15,139.09,73.54,114.25
2008-06-30,422.51000000000005,11.799999999999997,0.5540773203944278,-0.0076460822776852795,150.27,19.44999999999999,60.06999999999999
2008-09-30,480.7099999999999,55.620000000000005,2.6062421554681614,0.006554263241569908,170.53999999999996,78.36,124.25999999999999
2008-12-31,522.9300000000001,-23.53,-1.103198583038133,-0.001799202958949877,183.94000000000005,-19.659999999999997,37.09000000000003
2009-03-31,380.25,-2.9,-0.14,0.0,141.99,5.52,63.88
2009-06-30,437.13,4.029999999999999,0.17831858407079645,1.4,144.07,12.48,69.5
2009-09-30,419.91999999999996,9.32,0.43701435406698563,-0.08359808612440175,138.11,20.909999999999997,78.24000000000001
2009-12-31,448.43000000000006,-11.75,-0.5423076923076923,0.021978021978022063,143.27000000000004,-7.619999999999997,59.670000000000016
2010-03-31,375.93,24.63,1.15,0.0,125.43,40.48,108.89
2010-06-30,449.73999999999995,19.95,0.9352960969044413,0.85,139.75,36.01,107.36
2010-09-30,502.92999999999995,45.94,2.1518515245249668,0.0007530123666131888,145.76999999999998,57.97000000000001,130.57999999999998
2010-12-31,562.01,3.5799999999999983,0.16777683315621672,-0.00044568203236224383,159.00000000000006,24.299999999999983,104.03000000000003
2011-03-31,416.54,18.47,0.8699999999999999,2.21,139.01,28.2,91.44
2011-06-30,476.96,14.850000000000001,0.6952581032412967,0.013356790992258928,139.03000000000003,39.64,99.32
2011-09-30,548.4100000000001,5.770000000000003,0.27012279355333857,0.00017395753389626243,152.62,15.920000000000002,70.57999999999998
2011-12-31,626.1699999999998,18.279999999999994,0.8571239323688337,-0.003473283860588787,187.10999999999996,25.36,76.01000000000005
2012-03-31,461.88,0.59,0.029999999999999995,1.35,140.27,12.84,61.29
2012-06-30,453.17999999999995,-62.7,-2.937642891643858,0.10606987602640457,128.71,-49.67,-2.9399999999999977
2012-09-30,526.1000000000001,13.18,0.6168444716942572,0.0014639048841076207,147.32999999999998,25.54,77.28
2012-12-31,606.47,-24.580000000000005,-1.1535981499115768,-0.0037740164276731363,179.54000000000002,-8.0,41.30000000000001
2013-03-31,449.86,-13.68,-0.64,0.0,119.91,-4.38,42.35
