,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda
2000-03-31,249.71,11.5,0.43,0.0,23.63,17.08,34.99
2000-06-30,296.42999999999995,24.65,0.9137206085753804,0.0,40.08,33.36,51.160000000000004
2000-09-30,235.64999999999998,6.399999999999999,0.23764982373678023,0.0,20.559999999999995,13.020000000000003,30.94999999999999
2000-12-31,290.4200000000001,23.409999999999997,0.8659854457246815,0.0,37.81,29.520000000000003,47.870000000000005
2001-03-31,362.71,36.8,1.36,0.0,53.26,42.82,62.93
2001-06-30,368.64000000000004,39.56,1.4661445783132532,0.0,53.38,44.6,62.68
2001-09-30,368.2399999999999,47.61,1.762764378478664,0.0,55.239999999999995,51.2,70.45
2001-12-31,282.19000000000005,24.27000000000001,0.8988282514840802,0.0,33.66,27.22999999999999,46.02000000000001
2002-03-31,340.2,37.08,1.37,0.0,52.26,45.49,64.29
2002-06-30,331.47999999999996,47.84,1.7745642958078192,1.0,58.51,57.63999999999999,76.7
2002-09-30,240.68000000000006,-5.140000000000001,-0.1900601654550013,0.0031555030301582765,14.450000000000003,-4.22999999999999,15.009999999999991
2002-12-31,200.0200000000001,-0.35999999999999943,-0.013326617980357572,-0.0011276671119855573,8.969999999999999,-0.29000000000000625,18.69999999999999
2003-03-31,256.2,3.85,0.14,0.0,16.07,7.37,24.26
2003-06-30,275.03000000000003,12.63,0.4215109223300971,0.2,19.869999999999997,16.169999999999998,33.81
2003-09-30,281.15,19.34,0.6533054159687325,-0.0024343941931881255,27.340000000000003,28.29,46.26
2003-12-31,304.2600000000001,16.33,0.5511179290508149,0.0001847816612916966,32.3,24.570000000000007,42.7
2004-03-31,406.84,48.03,1.62,0.0,76.52,68.22,90.16
2004-06-30,487.57,50.36,1.6941924992377275,1.0,93.89999999999999,71.28,93.72999999999999
2004-09-30,440.62,42.290000000000006,1.4248976400341202,-0.0015414984791178221,72.62,60.78,84.47000000000003
2004-12-31,482.06999999999994,49.72999999999999,0.8383661572396406,0.4996553074345234,74.06000000000003,71.46000000000001,95.07
2005-03-31,491.96,38.16,0.64,0.0,66.17,56.22,79.62
2005-06-30,480.14000000000004,30.680000000000007,0.4323009877977921,0.55,73.95,46.32000000000001,69.50999999999999
2005-09-30,381.15999999999997,24.379999999999995,0.34260673675176995,0.0014780466118283376,39.329999999999984,38.57000000000001,63.599999999999994
2005-12-31,387.55999999999995,7.469999999999999,0.10460522395471246,0.0019334909733525623,28.650000000000006,17.619999999999976,40.96000000000001
2006-03-31,512.07,39.84,0.56,0.0,62.93,60.83,84.52
2006-06-30,535.4899999999999,36.91,0.4712938110749185,0.3,65.12,59.510000000000005,84.2
2006-09-30,525.3800000000001,17.010000000000005,0.21770477815699663,-0.00070261893153161,44.81,34.50999999999999,62.28999999999999
2006-12-31,479.77,14.97999999999999,0.1914861136656243,0.00037152841640605724,30.289999999999992,31.650000000000006,62.920000000000016
2007-03-31,583.7,23.44,0.27,0.0,46.99,45.96,76.98
2007-06-30,604.6399999999999,24.55,0.2864763492394249,0.2,52.32,46.35999999999999,75.07000000000001
2007-09-30,470.99,4.600000000000001,0.053356151359574076,0.0011986254855621927,23.379999999999995,16.590000000000003,46.69
2007-12-31,450.80999999999995,6.019999999999996,0.06984473639310694,-5.090610062070979e-05,22.560000000000002,15.939999999999998,45.31
2008-03-31,558.83,36.74,0.41,0.0,52.73,60.39,89.99
2008-06-30,480.61,23.009999999999998,0.25416903765690374,0.15,62.14000000000001,39.790000000000006,68.14999999999999
2008-09-30,451.79999999999995,4.319999999999993,0.04787263930076471,-0.0004834910680080245,26.569999999999993,12.759999999999991,40.35000000000002
2008-12-31,418.23,-61.28999999999999,-0.6614028776978417,0.0039289695004559744,17.689999999999998,-59.71,-34.379999999999995
2009-03-31,334.75,-10.56,-0.11999999999999998,0.0,-25.14,-3.21,24.39
2009-06-30,389.41999999999996,40.4,0.4467828418230563,0.0,33.67,46.22,78.79
2009-09-30,365.07000000000005,19.59,0.21797491401982605,0.0,31.64,24.71,57.72999999999999
2009-12-31,421.0999999999999,12.54,0.13760206551557205,0.0,36.739999999999995,17.659999999999997,46.56999999999999
2010-03-31,559.91,34.88,0.37,0.0,69.51,56.62,88.17
2010-06-30,526.42,9.93,0.10415309082794018,0.2,27.42,13.660000000000004,44.89
2010-09-30,442.24,-19.090000000000003,-0.20040046656298605,-0.00017041130339833326,-10.050000000000011,-18.980000000000004,12.280000000000001
2010-12-31,459.47,6.560000000000002,0.06909541511771998,-0.0006700628757629848,28.05000000000001,7.900000000000006,38.629999999999995
2011-03-31,462.21,18.34,0.19,0.0,46.9,29.05,58.6
2011-06-30,529.3399999999999,13.790000000000003,0.1416339869281046,0.1,44.830000000000005,22.400000000000002,51.830000000000005
2011-09-30,492.71000000000004,4.649999999999999,0.04804241435562804,-0.0005932077710217805,31.489999999999995,10.509999999999998,40.41999999999999
2011-12-31,434.6700000000001,16.479999999999997,0.17018400300413067,4.842184319226423e-05,14.430000000000007,17.029999999999994,44.55000000000001
2012-03-31,445.16,-23.4,-0.23,0.0,-5.64,-18.99,5.48
2012-06-30,472.82,-15.219999999999999,-0.15369756602796478,0.2,20.27,-10.71,13.93
2012-09-30,443.6099999999999,-21.46,-0.21431424766977364,0.0022124347024480525,-5.16,-17.31,8.25
2012-12-31,433.78,-9.460000000000008,-0.09522576934138632,-0.0015914102195379242,5.49,-5.580000000000005,19.63
2013-03-31,445.26,17.6,0.18,0.0,15.01,21.93,48.47
2013-06-30,366.62,-48.47,-0.48674117265954003,0.0,-21.27,-41.75,-14.979999999999997
