,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda
2014-12-31,,,,,,,
2015-03-31,140.51,12.55,0.01,0.0,39.52,16.86,36.76
2015-06-30,137.05,9.23,0.008475665748393021,0.0,37.76,12.77,33.79
2015-09-30,138.14,2.0700000000000003,0.0017358490566037738,0.0,31.819999999999993,6.419999999999998,28.090000000000003
2015-12-31,116.94999999999999,5.389999999999997,0.005530095759233924,0.0,23.939999999999998,5.880000000000003,27.200000000000003
2016-03-31,153.98,23.16,0.02,0.0,47.54,29.22,48.14
2016-06-30,122.01000000000002,11.73,0.010085984522785899,0.02,35.54,17.130000000000003,34.75
2016-09-30,131.58999999999997,21.380000000000003,0.018997689710325217,0.029331793140216816,45.980000000000004,26.259999999999998,42.31999999999999
2016-12-31,126.08999999999997,15.949999999999996,0.013251176959291051,0.0032511769592910495,42.66999999999999,19.519999999999996,34.8
2017-03-31,127.98,15.33,0.01,0.0,37.54,18.29,33.19
2017-06-30,-127.98,,,,-37.54,-18.29,-3.6499999999999986
