,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda
2000-03-31,411.94,93.31,1.11,1.75,,126.07,126.07
2000-06-30,416.35999999999996,77.46000000000001,0.9207928793113545,0.0012500349503340126,,96.53,96.53
2000-09-30,490.1300000000001,99.52000000000001,1.1819127603684931,2.001648931352149,,137.31000000000003,137.31000000000003
2000-12-31,466.81999999999994,77.89999999999998,0.9262356759240641,-0.0043975748550654946,,101.82,101.82
2001-03-31,511.51,102.15,1.21,0.0,,136.26,136.26
2001-06-30,464.69000000000005,71.41999999999999,0.7406579478020394,2.0,,91.82000000000002,91.82000000000002
2001-09-30,455.45000000000005,58.94,0.6033168465872435,1.6259076073191598,,79.47,79.47
2001-12-31,530.51,73.38999999999999,0.743736515201046,0.035903972573010666,,95.93,95.93
2002-03-31,517.09,109.66,1.09,1.4,,135.6,135.6
2002-06-30,561.4799999999999,64.70000000000002,0.6419534296857078,0.002508992256872665,,76.47,76.47
2002-09-30,546.94,64.61999999999998,0.6381421039417522,1.506588985848817,,84.49000000000001,84.49000000000001
2002-12-31,506.24,93.37000000000003,0.9242885512261173,-0.007018305696720439,,120.07,120.07
2003-03-31,532.05,111.43,1.1,1.5,,138.2,138.2
2003-06-30,532.8300000000002,73.73999999999998,0.0716811578549441,1.3522924879840146,,87.33000000000001,87.33000000000001
2003-09-30,499.9399999999998,89.72999999999999,0.08486649690796653,0.19055414089972084,,102.14000000000001,102.14000000000001
2003-12-31,508.8399999999999,119.74000000000001,0.1122638353942834,0.01436664769449107,,142.83999999999997,142.83999999999997
2004-03-31,504.74,117.1,0.10000000000000002,0.15,,139.07,139.07
2004-06-30,534.46,127.39000000000001,0.10941919914924945,-0.0008712012761257563,,129.42000000000002,129.42000000000002
2004-09-30,576.8599999999999,113.5,0.09828486829241041,0.17877490592315026,,148.45,148.45
2004-12-31,519.96,92.33999999999997,0.07996935580574244,-3.262123904833548e-05,,114.04000000000002,114.04000000000002
2005-03-31,592.79,131.63,0.11000000000000001,0.18,,169.43,169.43
2005-06-30,589.04,149.23000000000002,0.12751976073488572,-0.004058573342914296,,188.17000000000002,188.17000000000002
2005-09-30,620.28,104.65999999999997,0.08958757003527702,0.17969067752645773,,135.66999999999996,135.66999999999996
2005-12-31,635.7700000000002,96.25999999999999,0.08191830295985719,0.0020926941380261122,,134.78999999999996,134.78999999999996
2006-03-31,611.72,50.24,0.04,0.18,,56.5,56.5
2006-06-30,630.1499999999999,152.39,0.12785026896313478,-0.009673789665893526,,208.19,208.19
2006-09-30,650.22,150.82,0.12801244871976233,0.1778955339385719,,191.85000000000002,191.85000000000002
2006-12-31,645.3799999999999,108.82999999999998,0.09181383577052868,0.0021766029246344074,,157.49999999999994,157.49999999999994
2007-03-31,657.49,57.65,0.049999999999999996,0.18,,71.17,71.17
2007-06-30,694.6299999999999,158.62,0.13201831044527673,0.007265917602996246,,200.93,200.93
2007-09-30,732.2800000000002,164.96,0.1384654932717782,0.17846549327177819,,204.2,204.2
2007-12-31,749.9099999999999,133.89999999999998,0.11177178576281713,0.0019932589831693176,,185.11999999999995,185.11999999999995
2008-03-31,734.39,136.93,0.12,0.2,,184.12,184.12
2008-06-30,793.4,91.66999999999999,0.07619116360454942,0.010318606007582375,,128.74,128.74
2008-09-30,885.8800000000001,108.47999999999999,0.09011035955856177,0.18011616795638077,,188.18,188.18
2008-12-31,943.02,136.26,0.11514767397642287,-0.006585299603426106,,169.56,169.56
2009-03-31,825.7,132.45,0.11,0.18,,169.95,169.95
2009-06-30,871.1299999999999,103.53,0.0877447241291635,-0.0036904514250052077,,143.64,143.64
2009-09-30,831.7400000000002,140.15,0.11923537074947492,0.17931183367452747,,182.21000000000004,182.21000000000004
2009-12-31,952.9499999999998,144.24,0.12196244979533793,0.0022077560197551606,,206.12999999999994,206.12999999999994
2010-03-31,928.05,152.09,0.13,0.22000000000000003,,194.73,194.73
2010-06-30,1019.9200000000001,100.68,0.08364441982830241,0.006167479709434835,,127.08000000000001,127.08000000000001
2010-09-30,1057.3500000000001,141.79,0.11858956812652069,0.17852240470397407,,180.5,180.5
2010-12-31,1073.04,192.68,0.16405558204481985,-0.007205355097188049,,179.05,179.05
2011-03-31,1282.25,204.75,0.17,0.23,,288.08,288.08
2011-06-30,1377.6799999999998,115.86000000000001,0.09757088050902968,-0.0032864557819010406,,170.54000000000002,170.54000000000002
2011-09-30,1470.65,74.64999999999998,0.062324798866568824,0.20198038421966974,,82.61000000000001,82.61000000000001
2011-12-31,1297.8500000000004,-2055.74,-1.7332554442089032,-0.004241942454025647,,-2588.79,-2588.79
2012-03-31,1514.75,-1673.26,-1.1,0.0,,-2206.83,-2206.83
2012-06-30,1526.88,-2719.29,-1.0833701380746947,0.0,,-3544.88,-3544.88
2012-09-30,1669.8000000000002,-114.59000000000015,-0.040170085686266725,0.0,,227.52999999999975,227.52999999999975
2012-12-31,1582.1799999999994,157.97000000000025,0.05230349698908075,0.0,,186.82000000000062,186.82000000000062
2013-03-31,1598.33,260.84,0.07,0.0,,303.98,303.98
2013-06-30,1666.9900000000002,68.06,0.018623897841289146,0.0,,78.62,78.62
2013-09-30,1657.9099999999994,-3226.55,-0.9130747329732715,0.0,,-4036.04,-4036.04
2013-12-31,1598.4000000000005,98.53999999999996,0.028163237600523014,0.0,,169.42000000000007,169.42000000000007
2014-03-31,1676.94,194.76,0.06,0.0,,311.06,311.06
2014-06-30,1644.9099999999999,154.49,0.04423478883321403,0.0,,240.33999999999997,240.33999999999997
